Region,Notes,Location code,Type of data,Year,Numero de Migrantes,Género
   El Salvador,0,222,B R,2015.1,20006,Hombres
   Guatemala,0,320,B R,2015.1,35728,Hombres
   Honduras,0,340,B R,2015.1,20123,Hombres
   Mexico,0,484,B R,2015.1,508232,Hombres
   Nicaragua,0,558,B R,2015.1,20723,Hombres
   Panama,0,591,B R,2015.1,94841,Hombres
  South America,0,931,0,2015.1,3015043,Hombres
   Argentina,0,32,B R,2015.1,960310,Hombres
   Bolivia (Plurinational State of),0,68,B R,2015.1,74949,Hombres
   Brazil,0,76,B R,2015.1,383457,Hombres
   Chile,0,152,B,2015.1,319714,Hombres
   Colombia,0,170,B,2015.1,85158,Hombres
   Ecuador,0,218,B R,2015.1,200352,Hombres
   Falkland Islands (Malvinas)*,28,238,B,2015.1,873,Hombres
   French Guiana*,29,254,B R,2015.1,50399,Hombres
   Guyana,0,328,B R,2015.1,4794,Hombres
   Paraguay,0,600,B R,2015.1,81303,Hombres
   Peru,0,604,B R,2015.1,91090,Hombres
   Suriname,0,740,C R,2015.1,23544,Hombres
   Uruguay,0,858,B R,2015.1,35642,Hombres
   Venezuela (Bolivarian Republic of),0,862,B R,2015.1,703458,Hombres
 NORTHERN AMERICA,0,905,0,2015.1,26993925,Hombres
   Bermuda*,30,60,B,2015.1,9421,Hombres
   Canada,0,124,B,2015.1,3533164,Hombres
   Greenland*,31,304,B,2015.1,3951,Hombres
   Saint Pierre and Miquelon*,32,666,B,2015.1,516,Hombres
   United States of America*,33,840,B,2015.1,23446873,Hombres
 OCEANIA ,0,909,0,2015.1,4006465,Hombres
  Australia and New Zealand,0,927,0,2015.1,3846117,Hombres
   Australia*,0,36,B,2015.1,3343330,Hombres
   New Zealand*,34,554,B,2015.1,502787,Hombres
  Melanesia,0,928,0,2015.1,65369,Hombres
   Fiji,0,242,B R,2015.1,7421,Hombres
   New Caledonia*,0,540,B,2015.1,36181,Hombres
   Papua New Guinea,0,598,C R,2015.1,18734,Hombres
   Solomon Islands,0,90,B R,2015.1,1450,Hombres
   Vanuatu,0,548,B R,2015.1,1583,Hombres
  Micronesia,0,954,0,2015.1,57402,Hombres
   Guam*,35,316,B,2015.1,39246,Hombres
   Kiribati,0,296,B,2015.1,1539,Hombres
   Marshall Islands,0,584,B,2015.1,2011,Hombres
   Micronesia (Fed. States of),0,583,B,2015.1,1473,Hombres
   Nauru,0,520,C R,2015.1,1037,Hombres
   Northern Mariana Islands*,36,580,B,2015.1,9100,Hombres
   Palau,0,585,B,2015.1,2996,Hombres
  Polynesia*,0,957,0,2015.1,37577,Hombres
   American Samoa*,0,16,B,2015.1,11998,Hombres
   Cook Islands*,37,184,B R,2015.1,2090,Hombres
   French Polynesia*,38,258,B R,2015.1,17136,Hombres
   Niue*,39,570,B,2015.1,319,Hombres
   Samoa,0,882,B R,2015.1,2151,Hombres
   Tokelau*,40,772,B R,2015.1,564,Hombres
   Tonga,0,776,B R,2015.1,2158,Hombres
   Tuvalu,0,798,C,2015.1,126,Hombres
   Wallis and Futuna Islands*,41,876,B R,2015.1,1035,Hombres
 AFRICA,0,903,0,2020.1,13439073,Hombres
  Eastern Africa,0,910,0,2020.1,3846978,Hombres
   Burundi,0,108,B R,2020.1,170125,Hombres
   Comoros,0,174,B,2020.1,6044,Hombres
   Djibouti,0,262,B R,2020.1,62863,Hombres
   Eritrea,0,232,I R,2020.1,7815,Hombres
   Ethiopia,0,231,B R,2020.1,536807,Hombres
   Kenya,0,404,B R,2020.1,529975,Hombres
   Madagascar,0,450,C R,2020.1,20262,Hombres
   Malawi,0,454,B R,2020.1,93612,Hombres
   Mauritius*,0,480,C,2020.1,16003,Hombres
   Mayotte*,1,175,B R,2020.1,51609,Hombres
   Mozambique,0,508,B R,2020.1,165490,Hombres
   Réunion*,2,638,B,2020.1,66852,Hombres
   Rwanda,0,646,B R,2020.1,259907,Hombres
   Seychelles,0,690,B,2020.1,9136,Hombres
   Somalia,0,706,I R,2020.1,32285,Hombres
   South Sudan,0,728,B R,2020.1,443405,Hombres
   Uganda,0,800,B R,2020.1,827664,Hombres
   United Republic of Tanzania*,0,834,B R,2020.1,213007,Hombres
   Zambia,0,894,B R,2020.1,97556,Hombres
   Zimbabwe,0,716,B R,2020.1,236561,Hombres
  Middle Africa,0,911,0,2020.1,2030830,Hombres
   Angola,0,24,B R,2020.1,331401,Hombres
   Cameroon,0,120,B R,2020.1,286254,Hombres
   Central African Republic,0,140,C R,2020.1,46357,Hombres
   Chad,0,148,B R,2020.1,249548,Hombres
   Congo,0,178,B R,2020.1,211403,Hombres
   Democratic Republic of the Congo,0,180,B R,2020.1,459052,Hombres
   Equatorial Guinea,0,226,C,2020.1,177716,Hombres
   Gabon,0,266,C R,2020.1,268032,Hombres
   Sao Tome and Principe,0,678,C,2020.1,1067,Hombres
  Northern Africa,0,912,0,2020.1,1788054,Hombres
   Algeria,0,12,B R,2020.1,132142,Hombres
   Egypt,0,818,B R,2020.1,289552,Hombres
   Libya,0,434,C R,2020.1,593797,Hombres
   Morocco,0,504,C R,2020.1,52707,Hombres
   Sudan,3,729,B R,2020.1,685177,Hombres
   Tunisia,0,788,C R,2020.1,31474,Hombres
   Western Sahara,0,732,I,2020.1,3205,Hombres
  Southern Africa,0,913,0,2020.1,1772593,Hombres
   Botswana,0,72,B R,2020.1,62817,Hombres
   Eswatini,0,748,B R,2020.1,16921,Hombres
   Lesotho,0,426,C R,2020.1,6537,Hombres
   Namibia,0,516,B R,2020.1,59024,Hombres
   South Africa,0,710,B R,2020.1,1627294,Hombres
  Western Africa,0,914,0,2020.1,4000618,Hombres
   Benin,0,204,C B R,2020.1,185619,Hombres
   Burkina Faso,0,854,B R,2020.1,344331,Hombres
   Cabo Verde,0,132,B R,2020.1,7985,Hombres
   Côte d'Ivoire,0,384,C B R,2020.1,1420248,Hombres
   Gambia,0,270,B R,2020.1,113766,Hombres
   Ghana,0,288,B R,2020.1,254403,Hombres
   Guinea,0,324,C B R,2020.1,71385,Hombres
   Guinea-Bissau,0,624,B R,2020.1,8867,Hombres
   Liberia,0,430,B R,2020.1,50694,Hombres
   Mali,0,466,B R,2020.1,246308,Hombres
   Mauritania,0,478,C R,2020.1,103203,Hombres
   Niger,0,562,B R,2020.1,162019,Hombres
   Nigeria,0,566,C R,2020.1,713678,Hombres
   Saint Helena*,4,654,C,2020.1,306,Hombres
   Senegal,0,686,B R,2020.1,145591,Hombres
   Sierra Leone,0,694,B R,2020.1,30408,Hombres
   Togo,0,768,C R,2020.1,141807,Hombres
 ASIA,0,935,0,2020.1,49796904,Hombres
  Central Asia,0,5500,0,2020.1,2685448,Hombres
   Kazakhstan,0,398,B R,2020.1,1850097,Hombres
   Kyrgyzstan,0,417,B R,2020.1,80456,Hombres
   Tajikistan,0,762,B R,2020.1,119174,Hombres
   Turkmenistan,0,795,B R,2020.1,92357,Hombres
   Uzbekistan,0,860,B R,2020.1,543364,Hombres
  Eastern Asia,0,906,0,2020.1,4277681,Hombres
   China*,0,156,C,2020.1,637952,Hombres
"   China, Hong Kong SAR*",0,344,B R,2020.1,1107970,Hombres
"   China, Macao SAR*",0,446,B,2020.1,187321,Hombres
"   China, Taiwan Province of China*",0,158,0,2020.1,0,Hombres
   Dem. People's Republic of Korea,0,408,I,2020.1,24654,Hombres
   Japan,0,392,C,2020.1,1347156,Hombres
   Mongolia,0,496,C R,2020.1,14263,Hombres
   Republic of Korea,0,410,C R,2020.1,958365,Hombres
  South-Eastern Asia,0,920,0,2020.1,5643257,Hombres
   Brunei Darussalam,0,96,B,2020.1,63407,Hombres
   Cambodia,0,116,B R,2020.1,42730,Hombres
   Indonesia,0,360,B R,2020.1,206538,Hombres
   Lao People's Democratic Republic,0,418,C R,2020.1,31393,Hombres
   Malaysia*,0,458,C R,2020.1,2156265,Hombres
   Myanmar,0,104,C,2020.1,41898,Hombres
   Philippines,0,608,C R,2020.1,117105,Hombres
   Singapore,0,702,B,2020.1,1112517,Hombres
   Thailand,0,764,B R,2020.1,1821857,Hombres
   Timor-Leste,0,626,B R,2020.1,5076,Hombres
   Viet Nam,0,704,C R,2020.1,44471,Hombres
  Southern Asia,0,5501,0,2020.1,7042488,Hombres
   Afghanistan,0,4,B R,2020.1,69189,Hombres
   Bangladesh,0,50,B R,2020.1,1093978,Hombres
   Bhutan,0,64,B,2020.1,45524,Hombres
   India,0,356,B R,2020.1,2273912,Hombres
   Iran (Islamic Republic of),0,364,C R,2020.1,1517518,Hombres
   Maldives,0,462,C,2020.1,61437,Hombres
   Nepal,0,524,B R,2020.1,146930,Hombres
   Pakistan,0,586,B R,2020.1,1812804,Hombres
   Sri Lanka,0,144,B R,2020.1,21196,Hombres
  Western Asia,0,922,0,2020.1,30148030,Hombres
   Armenia,0,51,B R,2020.1,78085,Hombres
   Azerbaijan*,0,31,B R,2020.1,121007,Hombres
   Bahrain,0,48,C R,2020.1,694238,Hombres
   Cyprus*,0,196,B,2020.1,85679,Hombres
   Georgia*,0,268,B R,2020.1,34879,Hombres
   Iraq,0,368,C R,2020.1,201427,Hombres
   Israel,0,376,B R,2020.1,886517,Hombres
   Jordan,0,400,C R,2020.1,1756637,Hombres
   Kuwait,0,414,C R,2020.1,2063430,Hombres
   Lebanon,0,422,B R,2020.1,839706,Hombres
   Oman,0,512,C R,2020.1,1984025,Hombres
   Qatar,0,634,C,2020.1,1842785,Hombres
   Saudi Arabia,0,682,C R,2020.1,9235130,Hombres
   State of Palestine*,5,275,B,2020.1,124737,Hombres
   Syrian Arab Republic,0,760,C R,2020.1,432279,Hombres
   Turkey,0,792,B R,2020.1,3124165,Hombres
   United Arab Emirates,0,784,C R,2020.1,6419792,Hombres
   Yemen,0,887,C R,2020.1,223512,Hombres
 EUROPE,0,908,0,2020.1,41979164,Hombres
  Eastern Europe,0,923,0,2020.1,9978380,Hombres
   Belarus,0,112,B,2020.1,488713,Hombres
   Bulgaria,0,100,B,2020.1,91585,Hombres
   Czechia,0,203,C,2020.1,312941,Hombres
   Hungary,0,348,B,2020.1,303065,Hombres
   Poland,0,616,B,2020.1,390449,Hombres
   Republic of Moldova*,0,498,B,2020.1,42743,Hombres
   Romania,0,642,B,2020.1,386946,Hombres
   Russian Federation,0,643,B,2020.1,5712089,Hombres
   Slovakia,0,703,B,2020.1,100551,Hombres
   Ukraine*,0,804,B,2020.1,2149298,Hombres
  Northern Europe,0,924,0,2020.1,7257061,Hombres
   Channel Islands*,6,830,B,2020.1,40190,Hombres
   Denmark*,7,208,B,2020.1,354476,Hombres
   Estonia,0,233,B,2020.1,86767,Hombres
   Faroe Islands*,8,234,B,2020.1,3542,Hombres
   Finland*,0,246,B,2020.1,198822,Hombres
   Iceland,0,352,B,2020.1,35716,Hombres
   Ireland,0,372,B,2020.1,434756,Hombres
   Isle of Man*,9,833,B,2020.1,20987,Hombres
   Latvia,0,428,B,2020.1,97022,Hombres
   Lithuania,0,440,B,2020.1,73148,Hombres
   Norway*,0,578,B,2020.1,439206,Hombres
   Sweden,0,752,B,2020.1,1008006,Hombres
   United Kingdom*,10,826,B,2020.1,4464423,Hombres
  Southern Europe,0,925,0,2020.1,8355064,Hombres
   Albania,0,8,B,2020.1,24908,Hombres
   Andorra,0,20,C,2020.1,23333,Hombres
   Bosnia and Herzegovina,0,70,I R,2020.1,16880,Hombres
   Croatia,0,191,B,2020.1,245564,Hombres
   Gibraltar*,11,292,B,2020.1,5656,Hombres
   Greece,0,300,B,2020.1,642639,Hombres
   Holy See*,0,336,I,2020.1,372,Hombres
   Italy,0,380,B,2020.1,2965914,Hombres
   Malta,0,470,B,2020.1,66055,Hombres
   Montenegro,0,499,B,2020.1,27995,Hombres
   North Macedonia,0,807,B,2020.1,54740,Hombres
   Portugal,0,620,B,2020.1,479936,Hombres
   San Marino,0,674,C,2020.1,2991,Hombres
   Serbia*,0,688,B,2020.1,362493,Hombres
   Slovenia,0,705,B,2020.1,162815,Hombres
   Spain*,0,724,B,2020.1,3272773,Hombres
  Western Europe,0,926,0,2020.1,16388659,Hombres
   Austria,0,40,B,2020.1,848395,Hombres
   Belgium,0,56,B,2020.1,984117,Hombres
   France*,12,250,B,2020.1,4130737,Hombres
   Germany,0,276,B,2020.1,7891635,Hombres
   Liechtenstein,0,438,B,2020.1,12619,Hombres
   Luxembourg,0,442,B,2020.1,151653,Hombres
   Monaco,0,492,B,2020.1,12897,Hombres
   Netherlands*,13,528,B,2020.1,1134404,Hombres
   Switzerland,0,756,B,2020.1,1222202,Hombres
 LATIN AMERICA AND THE CARIBBEAN,0,904,0,2020.1,7473421,Hombres
  Caribbean,0,915,0,2020.1,852474,Hombres
   Anguilla*,14,660,B R,2020.1,2706,Hombres
   Antigua and Barbuda,0,28,B R,2020.1,13120,Hombres
   Aruba*,15,533,B R,2020.1,24307,Hombres
   Bahamas,0,44,B R,2020.1,32161,Hombres
   Barbados,0,52,B R,2020.1,15668,Hombres
"   Bonaire, Sint Eustatius and Saba*",16,535,B,2020.1,0,Hombres
   British Virgin Islands*,18,92,B R,2020.1,10681,Hombres
   Cayman Islands*,19,136,C R,2020.1,15017,Hombres
   Cuba,0,192,B,2020.1,1312,Hombres
   Curaçao*,20,531,B R,2020.1,24958,Hombres
   Dominica,0,212,B,2020.1,4314,Hombres
   Dominican Republic,0,214,B R,2020.1,382542,Hombres
   Grenada,0,308,B,2020.1,3292,Hombres
   Guadeloupe*,21,312,B,2020.1,37914,Hombres
   Haiti,0,332,B R,2020.1,10499,Hombres
   Jamaica,0,388,B R,2020.1,12008,Hombres
   Martinique*,22,474,B R,2020.1,29199,Hombres
   Montserrat*,23,500,B,2020.1,711,Hombres
   Puerto Rico*,24,630,B,2020.1,114868,Hombres
   Saint Barthélemy*,0,652,0,2020.1,0,Hombres
   Saint Kitts and Nevis,0,659,B R,2020.1,4066,Hombres
   Saint Lucia,0,662,B R,2020.1,4004,Hombres
   Saint Martin (French part)*,0,663,0,2020.1,0,Hombres
   Saint Vincent and the Grenadines,0,670,B R,2020.1,2443,Hombres
   Sint Maarten (Dutch part)*,25,534,B R,2020.1,13822,Hombres
   Trinidad and Tobago,0,780,B R,2020.1,39179,Hombres
   Turks and Caicos Islands*,26,796,B R,2020.1,13325,Hombres
   United States Virgin Islands*,27,850,B,2020.1,26744,Hombres
  Central America,0,916,0,2020.1,1165930,Hombres
   Belize,0,84,B R ,2020.1,31210,Hombres
   Costa Rica,0,188,B R,2020.1,263636,Hombres
   El Salvador,0,222,B R,2020.1,20344,Hombres
   Guatemala,0,320,B R,2020.1,39916,Hombres
   Honduras,0,340,B R,2020.1,20575,Hombres
   Mexico,0,484,B R,2020.1,601509,Hombres
   Nicaragua,0,558,B R,2020.1,21683,Hombres
   Panama,0,591,B R,2020.1,167057,Hombres
  South America,0,931,0,2020.1,5455017,Hombres
   Argentina,0,32,B R,2020.1,1062533,Hombres
   Bolivia (Plurinational State of),0,68,B R,2020.1,85961,Hombres
   Brazil,0,76,B R,2020.1,582881,Hombres
   Chile,0,152,B,2020.1,830073,Hombres
   Colombia,0,170,B,2020.1,953735,Hombres
   Ecuador,0,218,B R,2020.1,406860,Hombres
   Falkland Islands (Malvinas)*,28,238,B,2020.1,1089,Hombres
   French Guiana*,29,254,B R,2020.1,56642,Hombres
   Guyana,0,328,B R,2020.1,14497,Hombres
   Paraguay,0,600,B R,2020.1,88311,Hombres
   Peru,0,604,B R,2020.1,642404,Hombres
   Suriname,0,740,C R,2020.1,26271,Hombres
   Uruguay,0,858,B R,2020.1,50937,Hombres
   Venezuela (Bolivarian Republic of),0,862,B R,2020.1,652823,Hombres
 NORTHERN AMERICA,0,905,0,2020.1,28321426,Hombres
   Bermuda*,30,60,B,2020.1,9724,Hombres
   Canada,0,124,B,2020.1,3828361,Hombres
   Greenland*,31,304,B,2020.1,3822,Hombres
   Saint Pierre and Miquelon*,32,666,B,2020.1,523,Hombres
   United States of America*,33,840,B,2020.1,24478996,Hombres
 OCEANIA ,0,909,0,2020.1,4645856,Hombres
  Australia and New Zealand,0,927,0,2020.1,4480351,Hombres
   Australia*,0,36,B,2020.1,3812187,Hombres
   New Zealand*,34,554,B,2020.1,668164,Hombres
  Melanesia,0,928,0,2020.1,67814,Hombres
   Fiji,0,242,B R,2020.1,7601,Hombres
   New Caledonia*,0,540,B,2020.1,38284,Hombres
   Papua New Guinea,0,598,C R,2020.1,18895,Hombres
   Solomon Islands,0,90,B R,2020.1,1415,Hombres
   Vanuatu,0,548,B R,2020.1,1619,Hombres
  Micronesia,0,954,0,2020.1,60062,Hombres
   Guam*,35,316,B,2020.1,41508,Hombres
   Kiribati,0,296,B,2020.1,1650,Hombres
   Marshall Islands,0,584,B,2020.1,2021,Hombres
   Micronesia (Fed. States of),0,583,B,2020.1,1515,Hombres
   Nauru,0,520,C R,2020.1,1297,Hombres
   Northern Mariana Islands*,36,580,B,2020.1,9183,Hombres
   Palau,0,585,B,2020.1,2888,Hombres
  Polynesia*,0,957,0,2020.1,37629,Hombres
   American Samoa*,0,16,B,2020.1,12047,Hombres
   Cook Islands*,37,184,B R,2020.1,2290,Hombres
   French Polynesia*,38,258,B R,2020.1,17150,Hombres
   Niue*,39,570,B,2020.1,319,Hombres
   Samoa,0,882,B R,2020.1,2031,Hombres
   Tokelau*,40,772,B R,2020.1,586,Hombres
   Tonga,0,776,B R,2020.1,2044,Hombres
   Tuvalu,0,798,C,2020.1,132,Hombres
   Wallis and Futuna Islands*,41,876,B R,2020.1,1030,Hombres
 AFRICA,0,903,0,1990.2,7410539,Mujeres
  Eastern Africa,0,910,0,1990.2,2889827,Mujeres
   Burundi,0,108,B R,1990.2,169843,Mujeres
   Comoros,0,174,B,1990.2,7362,Mujeres
   Djibouti,0,262,B R,1990.2,57979,Mujeres
   Eritrea,0,232,I R,1990.2,5620,Mujeres
   Ethiopia,0,231,B R,1990.2,548106,Mujeres
   Kenya,0,404,B R,1990.2,136830,Mujeres
   Madagascar,0,450,C R,1990.2,10569,Mujeres
   Malawi,0,454,B R,1990.2,581204,Mujeres
   Mauritius*,0,480,C,1990.2,1850,Mujeres
   Mayotte*,1,175,B R,1990.2,6449,Mujeres
   Mozambique,0,508,B R,1990.2,56272,Mujeres
   Réunion*,2,638,B,1990.2,26486,Mujeres
   Rwanda,0,646,B R,1990.2,79261,Mujeres
   Seychelles,0,690,B,1990.2,1517,Mujeres
   Somalia,0,706,I R,1990.2,234093,Mujeres
   South Sudan,0,728,B R,1990.2,0,Mujeres
   Uganda,0,800,B R,1990.2,260936,Mujeres
   United Republic of Tanzania*,0,834,B R,1990.2,290635,Mujeres
   Zambia,0,894,B R,1990.2,136434,Mujeres
   Zimbabwe,0,716,B R,1990.2,278381,Mujeres
  Middle Africa,0,911,0,1990.2,716302,Mujeres
   Angola,0,24,B R,1990.2,15375,Mujeres
   Cameroon,0,120,B R,1990.2,120098,Mujeres
   Central African Republic,0,140,C R,1990.2,31548,Mujeres
   Chad,0,148,B R,1990.2,34209,Mujeres
   Congo,0,178,B R,1990.2,65075,Mujeres
   Democratic Republic of the Congo,0,180,B R,1990.2,391077,Mujeres
   Equatorial Guinea,0,226,C,1990.2,1275,Mujeres
   Gabon,0,266,C R,1990.2,55016,Mujeres
   Sao Tome and Principe,0,678,C,1990.2,2629,Mujeres
  Northern Africa,0,912,0,1990.2,1172615,Mujeres
   Algeria,0,12,B R,1990.2,123720,Mujeres
   Egypt,0,818,B R,1990.2,81838,Mujeres
   Libya,0,434,C R,1990.2,214368,Mujeres
   Morocco,0,504,C R,1990.2,25871,Mujeres
   Sudan,3,729,B R,1990.2,706511,Mujeres
   Tunisia,0,788,C R,1990.2,19084,Mujeres
   Western Sahara,0,732,I,1990.2,1223,Mujeres
  Southern Africa,0,913,0,1990.2,553453,Mujeres
   Botswana,0,72,B R,1990.2,10896,Mujeres
   Eswatini,0,748,B R,1990.2,35086,Mujeres
   Lesotho,0,426,C R,1990.2,3922,Mujeres
   Namibia,0,516,B R,1990.2,56893,Mujeres
   South Africa,0,710,B R,1990.2,446656,Mujeres
  Western Africa,0,914,0,1990.2,2078342,Mujeres
   Benin,0,204,C B R,1990.2,36333,Mujeres
   Burkina Faso,0,854,B R,1990.2,181818,Mujeres
   Cabo Verde,0,132,B R,1990.2,4502,Mujeres
   Côte d'Ivoire,0,384,C B R,1990.2,804677,Mujeres
   Gambia,0,270,B R,1990.2,51817,Mujeres
   Ghana,0,288,B R,1990.2,81821,Mujeres
   Guinea,0,324,C B R,1990.2,202361,Mujeres
   Guinea-Bissau,0,624,B R,1990.2,7679,Mujeres
   Liberia,0,430,B R,1990.2,41040,Mujeres
   Mali,0,466,B R,1990.2,78687,Mujeres
   Mauritania,0,478,C R,1990.2,54081,Mujeres
   Niger,0,562,B R,1990.2,60242,Mujeres
   Nigeria,0,566,C R,1990.2,200455,Mujeres
   Saint Helena*,4,654,C,1990.2,68,Mujeres
   Senegal,0,686,B R,1990.2,131570,Mujeres
   Sierra Leone,0,694,B R,1990.2,99250,Mujeres
   Togo,0,768,C R,1990.2,41941,Mujeres
 ASIA,0,935,0,1990.2,22540097,Mujeres
  Central Asia,0,5500,0,1990.2,3658339,Mujeres
   Kazakhstan,0,398,B R,1990.2,1953036,Mujeres
   Kyrgyzstan,0,417,B R,1990.2,362667,Mujeres
   Tajikistan,0,762,B R,1990.2,240928,Mujeres
   Turkmenistan,0,795,B R,1990.2,172326,Mujeres
   Uzbekistan,0,860,B R,1990.2,929382,Mujeres
  Eastern Asia,0,906,0,1990.2,1962463,Mujeres
   China*,0,156,C,1990.2,184407,Mujeres
"   China, Hong Kong SAR*",0,344,B R,1990.2,1093929,Mujeres
"   China, Macao SAR*",0,446,B,1990.2,108668,Mujeres
"   China, Taiwan Province of China*",0,158,0,1990.2,0,Mujeres
   Dem. People's Republic of Korea,0,408,I,1990.2,16710,Mujeres
   Japan,0,392,C,1990.2,536552,Mujeres
   Mongolia,0,496,C R,1990.2,3299,Mujeres
   Republic of Korea,0,410,C R,1990.2,18898,Mujeres
  South-Eastern Asia,0,920,0,1990.2,1365512,Mujeres
   Brunei Darussalam,0,96,B,1990.2,31344,Mujeres
   Cambodia,0,116,B R,1990.2,19291,Mujeres
   Indonesia,0,360,B R,1990.2,235727,Mujeres
   Lao People's Democratic Republic,0,418,C R,1990.2,11060,Mujeres
   Malaysia*,0,458,C R,1990.2,290112,Mujeres
   Myanmar,0,104,C,1990.2,61235,Mujeres
   Philippines,0,608,C R,1990.2,72724,Mujeres
   Singapore,0,702,B,1990.2,381420,Mujeres
   Thailand,0,764,B R,1990.2,245207,Mujeres
   Timor-Leste,0,626,B R,1990.2,4504,Mujeres
   Viet Nam,0,704,C R,1990.2,12888,Mujeres
  Southern Asia,0,5501,0,1990.2,9254767,Mujeres
   Afghanistan,0,4,B R,1990.2,25128,Mujeres
   Bangladesh,0,50,B R,1990.2,405520,Mujeres
   Bhutan,0,64,B,1990.2,4398,Mujeres
   India,0,356,B R,1990.2,3627331,Mujeres
   Iran (Islamic Republic of),0,364,C R,1990.2,1922508,Mujeres
   Maldives,0,462,C,1990.2,3912,Mujeres
   Nepal,0,524,B R,1990.2,304008,Mujeres
   Pakistan,0,586,B R,1990.2,2943824,Mujeres
   Sri Lanka,0,144,B R,1990.2,18138,Mujeres
  Western Asia,0,922,0,1990.2,6299016,Mujeres
   Armenia,0,51,B R,1990.2,388254,Mujeres
   Azerbaijan*,0,31,B R,1990.2,202744,Mujeres
   Bahrain,0,48,C R,1990.2,50482,Mujeres
   Cyprus*,0,196,B,1990.2,23342,Mujeres
   Georgia*,0,268,B R,1990.2,171185,Mujeres
   Iraq,0,368,C R,1990.2,27887,Mujeres
   Israel,0,376,B R,1990.2,861927,Mujeres
   Jordan,0,400,C R,1990.2,559876,Mujeres
   Kuwait,0,414,C R,1990.2,419513,Mujeres
   Lebanon,0,422,B R,1990.2,255771,Mujeres
   Oman,0,512,C R,1990.2,61523,Mujeres
   Qatar,0,634,C,1990.2,83821,Mujeres
   Saudi Arabia,0,682,C R,1990.2,1673572,Mujeres
   State of Palestine*,5,275,B,1990.2,156231,Mujeres
   Syrian Arab Republic,0,760,C R,1990.2,350063,Mujeres
   Turkey,0,792,B R,1990.2,586357,Mujeres
   United Arab Emirates,0,784,C R,1990.2,374615,Mujeres
   Yemen,0,887,C R,1990.2,51853,Mujeres
 EUROPE,0,908,0,1990.2,25488837,Mujeres
  Eastern Europe,0,923,0,1990.2,11795612,Mujeres
   Belarus,0,112,B,1990.2,676956,Mujeres
   Bulgaria,0,100,B,1990.2,12463,Mujeres
   Czechia,0,203,C,1990.2,52989,Mujeres
   Hungary,0,348,B,1990.2,191325,Mujeres
   Poland,0,616,B,1990.2,645595,Mujeres
   Republic of Moldova*,0,498,B,1990.2,306109,Mujeres
   Romania,0,642,B,1990.2,78224,Mujeres
   Russian Federation,0,643,B,1990.2,5869526,Mujeres
   Slovakia,0,703,B,1990.2,23108,Mujeres
   Ukraine*,0,804,B,1990.2,3939317,Mujeres
  Northern Europe,0,924,0,1990.2,3469184,Mujeres
   Channel Islands*,6,830,B,1990.2,32655,Mujeres
   Denmark*,7,208,B,1990.2,120778,Mujeres
   Estonia,0,233,B,1990.2,210306,Mujeres
   Faroe Islands*,8,234,B,1990.2,1845,Mujeres
   Finland*,0,246,B,1990.2,31573,Mujeres
   Iceland,0,352,B,1990.2,5336,Mujeres
   Ireland,0,372,B,1990.2,115868,Mujeres
   Isle of Man*,9,833,B,1990.2,18398,Mujeres
   Latvia,0,428,B,1990.2,355207,Mujeres
   Lithuania,0,440,B,1990.2,184673,Mujeres
   Norway*,0,578,B,1990.2,93025,Mujeres
   Sweden,0,752,B,1990.2,405682,Mujeres
   United Kingdom*,10,826,B,1990.2,1893838,Mujeres
  Southern Europe,0,925,0,1990.2,2277442,Mujeres
   Albania,0,8,B,1990.2,35434,Mujeres
   Andorra,0,20,C,1990.2,17901,Mujeres
   Bosnia and Herzegovina,0,70,I R,1990.2,29462,Mujeres
   Croatia,0,191,B,1990.2,252907,Mujeres
   Gibraltar*,11,292,B,1990.2,4181,Mujeres
   Greece,0,300,B,1990.2,288101,Mujeres
   Holy See*,0,336,I,1990.2,386,Mujeres
   Italy,0,380,B,1990.2,785805,Mujeres
   Malta,0,470,B,1990.2,8065,Mujeres
   Montenegro,0,499,B,1990.2,0,Mujeres
   North Macedonia,0,807,B,1990.2,55481,Mujeres
   Portugal,0,620,B,1990.2,225860,Mujeres
   San Marino,0,674,C,1990.2,1582,Mujeres
   Serbia*,0,688,B,1990.2,52557,Mujeres
   Slovenia,0,705,B,1990.2,88563,Mujeres
   Spain*,0,724,B,1990.2,431157,Mujeres
  Western Europe,0,926,0,1990.2,7946599,Mujeres
   Austria,0,40,B,1990.2,424952,Mujeres
   Belgium,0,56,B,1990.2,626040,Mujeres
   France*,12,250,B,1990.2,2897891,Mujeres
   Germany,0,276,B,1990.2,2643053,Mujeres
   Liechtenstein,0,438,B,1990.2,4950,Mujeres
   Luxembourg,0,442,B,1990.2,57733,Mujeres
   Monaco,0,492,B,1990.2,10888,Mujeres
   Netherlands*,13,528,B,1990.2,589920,Mujeres
   Switzerland,0,756,B,1990.2,691172,Mujeres
 LATIN AMERICA AND THE CARIBBEAN,0,904,0,1990.2,3553754,Mujeres
  Caribbean,0,915,0,1990.2,492111,Mujeres
   Anguilla*,14,660,B R,1990.2,1312,Mujeres
   Antigua and Barbuda,0,28,B R,1990.2,6254,Mujeres
   Aruba*,15,533,B R,1990.2,8015,Mujeres
   Bahamas,0,44,B R,1990.2,13028,Mujeres
   Barbados,0,52,B R,1990.2,13959,Mujeres
"   Bonaire, Sint Eustatius and Saba*",16,535,B,1990.2,0,Mujeres
   British Virgin Islands*,18,92,B R,1990.2,3909,Mujeres
