Año,Country Name,Country Code,Crecimiento del PIB (anual %),Tasa de desempleo (%),"Inflación, deflactor PIB (anual %)","Homicidios intencionales (por 100,000 personas)",Muertes por conflicto (nro personas),Control de Corrupción (rango percentil),Emisiones de CO2 (kt),Esperanza de vida al nacer (años),Migración neta,Población total
2015,Kuwait,KWT,0.59%,2.20%,-25.96%,0.00,0,51.44,"89,021.7",79.56,"259,114.0","3,908,743.0"
2015,Kyrgyz Republic,KGZ,3.88%,3.38%,3.43%,5.12,0,11.06,"10,266.6",70.65,"-29,468.0","5,956,900.0"
2015,Lao PDR,LAO,7.27%,2.52%,2.35%,0.00,0,17.79,"8,875.9",66.67,"-12,995.0","6,787,419.0"
2015,Latvia,LVA,3.89%,9.87%,0.12%,3.36,0,67.31,"7,315.9",74.48,"-11,163.0","1,977,527.0"
2015,Lebanon,LBN,0.46%,9.26%,3.34%,3.61,76,19.23,"27,016.8",79.23,"-223,722.0","6,398,940.0"
2015,Lesotho,LSO,3.13%,16.85%,10.20%,0.00,0,58.17,"2,144.2",51.10,"-4,129.0","2,118,521.0"
2015,Liberia,LBR,-0.02%,2.58%,0.06%,0.00,0,29.81,"1,247.8",59.15,"-15,195.0","4,612,329.0"
2015,Libya,LBY,-0.84%,19.52%,-7.04%,0.00,275,0.96,"51,331.2",71.70,"-7,660.0","6,192,235.0"
2015,Liechtenstein,LIE,0.00%,0.00%,0.00%,0.00,0,96.15,159.773794,82.66,141.0,"37,355.0"
2015,Lithuania,LTU,2.02%,9.12%,0.06%,5.80,0,70.19,"11,067.4",74.32,"-18,912.0","2,904,910.0"
2015,Luxembourg,LUX,2.27%,6.67%,2.22%,0.88,0,97.12,"9,133.4",82.29,"11,373.0","569,604.0"
2015,"Macao SAR, China",MAC,-21.51%,1.81%,4.51%,0.16,0,69.71,0.0,83.98,"6,465.0","615,239.0"
2015,Madagascar,MDG,3.13%,1.79%,6.50%,0.00,0,20.19,"3,284.62",64.34,485.0,"24,850,912.0"
2015,Malawi,MWI,2.80%,4.99%,19.81%,0.00,0,24.04,"1,089.52",61.38,"-6,449.0","16,938,942.0"
2015,Malaysia,MYS,5.09%,3.10%,1.22%,1.60,0,62.50,"236,229.4",75.09,"80,603.0","31,068,833.0"
2015,Maldives,MDV,2.88%,6.62%,7.93%,0.92,0,38.94,"1,339.3",79.69,"12,526.0","435,582.0"
2015,Mali,MLI,6.17%,1.36%,2.88%,0.00,172,27.88,"3,343.8",58.36,"-48,947.0","18,112,907.0"
2015,Malta,MLT,9.61%,5.38%,4.22%,0.88,0,78.37,"1,657.1",81.90,"9,443.0","445,053.0"
2015,Marshall Islands,MHL,2.11%,0.00%,-3.22%,0.00,0,55.77,146.3,63.83,"-1,901.0","49,410.0"
2015,Mauritania,MRT,5.38%,10.15%,-4.79%,0.00,0,18.27,"2,966.5",64.48,"-3,018.0","3,946,220.0"
2015,Mauritius,MUS,3.69%,7.41%,1.40%,1.62,0,63.94,"3,960.9",74.35,"-2,747.0","1,262,879.0"
2015,"Micronesia, Fed. Sts.",FSM,4.62%,0.00%,-5.25%,0.00,0,72.60,144.9,71.41,"-1,415.0","109,462.0"
2015,Moldova,MDA,-0.34%,4.70%,11.57%,5.77,0,17.31,"8,020.6",69.24,"-59,404.0","2,835,978.0"
2015,Monaco,MCO,4.86%,0.00%,1.14%,0.00,0,0.00,0.0,0.00,"1,019.0","36,760.0"
2015,Mongolia,MNG,2.38%,4.86%,0.61%,7.22,0,38.46,"17,300.6",69.50,"3,932.0","2,964,749.0"
2015,Montenegro,MNE,3.39%,17.55%,2.22%,2.68,0,54.81,"2,359.1",76.45,"-1,943.0","622,159.0"
2015,Morocco,MAR,4.34%,9.46%,3.17%,1.24,0,49.52,"60,362.5",72.92,"-81,202.0","34,680,458.0"
2015,Mozambique,MOZ,6.72%,3.43%,7.59%,0.00,0,25.00,"5,478.3",58.15,"30,414.0","26,843,246.0"
2015,Myanmar,MMR,3.28%,0.77%,8.37%,2.53,629,21.63,"19,034.0",65.56,"-94,128.0","51,483,949.0"
2015,Namibia,NAM,4.26%,20.89%,3.86%,0.00,0,65.38,"4,137.3",60.70,"-8,596.0","2,282,704.0"
2015,Nauru,NRU,-5.66%,0.00%,0.11%,0.00,0,37.02,54.5,62.27,-31.0,"11,185.0"
2015,Nepal,NPL,3.98%,10.51%,4.41%,2.02,0,33.17,"7,186.2",67.46,"-221,059.0","27,610,325.0"
2015,New Caledonia,NCL,0.00%,13.89%,0.00%,0.00,0,0.00,0.0,77.28,"-2,230.0","269,460.0"
2015,New Zealand,NZL,3.74%,5.41%,1.43%,1.05,0,100.00,"32,281.2",81.61,"47,165.0","4,609,400.0"
2015,Nicaragua,NIC,4.79%,4.70%,7.59%,8.32,0,18.75,"5,286.7",72.98,"-24,359.0","6,298,598.0"
2015,Niger,NER,4.39%,0.53%,2.25%,0.00,368,28.85,"2,111.59",61.08,"17,051.0","20,128,124.0"
2015,Nigeria,NGA,2.65%,4.22%,2.86%,0.00,"4,637",12.98,"107,746.4",51.84,"-145,917.0","183,995,785.0"
2015,North Macedonia,MKD,3.86%,26.43%,2.00%,1.19,0,50.96,"7,142.1",75.40,"-1,378.0","2,070,226.0"
2015,Northern Mariana Islands,MNP,3.38%,0.00%,5.80%,0.00,0,0.00,0.0,0.00,-866.0,"51,514.0"
2015,Norway,NOR,1.86%,4.30%,-2.80%,0.46,0,99.04,"40,288.8",82.30,"30,329.0","5,188,607.0"
2015,Oman,OMN,5.02%,3.38%,-19.15%,0.38,0,64.42,"70,131.7",77.69,"134,260.0","4,191,776.0"
2015,Pakistan,PAK,4.73%,3.57%,4.11%,4.50,"2,126",22.60,"164,152.3",65.70,"-2,172,159.0","210,969,298.0"
2015,Palau,PLW,7.54%,0.00%,7.91%,16.86,0,37.02,200.9,0.00,8.0,"17,794.0"
2015,Panama,PAN,5.73%,4.37%,2.48%,11.90,0,43.27,"10,609.9",77.47,"8,648.0","3,957,099.0"
2015,Papua New Guinea,PNG,6.58%,2.45%,-1.23%,0.00,0,16.83,"6,369.7",64.70,"30,581.0","8,682,174.0"
2015,Paraguay,PRY,2.96%,4.56%,1.60%,9.99,0,14.90,"6,367.5",73.19,"-16,833.0","6,177,950.0"
2015,Peru,PER,3.25%,3.27%,2.69%,7.32,0,32.21,"54,553.5",75.62,"2,462.0","30,711,863.0"
2015,Philippines,PHL,6.35%,3.07%,-0.72%,0.00,572,39.90,"110,990.9",71.27,"6,954.0","103,031,365.0"
2015,Poland,POL,4.38%,7.50%,1.32%,0.77,0,75.48,"289,077.4",77.45,"-25,426.0","37,986,412.0"
2015,Portugal,PRT,1.79%,12.45%,2.02%,0.96,0,78.85,"49,851.9",81.12,"-10,124.0","10,358,076.0"
2015,Puerto Rico,PRI,-1.05%,12.00%,1.98%,17.56,0,60.58,0.0,79.69,"-64,764.0","3,473,232.0"
2015,Qatar,QAT,4.75%,0.17%,-25.13%,0.25,0,77.88,"85,211.3",80.06,"178,133.0","2,414,573.0"
2015,Romania,ROU,3.16%,6.81%,3.26%,1.70,0,53.37,"73,314.4",74.91,"-49,612.0","19,815,616.0"
2015,Rwanda,RWA,8.86%,11.83%,0.49%,2.52,0,70.67,"1,080.44",65.30,"-14,477.0","11,642,959.0"
2015,Samoa,WSM,3.85%,8.76%,3.96%,0.00,0,65.87,232.3,72.52,"-3,137.0","203,571.0"
2015,San Marino,SMR,2.29%,0.00%,-0.74%,0.00,0,0.00,0.0,0.00,317.0,"33,570.0"
2015,Sao Tome and Principe,STP,3.91%,13.78%,5.01%,0.00,0,57.21,123.6,67.25,"-1,800.0","201,124.0"
2015,Senegal,SEN,6.37%,6.76%,1.07%,0.27,0,59.62,"9,285.5",66.88,"-31,006.0","14,356,181.0"
2015,Serbia,SRB,1.81%,17.66%,1.87%,1.33,0,47.60,"45,410.1",75.29,"7,368.0","7,095,383.0"
2015,Seychelles,SYC,4.19%,0.00%,0.52%,7.05,0,83.17,499.8,74.30,245.0,"93,419.0"
2015,Sierra Leone,SLE,-20.49%,4.44%,19.64%,1.70,0,23.56,"1,084.5",57.19,-356.0,"7,314,773.0"
2015,Singapore,SGP,2.98%,3.79%,3.07%,0.25,0,96.63,"45,431.9",82.74,"40,958.0","5,535,002.0"
2015,Sint Maarten (Dutch part),SXM,0.40%,0.00%,0.23%,0.00,0,0.00,0.0,76.95,"1,027.0","38,825.0"
2015,Slovak Republic,SVK,5.17%,11.48%,-0.22%,0.88,0,61.54,"30,753.7",76.56,"2,637.0","5,423,801.0"
2015,Slovenia,SVN,2.21%,8.96%,1.01%,0.96,0,76.44,"13,139.7",80.78,"7,934.0","2,063,531.0"
2015,Solomon Islands,SLB,1.68%,0.73%,3.36%,0.00,0,45.67,304.1,69.58,"-1,603.0","612,660.0"
2015,Somalia,SOM,15.05%,18.88%,1.51%,0.00,"1,197",0.48,646.2,54.86,"-17,178.0","13,763,906.0"
2015,South Africa,ZAF,1.32%,22.87%,5.55%,33.42,0,56.73,"425,063.1",63.95,"644,996.0","55,876,504.0"
2015,South Sudan,SSD,-10.79%,12.29%,17.69%,0.00,493,0.00,"1,969.4",55.57,"-160,109.0","11,194,299.0"
2015,Sri Lanka,LKA,4.21%,4.52%,3.01%,2.28,0,44.71,"19,240.9",74.93,"-98,598.0","21,336,697.0"
2015,St. Kitts and Nevis,KNA,0.71%,0.00%,-0.31%,0.00,0,67.79,237.6,70.76,-191.0,"47,790.0"
2015,St. Lucia,LCA,0.10%,20.56%,3.21%,15.94,0,73.08,501.2,73.14,0.0,"175,623.0"
2015,St. Martin (French part),MAF,0.00%,0.00%,0.00%,17.13,0,0.00,0.0,79.31,-662.0,"35,020.0"
2015,St. Vincent and the Grenadines,VCT,2.79%,18.97%,-0.73%,0.00,0,74.04,246.5,74.41,"-1,295.0","106,482.0"
2015,Sudan,SDN,1.91%,17.44%,14.02%,0.00,"1,264",3.37,"19,259.2",64.66,"49,080.0","38,171,178.0"
2015,Suriname,SUR,-3.41%,7.22%,4.85%,5.91,0,50.48,"2,724.1",70.80,-976.0,"575,475.0"
2015,Sweden,SWE,4.49%,7.43%,2.12%,1.14,0,98.08,"39,120.1",82.20,"77,987.0","9,799,186.0"
2015,Syrian Arab Republic,SYR,-4.18%,8.72%,38.21%,0.00,"51,059",1.44,"25,260.7",65.12,"-827,474.0","19,205,178.0"
2015,Tajikistan,TJK,6.02%,7.55%,6.87%,0.00,0,12.02,"4,904.8",69.31,"-18,984.0","8,524,063.0"
2015,Tanzania,TZA,6.16%,2.14%,7.59%,7.13,0,27.40,"10,765.9",64.65,"201,562.0","52,542,823.0"
2015,Thailand,THA,3.13%,0.60%,0.72%,0.00,57,36.06,"268,853.3",77.72,"32,595.0","70,294,397.0"
2015,Timor-Leste,TLS,2.76%,4.45%,7.20%,4.06,0,34.62,437.2,67.14,"-5,529.0","1,205,813.0"
2015,Togo,TGO,5.74%,2.20%,3.48%,0.00,0,25.96,"1,825.6",59.40,"-1,985.0","7,473,229.0"
2015,Tonga,TON,1.17%,1.94%,5.28%,0.00,0,42.79,109.9,70.61,"-2,495.0","106,122.0"
2015,Trinidad and Tobago,TTO,-0.76%,2.43%,-8.70%,28.76,0,46.15,"21,310.6",74.50,-583.0,"1,460,177.0"
2015,Tunisia,TUN,0.97%,15.16%,4.21%,0.00,57,56.25,"31,627.4",75.69,"-25,230.0","11,557,779.0"
2015,Turkmenistan,TKM,6.50%,4.11%,-5.15%,1.09,0,10.58,"63,777.6",68.78,"-9,612.0","5,766,431.0"
2015,Turks and Caicos Islands,TCA,11.31%,0.00%,0.62%,0.00,0,0.00,0.0,76.91,"1,663.0","36,538.0"
2015,Tuvalu,TUV,10.42%,0.00%,3.20%,0.00,0,57.69,7.7,64.06,-159.0,"10,877.0"
2015,Uganda,UGA,5.19%,2.75%,5.19%,0.00,0,13.46,"4,712.1",61.09,"-62,377.0","37,477,356.0"
2015,Ukraine,UKR,-9.77%,9.14%,38.88%,0.00,"1,709",13.94,"191,067.8",71.19,"-21,937.0","45,154,036.0"
2015,United Arab Emirates,ARE,6.79%,1.76%,-16.27%,0.67,0,82.21,"195,409.4",79.22,"-14,154.0","8,916,899.0"
2015,Uruguay,URY,0.37%,7.49%,9.86%,8.61,0,89.42,"6,657.2",77.48,"-4,156.0","3,402,818.0"
2015,Uzbekistan,UZB,7.22%,5.15%,10.50%,1.63,0,8.17,"99,358.2",70.47,"-20,380.0","31,298,900.0"
2015,Vanuatu,VUT,0.37%,1.85%,5.86%,0.00,0,54.33,134.3,69.51,-756.0,"276,438.0"
2015,"Venezuela, RB",VEN,0.00%,6.08%,0.00%,51.27,0,4.81,"163,126.9",73.01,"-77,421.0","30,529,716.0"
2015,Vietnam,VNM,6.99%,1.85%,-1.72%,0.00,0,41.83,"201,513.3",73.88,"-4,761.0","92,191,398.0"
2015,Virgin Islands (U.S.),VIR,-0.43%,12.26%,3.19%,0.00,0,72.12,0.0,79.02,-630.0,"107,712.0"
2015,West Bank and Gaza,PSE,3.72%,23.00%,-3.71%,1.20,0,39.42,0.0,74.41,"-22,904.0","4,270,092.0"
2015,"Yemen, Rep.",YEM,-27.99%,13.78%,46.48%,0.00,"6,815",2.40,"13,552.2",65.87,"-38,355.0","28,516,545.0"
2015,Zambia,ZMB,2.92%,8.28%,6.66%,5.25,0,45.19,"4,956.6",61.21,"16,283.0","16,248,230.0"
2015,Zimbabwe,ZWE,2.02%,5.28%,0.37%,0.00,0,6.25,"11,988.7",59.59,"-59,918.0","14,154,937.0"
2016,Argentina,ARG,-2.08%,8.11%,41.12%,6.01,0,47.12,"183,158.7",76.31,"5,215.0","43,590,368.0"
2016,Australia,AUS,2.73%,5.71%,-0.61%,0.94,0,93.27,"394,803.6",82.45,"242,184.0","24,190,907.0"
2016,Brazil,BRA,-3.28%,11.74%,8.10%,29.59,0,40.38,"447,077.3",74.44,"82,589.0","206,859,578.0"
2016,China,CHN,6.85%,4.56%,1.41%,0.62,0,48.56,"9,860,914.0",77.22,"-153,054.0","1,387,790,000.0"
2016,France,FRA,1.10%,10.05%,0.52%,1.22,0,89.90,"313,835.2",82.57,"14,729.0","66,724,104.0"
2016,Germany,DEU,2.23%,4.12%,1.33%,1.17,0,93.75,"747,147.2",80.99,"432,017.0","82,348,669.0"
2016,India,IND,8.26%,7.84%,3.24%,3.16,636,45.19,"2,195,248.5",70.12,"68,119.0","1,338,636,340.0"
2016,Indonesia,IDN,5.03%,4.30%,2.44%,0.00,0,38.46,"483,978.7",69.80,"-38,653.0","261,850,182.0"
2016,Italy,ITA,1.29%,11.69%,1.13%,0.67,0,61.06,"333,344.8",83.24,"49,591.0","60,627,498.0"
2016,Japan,JPN,0.75%,3.13%,0.42%,0.29,0,90.87,"1,164,869.4",83.98,"156,993.0","127,076,000.0"
2016,"Korea, Rep.",KOR,2.95%,3.65%,1.99%,0.69,0,67.31,"615,443.6",82.28,"102,075.0","51,217,803.0"
2016,Mexico,MEX,2.63%,3.86%,5.61%,20.21,0,20.67,"476,394.6",74.41,"33,094.0","121,519,221.0"
2016,Netherlands,NLD,2.19%,6.01%,0.45%,0.55,0,94.71,"158,499.3",81.56,"59,528.0","17,030,314.0"
2016,Russian Federation,RUS,0.19%,5.56%,2.84%,10.93,69,21.63,"1,571,517.3",71.65,"373,316.0","144,342,397.0"
2016,Saudi Arabia,SAU,2.36%,5.60%,-2.82%,0.00,120,63.46,"561,229.7",77.06,"171,429.0","33,416,270.0"
2016,Spain,ESP,3.04%,19.64%,0.32%,0.63,0,70.19,"248,252.1",83.33,"89,021.0","46,484,062.0"
2016,Switzerland,CHE,2.07%,4.92%,-0.58%,0.54,0,95.67,"39,666.5",83.60,"70,637.0","8,373,338.0"
2016,Turkiye,TUR,3.32%,10.84%,8.13%,3.34,"1,426",51.44,"376,399.0",76.66,"375,842.0","81,019,394.0"
2016,United Kingdom,GBR,2.17%,4.81%,1.88%,1.20,0,94.23,"382,154.9",81.16,"246,940.0","65,611,593.0"
2016,United States,USA,1.67%,4.87%,1.00%,5.32,0,90.38,"4,894,499.2",78.54,"1,449,371.0","323,071,755.0"
2016,Afghanistan,AFG,2.26%,10.09%,-2.20%,6.69,"17,985",3.85,"9,294.93",63.14,"-90,238.0","34,636,207.0"
2016,Albania,ALB,3.31%,15.42%,-0.63%,2.74,0,37.98,"4,573.2",78.86,"-10,887.0","2,876,101.0"
2016,Algeria,DZA,3.20%,10.20%,1.55%,1.34,86,30.29,"154,654.3",75.73,"-36,227.0","40,339,329.0"
2016,American Samoa,ASM,-1.68%,0.00%,1.41%,0.00,0,87.50,0.0,0.00,"-1,641.0","50,448.0"
2016,Andorra,AND,3.71%,0.00%,0.35%,0.00,0,87.50,468.992,0.00,"1,303.0","72,540.0"
2016,Angola,AGO,-2.58%,9.59%,21.77%,4.10,25,4.81,"29,520.7",61.09,"91,623.0","29,154,746.0"
2016,Antigua and Barbuda,ATG,5.50%,0.00%,1.87%,0.00,0,73.56,500.5,78.15,16.0,"90,564.0"
2016,Armenia,ARM,0.20%,12.43%,0.27%,3.04,4,31.73,"5,066.7",74.66,"-26,804.0","2,865,835.0"
2016,Aruba,ABW,2.12%,0.00%,-1.39%,0.00,0,88.94,0.0,75.62,170.0,"104,874.0"
2016,Austria,AUT,1.99%,6.01%,1.85%,0.62,0,91.35,"63,697.1",81.64,"66,282.0","8,736,668.0"
2016,Azerbaijan,AZE,-3.10%,5.00%,14.67%,1.69,137,20.19,"32,239.4",72.00,"1,484.0","9,757,812.0"
2016,"Bahamas, The",BHS,-0.07%,12.70%,0.73%,28.03,0,81.73,"2,040.7",73.54,"1,001.0","395,976.0"
2016,Bahrain,BHR,3.56%,1.18%,0.25%,0.28,0,57.21,"30,301.1",79.56,"29,052.0","1,409,661.0"
2016,Bangladesh,BGD,7.11%,4.35%,27.85%,2.25,41,18.75,"81,128.9",71.09,"-55,013.0","159,784,568.0"
2016,Barbados,BRB,2.53%,8.25%,-0.24%,7.90,0,87.98,"1,290.77",76.81,-65.0,"278,649.0"
2016,Belarus,BLR,-2.53%,5.84%,8.34%,3.16,0,50.48,"55,201.4",73.83,"15,258.0","9,469,379.0"
2016,Belgium,BEL,1.27%,7.83%,1.92%,0.00,2,92.31,"94,171.6",81.44,"56,781.0","11,331,422.0"
2016,Belize,BLZ,0.11%,7.00%,2.06%,37.57,0,50.00,651.3,73.40,"1,283.0","367,313.0"
2016,Benin,BEN,3.34%,1.84%,0.68%,0.00,0,35.58,"6,739.0",59.54,"3,827.0","11,260,085.0"
2016,Bermuda,BMU,-0.66%,0.00%,4.37%,12.68,0,87.50,0.0,80.61,0.0,"64,554.0"
2016,Bhutan,BTN,8.13%,2.77%,4.38%,1.20,0,82.69,"1,228.4",70.60,-521.0,"749,761.0"
2016,Bolivia,BOL,4.26%,3.50%,-1.35%,5.70,0,24.52,"21,328.7",67.63,"-10,071.0","11,263,015.0"
2016,Bosnia and Herzegovina,BIH,3.24%,25.41%,1.33%,1.29,0,37.02,"22,356.6",76.81,"-32,195.0","3,480,986.0"
2016,Botswana,BWA,7.20%,19.32%,11.91%,0.00,0,80.29,"6,629.312",65.46,"3,129.0","2,352,416.0"
2016,British Virgin Islands,VGB,0.00%,0.00%,0.00%,0.00,0,0.00,0.0,75.72,275.0,"29,739.0"
2016,Brunei Darussalam,BRN,-2.48%,8.43%,-9.17%,0.00,0,68.75,"6,968.5",74.73,-539.0,"425,994.0"
2016,Bulgaria,BGR,3.04%,7.57%,3.32%,1.09,0,49.04,"41,586.7",74.81,"-14,947.0","7,127,822.0"
2016,Burkina Faso,BFA,5.96%,4.44%,2.60%,1.12,0,53.85,"3,997.8",59.33,"-7,603.0","19,275,498.0"
2016,Burundi,BDI,-0.60%,1.31%,0.97%,5.82,0,10.10,442.0,60.79,"-109,490.0","10,903,327.0"
2016,Cabo Verde,CPV,4.28%,12.00%,1.68%,11.10,0,78.37,542.9,75.74,"-1,408.0","558,394.0"
2016,Cambodia,KHM,6.93%,0.72%,3.48%,0.00,0,8.65,"11,066.4",70.22,"-40,577.0","15,624,584.0"
2016,Cameroon,CMR,4.54%,3.57%,0.66%,3.32,181,11.54,"8,974.7",60.23,"13,251.0","23,711,630.0"
2016,Canada,CAN,1.00%,7.00%,0.75%,1.71,0,96.15,"556,874.1",81.92,"320,494.0","36,109,487.0"
2016,Cayman Islands,CYM,3.24%,0.00%,1.00%,0.00,0,68.27,0.0,0.00,"1,077.0","62,255.0"
2016,Central African Republic,CAF,4.75%,5.75%,2.98%,20.12,0,9.13,206.4,53.46,"-52,758.0","4,904,177.0"
2016,Chad,TCD,-6.26%,1.12%,-1.40%,0.00,0,4.33,"1,469.87",52.08,"21,546.0","14,592,585.0"
2016,Channel Islands,CHI,0.00%,8.12%,0.00%,0.00,0,0.00,0.0,81.37,"1,180.0","163,721.0"
2016,Chile,CHL,1.75%,6.73%,4.56%,3.43,0,81.25,"86,504.7",80.08,"126,525.0","18,083,879.0"
2016,Colombia,COL,2.09%,8.69%,5.15%,26.04,30,43.27,"83,526.2",76.47,"79,978.0","47,625,955.0"
2016,Comoros,COM,3.32%,8.08%,1.71%,0.00,0,27.88,217.9,63.24,"-1,136.0","746,232.0"
2016,"Congo, Dem. Rep.",COD,2.40%,4.48%,4.35%,0.00,794,7.21,"2,421.14",59.07,"173,022.0","81,430,977.0"
2016,"Congo, Rep.",COG,-10.78%,20.65%,-3.44%,0.00,73,10.58,"5,497.6",63.58,"-14,788.0","5,186,824.0"
2016,Costa Rica,CRI,4.20%,8.09%,1.96%,11.69,0,75.00,"8,008.9",79.46,"4,150.0","4,945,205.0"
2016,Cote d'Ivoire,CIV,7.17%,1.90%,-1.18%,0.00,0,34.13,"9,593.5",58.06,"-20,148.0","24,213,622.0"
2016,Croatia,HRV,3.56%,13.10%,-0.06%,1.04,0,62.98,"16,876.8",78.02,"-13,569.0","4,174,349.0"
2016,Cuba,CUB,0.51%,2.00%,4.33%,5.04,0,62.02,"27,176.4",77.64,"-14,454.0","11,342,012.0"
2016,Curacao,CUW,-0.87%,0.00%,-0.05%,0.00,0,0.00,0.0,77.72,647.0,"159,664.0"
2016,Cyprus,CYP,6.57%,12.95%,-0.57%,1.09,0,77.40,"7,219.2",81.06,"4,878.0","1,197,881.0"
2016,Czechia,CZE,2.54%,3.95%,1.14%,0.62,0,69.71,"102,998.0",79.03,-300.0,"10,566,332.0"
2016,Denmark,DNK,3.25%,5.99%,0.25%,0.98,0,99.52,"35,340.3",80.85,"22,859.0","5,728,010.0"
2016,Djibouti,DJI,7.12%,26.20%,0.30%,0.00,0,28.37,395.47,62.19,"1,623.0","1,023,261.0"
2016,Dominica,DMA,2.76%,0.00%,3.70%,22.83,0,72.12,182.5,70.13,179.0,"70,075.0"
2016,Dominican Republic,DOM,6.66%,7.28%,1.99%,15.35,0,23.08,"24,593.5",72.99,"-30,181.0","10,527,592.0"
2016,Ecuador,ECU,-1.23%,4.60%,1.90%,5.83,0,28.85,"39,791.7",76.76,"27,063.0","16,439,585.0"
2016,"Egypt, Arab Rep.",EGY,4.35%,12.45%,6.25%,1.54,355,32.69,"235,425.8",70.84,"4,132.0","99,784,030.0"
2016,El Salvador,SLV,2.54%,4.42%,0.66%,84.41,0,33.65,"7,125.1",72.03,"-47,499.0","6,250,510.0"
2016,Equatorial Guinea,GNQ,-8.82%,8.23%,-6.29%,0.00,0,1.44,"5,830.1",60.48,"17,109.0","1,398,927.0"
2016,Eritrea,ERI,0.00%,5.81%,0.00%,0.00,25,8.17,580.5,66.29,"-55,530.0","3,365,287.0"
2016,Estonia,EST,3.16%,6.88%,2.19%,2.51,0,88.46,"15,907.2",77.64,"1,164.0","1,315,790.0"
2016,Eswatini,SWZ,1.06%,22.72%,7.24%,10.15,0,49.52,"1,116.0",56.66,"-10,295.0","1,142,524.0"
2016,Ethiopia,ETH,9.43%,2.73%,10.40%,0.00,50,40.87,"15,247.2",64.39,"115,812.0","105,293,228.0"
2016,Faroe Islands,FRO,1.47%,0.00%,7.78%,0.00,0,0.00,0.0,82.04,537.0,"49,500.0"
2016,Fiji,FJI,2.45%,4.32%,2.63%,0.00,0,66.35,"1,198.6",67.24,"-11,139.0","918,371.0"
2016,Finland,FIN,2.81%,8.82%,0.09%,1.35,0,99.04,"45,700.3",81.43,"17,210.0","5,495,303.0"
2016,French Polynesia,PYF,2.30%,12.09%,1.13%,0.00,0,0.00,0.0,82.49,"-1,687.0","293,541.0"
2016,Gabon,GAB,2.09%,20.67%,-4.27%,0.00,0,25.48,"6,383.7",65.80,"7,395.0","2,086,206.0"
2016,"Gambia, The",GMB,1.94%,5.96%,7.82%,0.00,0,19.71,593.2,63.01,"-3,477.0","2,317,206.0"
2016,Georgia,GEO,2.91%,16.60%,2.62%,1.03,0,75.96,"9,813.6",73.57,"-10,591.0","3,727,505.0"
2016,Ghana,GHA,3.37%,5.11%,15.75%,1.86,0,52.88,"14,545.3",63.89,"7,014.0","29,554,303.0"
2016,Gibraltar,GIB,0.00%,0.00%,0.00%,0.00,0,0.00,0.0,81.70,-101.0,"32,565.0"
2016,Greece,GRC,-0.49%,23.54%,-0.58%,0.78,0,54.81,"66,848.6",81.39,"-27,234.0","10,775,971.0"
2016,Greenland,GRL,4.68%,0.00%,3.54%,5.37,0,83.65,0.0,71.83,-374.0,"56,186.0"
2016,Grenada,GRD,3.74%,0.00%,2.64%,9.17,0,69.23,277.4,74.76,-190.0,"119,966.0"
2016,Guam,GUM,0.18%,5.40%,1.57%,0.00,0,87.50,0.0,76.88,"-1,852.0","168,346.0"
2016,Guatemala,GTM,2.68%,2.58%,2.71%,0.00,0,23.56,"17,451.9",72.36,"-39,266.0","15,827,690.0"
2016,Guinea,GIN,10.82%,4.83%,5.67%,0.00,0,15.38,"2,806.5",58.76,"-14,196.0","11,930,985.0"
2016,Guinea-Bissau,GNB,6.26%,3.15%,6.10%,3.49,0,2.88,305.0,59.67,"-1,392.0","1,834,552.0"
2016,Guyana,GUY,3.81%,13.47%,0.90%,18.71,0,44.71,"2,478.6",68.38,"-6,311.0","759,087.0"
2016,Haiti,HTI,1.81%,13.85%,15.70%,9.60,0,7.69,"3,364.54",63.39,"-33,902.0","10,713,849.0"
2016,Honduras,HND,3.89%,6.73%,3.68%,54.44,0,29.33,"10,394.7",72.59,"-6,685.0","9,460,798.0"
2016,"Hong Kong SAR, China",HKG,2.18%,3.39%,1.64%,0.38,0,91.83,0.0,84.23,0.0,"7,336,600.0"
2016,Hungary,HUN,2.20%,5.11%,1.32%,2.06,0,60.58,"44,248.4",76.06,-982.0,"9,814,023.0"
2016,Iceland,ISL,6.30%,2.98%,2.26%,0.30,0,95.19,"1,633.0",82.20,"4,113.0","335,439.0"
2016,"Iran, Islamic Rep.",IRN,8.82%,12.62%,9.40%,0.00,22,26.92,"607,216.3",75.60,"23,759.0","83,306,231.0"
2016,Iraq,IRQ,13.79%,10.82%,-11.10%,0.00,"9,622",5.29,"143,281.1",68.99,"-75,580.0","38,697,943.0"
2016,Ireland,IRL,2.01%,8.37%,0.73%,0.72,0,92.79,"39,009.8",81.65,"18,978.0","4,755,335.0"
2016,Isle of Man,IMN,6.95%,0.00%,2.24%,0.00,0,0.00,0.0,80.31,107.0,"83,450.0"
2016,Israel,ISR,4.52%,4.80%,0.36%,1.27,0,84.62,"65,233.0",82.41,"13,263.0","8,546,000.0"
2016,Jamaica,JAM,1.38%,8.63%,4.66%,48.31,0,50.96,"7,549.5",72.02,"-11,329.0","2,802,695.0"
2016,Jordan,JOR,1.99%,15.28%,1.36%,1.31,34,64.42,"24,730.0",75.22,"49,192.0","9,964,656.0"
2016,Kazakhstan,KAZ,1.10%,4.96%,13.64%,0.00,0,22.12,"202,475.7",72.41,"-7,445.0","17,794,055.0"
