indicator,country,countryiso3code,date,value
Net migration,St. Kitts and Nevis,KNA,1995,143.0
Net migration,St. Kitts and Nevis,KNA,1994,165.0
Net migration,St. Kitts and Nevis,KNA,1993,157.0
Net migration,St. Kitts and Nevis,KNA,1992,155.0
Net migration,St. Kitts and Nevis,KNA,1991,-240.0
Net migration,St. Kitts and Nevis,KNA,1990,-861.0
Net migration,St. Lucia,LCA,2020,0.0
Net migration,St. Lucia,LCA,2019,0.0
Net migration,St. Lucia,LCA,2018,0.0
Net migration,St. Lucia,LCA,2017,0.0
Net migration,St. Lucia,LCA,2016,0.0
Net migration,St. Lucia,LCA,2015,0.0
Net migration,St. Lucia,LCA,2014,0.0
Net migration,St. Lucia,LCA,2013,0.0
Net migration,St. Lucia,LCA,2012,11.0
Net migration,St. Lucia,LCA,2011,181.0
Net migration,St. Lucia,LCA,2010,438.0
Net migration,St. Lucia,LCA,2009,200.0
Net migration,St. Lucia,LCA,2008,59.0
Net migration,St. Lucia,LCA,2007,-27.0
Net migration,St. Lucia,LCA,2006,-78.0
Net migration,St. Lucia,LCA,2005,-88.0
Net migration,St. Lucia,LCA,2004,-118.0
Net migration,St. Lucia,LCA,2003,-182.0
Net migration,St. Lucia,LCA,2002,-240.0
Net migration,St. Lucia,LCA,2001,-556.0
Net migration,St. Lucia,LCA,2000,-773.0
Net migration,St. Lucia,LCA,1999,-621.0
Net migration,St. Lucia,LCA,1998,-878.0
Net migration,St. Lucia,LCA,1997,-1013.0
Net migration,St. Lucia,LCA,1996,-1077.0
Net migration,St. Lucia,LCA,1995,-1071.0
Net migration,St. Lucia,LCA,1994,-1001.0
Net migration,St. Lucia,LCA,1993,-905.0
Net migration,St. Lucia,LCA,1992,-737.0
Net migration,St. Lucia,LCA,1991,-1072.0
Net migration,St. Lucia,LCA,1990,-1211.0
Net migration,St. Martin (French part),MAF,2020,-949.0
Net migration,St. Martin (French part),MAF,2019,-949.0
Net migration,St. Martin (French part),MAF,2018,-1356.0
Net migration,St. Martin (French part),MAF,2017,-816.0
Net migration,St. Martin (French part),MAF,2016,-734.0
Net migration,St. Martin (French part),MAF,2015,-662.0
Net migration,St. Martin (French part),MAF,2014,-865.0
Net migration,St. Martin (French part),MAF,2013,-1013.0
Net migration,St. Martin (French part),MAF,2012,-962.0
Net migration,St. Martin (French part),MAF,2011,-857.0
Net migration,St. Martin (French part),MAF,2010,-447.0
Net migration,St. Martin (French part),MAF,2009,-9.0
Net migration,St. Martin (French part),MAF,2008,52.0
Net migration,St. Martin (French part),MAF,2007,98.0
Net migration,St. Martin (French part),MAF,2006,128.0
Net migration,St. Martin (French part),MAF,2005,150.0
Net migration,St. Martin (French part),MAF,2004,158.0
Net migration,St. Martin (French part),MAF,2003,158.0
Net migration,St. Martin (French part),MAF,2002,161.0
Net migration,St. Martin (French part),MAF,2001,158.0
Net migration,St. Martin (French part),MAF,2000,159.0
Net migration,St. Martin (French part),MAF,1999,-392.0
Net migration,St. Martin (French part),MAF,1998,-899.0
Net migration,St. Martin (French part),MAF,1997,-827.0
Net migration,St. Martin (French part),MAF,1996,-760.0
Net migration,St. Martin (French part),MAF,1995,-704.0
Net migration,St. Martin (French part),MAF,1994,-651.0
Net migration,St. Martin (French part),MAF,1993,-603.0
Net migration,St. Martin (French part),MAF,1992,-554.0
Net migration,St. Martin (French part),MAF,1991,-512.0
Net migration,St. Martin (French part),MAF,1990,2.0
Net migration,St. Vincent and the Grenadines,VCT,2020,-379.0
Net migration,St. Vincent and the Grenadines,VCT,2019,-758.0
Net migration,St. Vincent and the Grenadines,VCT,2018,-807.0
Net migration,St. Vincent and the Grenadines,VCT,2017,-847.0
Net migration,St. Vincent and the Grenadines,VCT,2016,-1295.0
Net migration,St. Vincent and the Grenadines,VCT,2015,-1295.0
Net migration,St. Vincent and the Grenadines,VCT,2014,-1295.0
Net migration,St. Vincent and the Grenadines,VCT,2013,-1569.0
Net migration,St. Vincent and the Grenadines,VCT,2012,-1569.0
Net migration,St. Vincent and the Grenadines,VCT,2011,-1665.0
Net migration,St. Vincent and the Grenadines,VCT,2010,-1660.0
Net migration,St. Vincent and the Grenadines,VCT,2009,-1659.0
Net migration,St. Vincent and the Grenadines,VCT,2008,-1653.0
Net migration,St. Vincent and the Grenadines,VCT,2007,-1719.0
Net migration,St. Vincent and the Grenadines,VCT,2006,-1780.0
Net migration,St. Vincent and the Grenadines,VCT,2005,-1757.0
Net migration,St. Vincent and the Grenadines,VCT,2004,-1726.0
Net migration,St. Vincent and the Grenadines,VCT,2003,-1699.0
Net migration,St. Vincent and the Grenadines,VCT,2002,-1537.0
Net migration,St. Vincent and the Grenadines,VCT,2001,-1563.0
Net migration,St. Vincent and the Grenadines,VCT,2000,-1618.0
Net migration,St. Vincent and the Grenadines,VCT,1999,-1661.0
Net migration,St. Vincent and the Grenadines,VCT,1998,-1672.0
Net migration,St. Vincent and the Grenadines,VCT,1997,-1661.0
Net migration,St. Vincent and the Grenadines,VCT,1996,-1643.0
Net migration,St. Vincent and the Grenadines,VCT,1995,-1640.0
Net migration,St. Vincent and the Grenadines,VCT,1994,-1630.0
Net migration,St. Vincent and the Grenadines,VCT,1993,-1618.0
Net migration,St. Vincent and the Grenadines,VCT,1992,-1606.0
Net migration,St. Vincent and the Grenadines,VCT,1991,-1595.0
Net migration,St. Vincent and the Grenadines,VCT,1990,-1915.0
Net migration,Sudan,SDN,2020,86.0
Net migration,Sudan,SDN,2019,-29450.0
Net migration,Sudan,SDN,2018,74198.0
Net migration,Sudan,SDN,2017,189497.0
Net migration,Sudan,SDN,2016,97646.0
Net migration,Sudan,SDN,2015,49080.0
Net migration,Sudan,SDN,2014,85052.0
Net migration,Sudan,SDN,2013,-185339.0
Net migration,Sudan,SDN,2012,-221502.0
Net migration,Sudan,SDN,2011,-337194.0
Net migration,Sudan,SDN,2010,-331713.0
Net migration,Sudan,SDN,2009,-79473.0
Net migration,Sudan,SDN,2008,-72121.0
Net migration,Sudan,SDN,2007,-13752.0
Net migration,Sudan,SDN,2006,-12376.0
Net migration,Sudan,SDN,2005,-10644.0
Net migration,Sudan,SDN,2004,-86754.0
Net migration,Sudan,SDN,2003,-149595.0
Net migration,Sudan,SDN,2002,-159912.0
Net migration,Sudan,SDN,2001,-136249.0
Net migration,Sudan,SDN,2000,-80698.0
Net migration,Sudan,SDN,1999,-58808.0
Net migration,Sudan,SDN,1998,-48202.0
Net migration,Sudan,SDN,1997,-47334.0
Net migration,Sudan,SDN,1996,-56798.0
Net migration,Sudan,SDN,1995,-71692.0
Net migration,Sudan,SDN,1994,-70382.0
Net migration,Sudan,SDN,1993,-87480.0
Net migration,Sudan,SDN,1992,-248714.0
Net migration,Sudan,SDN,1991,-254515.0
Net migration,Sudan,SDN,1990,-227157.0
Net migration,Suriname,SUR,2020,-313.0
Net migration,Suriname,SUR,2019,203.0
Net migration,Suriname,SUR,2018,-862.0
Net migration,Suriname,SUR,2017,-948.0
Net migration,Suriname,SUR,2016,-910.0
Net migration,Suriname,SUR,2015,-976.0
Net migration,Suriname,SUR,2014,-967.0
Net migration,Suriname,SUR,2013,-978.0
Net migration,Suriname,SUR,2012,-1014.0
Net migration,Suriname,SUR,2011,-1068.0
Net migration,Suriname,SUR,2010,-1145.0
Net migration,Suriname,SUR,2009,-1214.0
Net migration,Suriname,SUR,2008,-1265.0
Net migration,Suriname,SUR,2007,-1316.0
Net migration,Suriname,SUR,2006,-1410.0
Net migration,Suriname,SUR,2005,-1542.0
Net migration,Suriname,SUR,2004,-1684.0
Net migration,Suriname,SUR,2003,741.0
Net migration,Suriname,SUR,2002,723.0
Net migration,Suriname,SUR,2001,639.0
Net migration,Suriname,SUR,2000,613.0
Net migration,Suriname,SUR,1999,630.0
Net migration,Suriname,SUR,1998,526.0
Net migration,Suriname,SUR,1997,412.0
Net migration,Suriname,SUR,1996,421.0
Net migration,Suriname,SUR,1995,607.0
Net migration,Suriname,SUR,1994,-2713.0
Net migration,Suriname,SUR,1993,-7291.0
Net migration,Suriname,SUR,1992,-5662.0
Net migration,Suriname,SUR,1991,-6174.0
Net migration,Suriname,SUR,1990,-6471.0
Net migration,Sweden,SWE,2020,81066.0
Net migration,Sweden,SWE,2019,81585.0
Net migration,Sweden,SWE,2018,81492.0
Net migration,Sweden,SWE,2017,80765.0
Net migration,Sweden,SWE,2016,79667.0
Net migration,Sweden,SWE,2015,77987.0
Net migration,Sweden,SWE,2014,75670.0
Net migration,Sweden,SWE,2013,72873.0
Net migration,Sweden,SWE,2012,69451.0
Net migration,Sweden,SWE,2011,65397.0
Net migration,Sweden,SWE,2010,60639.0
Net migration,Sweden,SWE,2009,55405.0
Net migration,Sweden,SWE,2008,50669.0
Net migration,Sweden,SWE,2007,46383.0
Net migration,Sweden,SWE,2006,42580.0
Net migration,Sweden,SWE,2005,39103.0
Net migration,Sweden,SWE,2004,36044.0
Net migration,Sweden,SWE,2003,33445.0
Net migration,Sweden,SWE,2002,31068.0
Net migration,Sweden,SWE,2001,29249.0
Net migration,Sweden,SWE,2000,27734.0
Net migration,Sweden,SWE,1999,26554.0
Net migration,Sweden,SWE,1998,25405.0
Net migration,Sweden,SWE,1997,24183.0
Net migration,Sweden,SWE,1996,23219.0
Net migration,Sweden,SWE,1995,22161.0
Net migration,Sweden,SWE,1994,21185.0
Net migration,Sweden,SWE,1993,20278.0
Net migration,Sweden,SWE,1992,19363.0
Net migration,Sweden,SWE,1991,18514.0
Net migration,Sweden,SWE,1990,17724.0
Net migration,Switzerland,CHE,2020,53786.0
Net migration,Switzerland,CHE,2019,43546.0
Net migration,Switzerland,CHE,2018,40899.0
Net migration,Switzerland,CHE,2017,45208.0
Net migration,Switzerland,CHE,2016,70637.0
Net migration,Switzerland,CHE,2015,71488.0
Net migration,Switzerland,CHE,2014,77880.0
Net migration,Switzerland,CHE,2013,83892.0
Net migration,Switzerland,CHE,2012,67464.0
Net migration,Switzerland,CHE,2011,66975.0
Net migration,Switzerland,CHE,2010,75604.0
Net migration,Switzerland,CHE,2009,69106.0
Net migration,Switzerland,CHE,2008,94153.0
Net migration,Switzerland,CHE,2007,71939.0
Net migration,Switzerland,CHE,2006,36928.0
Net migration,Switzerland,CHE,2005,32421.0
Net migration,Switzerland,CHE,2004,38681.0
Net migration,Switzerland,CHE,2003,41871.0
Net migration,Switzerland,CHE,2002,48658.0
Net migration,Switzerland,CHE,2001,35173.0
Net migration,Switzerland,CHE,2000,24066.0
Net migration,Switzerland,CHE,1999,25428.0
Net migration,Switzerland,CHE,1998,10962.0
Net migration,Switzerland,CHE,1997,-2284.0
Net migration,Switzerland,CHE,1996,-361.0
Net migration,Switzerland,CHE,1995,24956.0
Net migration,Switzerland,CHE,1994,29901.0
Net migration,Switzerland,CHE,1993,40015.0
Net migration,Switzerland,CHE,1992,41548.0
Net migration,Switzerland,CHE,1991,69110.0
Net migration,Switzerland,CHE,1990,58538.0
Net migration,Syrian Arab Republic,SYR,2020,270006.0
Net migration,Syrian Arab Republic,SYR,2019,500572.0
Net migration,Syrian Arab Republic,SYR,2018,513647.0
Net migration,Syrian Arab Republic,SYR,2017,-293599.0
Net migration,Syrian Arab Republic,SYR,2016,-133823.0
Net migration,Syrian Arab Republic,SYR,2015,-827474.0
Net migration,Syrian Arab Republic,SYR,2014,-1457678.0
Net migration,Syrian Arab Republic,SYR,2013,-2081259.0
Net migration,Syrian Arab Republic,SYR,2012,-999191.0
Net migration,Syrian Arab Republic,SYR,2011,-256835.0
Net migration,Syrian Arab Republic,SYR,2010,-54336.0
Net migration,Syrian Arab Republic,SYR,2009,-52701.0
Net migration,Syrian Arab Republic,SYR,2008,-402356.0
Net migration,Syrian Arab Republic,SYR,2007,801533.0
Net migration,Syrian Arab Republic,SYR,2006,682984.0
Net migration,Syrian Arab Republic,SYR,2005,13431.0
Net migration,Syrian Arab Republic,SYR,2004,10911.0
Net migration,Syrian Arab Republic,SYR,2003,-17451.0
Net migration,Syrian Arab Republic,SYR,2002,-17963.0
Net migration,Syrian Arab Republic,SYR,2001,-18374.0
Net migration,Syrian Arab Republic,SYR,2000,-18458.0
Net migration,Syrian Arab Republic,SYR,1999,-18162.0
Net migration,Syrian Arab Republic,SYR,1998,-17572.0
Net migration,Syrian Arab Republic,SYR,1997,-16907.0
Net migration,Syrian Arab Republic,SYR,1996,-16245.0
Net migration,Syrian Arab Republic,SYR,1995,-13569.0
Net migration,Syrian Arab Republic,SYR,1994,-18146.0
Net migration,Syrian Arab Republic,SYR,1993,-11553.0
Net migration,Syrian Arab Republic,SYR,1992,-11272.0
Net migration,Syrian Arab Republic,SYR,1991,-11960.0
Net migration,Syrian Arab Republic,SYR,1990,-12182.0
Net migration,Tajikistan,TJK,2020,-3564.0
Net migration,Tajikistan,TJK,2019,-7192.0
Net migration,Tajikistan,TJK,2018,-10135.0
Net migration,Tajikistan,TJK,2017,-13082.0
Net migration,Tajikistan,TJK,2016,-16029.0
Net migration,Tajikistan,TJK,2015,-18984.0
Net migration,Tajikistan,TJK,2014,-21933.0
Net migration,Tajikistan,TJK,2013,-24877.0
Net migration,Tajikistan,TJK,2012,-27831.0
Net migration,Tajikistan,TJK,2011,-30780.0
Net migration,Tajikistan,TJK,2010,-33731.0
Net migration,Tajikistan,TJK,2009,-36672.0
Net migration,Tajikistan,TJK,2008,-34853.0
Net migration,Tajikistan,TJK,2007,-32834.0
Net migration,Tajikistan,TJK,2006,-30595.0
Net migration,Tajikistan,TJK,2005,-27949.0
Net migration,Tajikistan,TJK,2004,-25080.0
Net migration,Tajikistan,TJK,2003,-22561.0
Net migration,Tajikistan,TJK,2002,-20530.0
Net migration,Tajikistan,TJK,2001,-19655.0
Net migration,Tajikistan,TJK,2000,-13870.0
Net migration,Tajikistan,TJK,1999,-124143.0
Net migration,Tajikistan,TJK,1998,-117995.0
Net migration,Tajikistan,TJK,1997,-109410.0
Net migration,Tajikistan,TJK,1996,-30928.0
Net migration,Tajikistan,TJK,1995,-40411.0
Net migration,Tajikistan,TJK,1994,-49653.0
Net migration,Tajikistan,TJK,1993,-75130.0
Net migration,Tajikistan,TJK,1992,-95269.0
Net migration,Tajikistan,TJK,1991,-29562.0
Net migration,Tajikistan,TJK,1990,-41579.0
Net migration,Tanzania,TZA,2020,-15795.0
Net migration,Tanzania,TZA,2019,-64819.0
Net migration,Tanzania,TZA,2018,-56813.0
Net migration,Tanzania,TZA,2017,101235.0
Net migration,Tanzania,TZA,2016,124444.0
Net migration,Tanzania,TZA,2015,201562.0
Net migration,Tanzania,TZA,2014,-21079.0
Net migration,Tanzania,TZA,2013,1346.0
Net migration,Tanzania,TZA,2012,-49713.0
Net migration,Tanzania,TZA,2011,-84433.0
Net migration,Tanzania,TZA,2010,-121993.0
Net migration,Tanzania,TZA,2009,-324470.0
Net migration,Tanzania,TZA,2008,-184748.0
Net migration,Tanzania,TZA,2007,-126739.0
Net migration,Tanzania,TZA,2006,-128070.0
Net migration,Tanzania,TZA,2005,-128147.0
Net migration,Tanzania,TZA,2004,-126446.0
Net migration,Tanzania,TZA,2003,-127010.0
Net migration,Tanzania,TZA,2002,-118044.0
Net migration,Tanzania,TZA,2001,-124527.0
Net migration,Tanzania,TZA,2000,-12539.0
Net migration,Tanzania,TZA,1999,-11552.0
Net migration,Tanzania,TZA,1998,-119727.0
Net migration,Tanzania,TZA,1997,-13340.0
Net migration,Tanzania,TZA,1996,-472926.0
Net migration,Tanzania,TZA,1995,-109903.0
Net migration,Tanzania,TZA,1994,349345.0
Net migration,Tanzania,TZA,1993,288072.0
Net migration,Tanzania,TZA,1992,-95865.0
Net migration,Tanzania,TZA,1991,-91874.0
Net migration,Tanzania,TZA,1990,-88284.0
Net migration,Thailand,THA,2020,35526.0
Net migration,Thailand,THA,2019,3758.0
Net migration,Thailand,THA,2018,9304.0
Net migration,Thailand,THA,2017,44063.0
Net migration,Thailand,THA,2016,76693.0
Net migration,Thailand,THA,2015,32595.0
Net migration,Thailand,THA,2014,55367.0
Net migration,Thailand,THA,2013,67600.0
Net migration,Thailand,THA,2012,74265.0
Net migration,Thailand,THA,2011,66775.0
Net migration,Thailand,THA,2010,52842.0
Net migration,Thailand,THA,2009,86611.0
Net migration,Thailand,THA,2008,85762.0
Net migration,Thailand,THA,2007,91206.0
Net migration,Thailand,THA,2006,78189.0
Net migration,Thailand,THA,2005,70281.0
Net migration,Thailand,THA,2004,119324.0
Net migration,Thailand,THA,2003,112123.0
Net migration,Thailand,THA,2002,134387.0
Net migration,Thailand,THA,2001,125457.0
Net migration,Thailand,THA,2000,119074.0
Net migration,Thailand,THA,1999,132804.0
Net migration,Thailand,THA,1998,121296.0
Net migration,Thailand,THA,1997,101661.0
Net migration,Thailand,THA,1996,93259.0
Net migration,Thailand,THA,1995,102011.0
Net migration,Thailand,THA,1994,106745.0
Net migration,Thailand,THA,1993,73141.0
Net migration,Thailand,THA,1992,72918.0
Net migration,Thailand,THA,1991,57444.0
Net migration,Thailand,THA,1990,130112.0
Net migration,Timor-Leste,TLS,2020,-3506.0
Net migration,Timor-Leste,TLS,2019,-5265.0
Net migration,Timor-Leste,TLS,2018,-5352.0
Net migration,Timor-Leste,TLS,2017,-5412.0
Net migration,Timor-Leste,TLS,2016,-5475.0
Net migration,Timor-Leste,TLS,2015,-5529.0
Net migration,Timor-Leste,TLS,2014,-1586.0
Net migration,Timor-Leste,TLS,2013,-1580.0
Net migration,Timor-Leste,TLS,2012,-769.0
Net migration,Timor-Leste,TLS,2011,-309.0
Net migration,Timor-Leste,TLS,2010,-1607.0
Net migration,Timor-Leste,TLS,2009,-4019.0
Net migration,Timor-Leste,TLS,2008,-3235.0
Net migration,Timor-Leste,TLS,2007,-1970.0
Net migration,Timor-Leste,TLS,2006,-1590.0
Net migration,Timor-Leste,TLS,2005,-1481.0
Net migration,Timor-Leste,TLS,2004,-5797.0
Net migration,Timor-Leste,TLS,2003,-9731.0
Net migration,Timor-Leste,TLS,2002,-9937.0
Net migration,Timor-Leste,TLS,2001,-9894.0
Net migration,Timor-Leste,TLS,2000,-12665.0
Net migration,Timor-Leste,TLS,1999,-8157.0
Net migration,Timor-Leste,TLS,1998,-8572.0
Net migration,Timor-Leste,TLS,1997,-8625.0
Net migration,Timor-Leste,TLS,1996,-8429.0
Net migration,Timor-Leste,TLS,1995,-7916.0
Net migration,Timor-Leste,TLS,1994,-7986.0
Net migration,Timor-Leste,TLS,1993,-7759.0
Net migration,Timor-Leste,TLS,1992,-7769.0
Net migration,Timor-Leste,TLS,1991,-7212.0
Net migration,Timor-Leste,TLS,1990,399.0
Net migration,Togo,TGO,2020,-995.0
Net migration,Togo,TGO,2019,-1997.0
Net migration,Togo,TGO,2018,-1997.0
Net migration,Togo,TGO,2017,-1997.0
Net migration,Togo,TGO,2016,-1988.0
Net migration,Togo,TGO,2015,-1985.0
Net migration,Togo,TGO,2014,-1985.0
Net migration,Togo,TGO,2013,-1985.0
Net migration,Togo,TGO,2012,-1992.0
Net migration,Togo,TGO,2011,-1980.0
Net migration,Togo,TGO,2010,-1972.0
Net migration,Togo,TGO,2009,-1997.0
Net migration,Togo,TGO,2008,14304.0
Net migration,Togo,TGO,2007,4811.0
Net migration,Togo,TGO,2006,21722.0
Net migration,Togo,TGO,2005,-4438.0
Net migration,Togo,TGO,2004,-1007.0
Net migration,Togo,TGO,2003,-2797.0
Net migration,Togo,TGO,2002,-5972.0
Net migration,Togo,TGO,2001,-1711.0
Net migration,Togo,TGO,2000,4710.0
Net migration,Togo,TGO,1999,11122.0
Net migration,Togo,TGO,1998,12365.0
Net migration,Togo,TGO,1997,11899.0
Net migration,Togo,TGO,1996,40915.0
Net migration,Togo,TGO,1995,57406.0
Net migration,Togo,TGO,1994,88992.0
Net migration,Togo,TGO,1993,-291022.0
Net migration,Togo,TGO,1992,-132.0
Net migration,Togo,TGO,1991,-72.0
Net migration,Togo,TGO,1990,59.0
Net migration,Tonga,TON,2020,-948.0
Net migration,Tonga,TON,2019,-1898.0
Net migration,Tonga,TON,2018,-2023.0
Net migration,Tonga,TON,2017,-2106.0
Net migration,Tonga,TON,2016,-2206.0
Net migration,Tonga,TON,2015,-2495.0
Net migration,Tonga,TON,2014,-2524.0
Net migration,Tonga,TON,2013,-2558.0
Net migration,Tonga,TON,2012,-2529.0
Net migration,Tonga,TON,2011,-2048.0
Net migration,Tonga,TON,2010,-1948.0
Net migration,Tonga,TON,2009,-2079.0
Net migration,Tonga,TON,2008,-2085.0
Net migration,Tonga,TON,2007,-1985.0
Net migration,Tonga,TON,2006,-1813.0
Net migration,Tonga,TON,2005,-1812.0
Net migration,Tonga,TON,2004,-1793.0
Net migration,Tonga,TON,2003,-1754.0
Net migration,Tonga,TON,2002,-1712.0
Net migration,Tonga,TON,2001,-1647.0
Net migration,Tonga,TON,2000,-1617.0
Net migration,Tonga,TON,1999,-1646.0
Net migration,Tonga,TON,1998,-1648.0
Net migration,Tonga,TON,1997,-1567.0
Net migration,Tonga,TON,1996,-2116.0
Net migration,Tonga,TON,1995,-2109.0
Net migration,Tonga,TON,1994,-2143.0
Net migration,Tonga,TON,1993,-2187.0
Net migration,Tonga,TON,1992,-2187.0
Net migration,Tonga,TON,1991,-2147.0
Net migration,Tonga,TON,1990,-2068.0
Net migration,Trinidad and Tobago,TTO,2020,2370.0
Net migration,Trinidad and Tobago,TTO,2019,-19248.0
Net migration,Trinidad and Tobago,TTO,2018,35502.0
Net migration,Trinidad and Tobago,TTO,2017,1446.0
Net migration,Trinidad and Tobago,TTO,2016,-103.0
Net migration,Trinidad and Tobago,TTO,2015,-583.0
Net migration,Trinidad and Tobago,TTO,2014,-799.0
Net migration,Trinidad and Tobago,TTO,2013,-796.0
Net migration,Trinidad and Tobago,TTO,2012,-880.0
Net migration,Trinidad and Tobago,TTO,2011,-1410.0
Net migration,Trinidad and Tobago,TTO,2010,-2230.0
Net migration,Trinidad and Tobago,TTO,2009,-3056.0
Net migration,Trinidad and Tobago,TTO,2008,-3624.0
Net migration,Trinidad and Tobago,TTO,2007,-3731.0
Net migration,Trinidad and Tobago,TTO,2006,-3684.0
Net migration,Trinidad and Tobago,TTO,2005,-3595.0
Net migration,Trinidad and Tobago,TTO,2004,-3504.0
Net migration,Trinidad and Tobago,TTO,2003,-3472.0
Net migration,Trinidad and Tobago,TTO,2002,-3613.0
Net migration,Trinidad and Tobago,TTO,2001,-4252.0
Net migration,Trinidad and Tobago,TTO,2000,-5185.0
Net migration,Trinidad and Tobago,TTO,1999,-6103.0
Net migration,Trinidad and Tobago,TTO,1998,-6730.0
Net migration,Trinidad and Tobago,TTO,1997,-6865.0
Net migration,Trinidad and Tobago,TTO,1996,-6827.0
Net migration,Trinidad and Tobago,TTO,1995,-6723.0
Net migration,Trinidad and Tobago,TTO,1994,-6615.0
Net migration,Trinidad and Tobago,TTO,1993,-6554.0
Net migration,Trinidad and Tobago,TTO,1992,-6650.0
Net migration,Trinidad and Tobago,TTO,1991,-7149.0
Net migration,Trinidad and Tobago,TTO,1990,-7878.0
Net migration,Tunisia,TUN,2020,-9189.0
Net migration,Tunisia,TUN,2019,-19609.0
Net migration,Tunisia,TUN,2018,-21013.0
Net migration,Tunisia,TUN,2017,-22368.0
Net migration,Tunisia,TUN,2016,-23826.0
Net migration,Tunisia,TUN,2015,-25230.0
Net migration,Tunisia,TUN,2014,-26591.0
Net migration,Tunisia,TUN,2013,-27026.0
Net migration,Tunisia,TUN,2012,-29555.0
Net migration,Tunisia,TUN,2011,11481.0
Net migration,Tunisia,TUN,2010,-25953.0
Net migration,Tunisia,TUN,2009,-27364.0
Net migration,Tunisia,TUN,2008,-28334.0
Net migration,Tunisia,TUN,2007,-29009.0
Net migration,Tunisia,TUN,2006,-29586.0
Net migration,Tunisia,TUN,2005,-29303.0
Net migration,Tunisia,TUN,2004,-24512.0
Net migration,Tunisia,TUN,2003,-20774.0
Net migration,Tunisia,TUN,2002,-19029.0
Net migration,Tunisia,TUN,2001,-18429.0
Net migration,Tunisia,TUN,2000,-17475.0
Net migration,Tunisia,TUN,1999,-16316.0
Net migration,Tunisia,TUN,1998,-15073.0
Net migration,Tunisia,TUN,1997,-13789.0
Net migration,Tunisia,TUN,1996,-12610.0
Net migration,Tunisia,TUN,1995,-10177.0
Net migration,Tunisia,TUN,1994,594.0
Net migration,Tunisia,TUN,1993,5978.0
Net migration,Tunisia,TUN,1992,8000.0
Net migration,Tunisia,TUN,1991,7712.0
Net migration,Tunisia,TUN,1990,7453.0
Net migration,Turkiye,TUR,2020,-80952.0
Net migration,Turkiye,TUR,2019,-218341.0
Net migration,Turkiye,TUR,2018,-261813.0
Net migration,Turkiye,TUR,2017,-252010.0
Net migration,Turkiye,TUR,2016,375842.0
Net migration,Turkiye,TUR,2015,341261.0
Net migration,Turkiye,TUR,2014,703144.0
Net migration,Turkiye,TUR,2013,393572.0
Net migration,Turkiye,TUR,2012,297814.0
Net migration,Turkiye,TUR,2011,68855.0
Net migration,Turkiye,TUR,2010,69638.0
Net migration,Turkiye,TUR,2009,31992.0
Net migration,Turkiye,TUR,2008,-75192.0
Net migration,Turkiye,TUR,2007,-85513.0
Net migration,Turkiye,TUR,2006,-59360.0
Net migration,Turkiye,TUR,2005,-23548.0
Net migration,Turkiye,TUR,2004,12764.0
Net migration,Turkiye,TUR,2003,-4115.0
Net migration,Turkiye,TUR,2002,-92952.0
Net migration,Turkiye,TUR,2001,-64004.0
Net migration,Turkiye,TUR,2000,-77647.0
Net migration,Turkiye,TUR,1999,-109485.0
Net migration,Turkiye,TUR,1998,-99944.0
Net migration,Turkiye,TUR,1997,-110940.0
Net migration,Turkiye,TUR,1996,-77332.0
Net migration,Turkiye,TUR,1995,-81045.0
Net migration,Turkiye,TUR,1994,-31467.0
Net migration,Turkiye,TUR,1993,-29375.0
Net migration,Turkiye,TUR,1992,-41604.0
Net migration,Turkiye,TUR,1991,-58319.0
Net migration,Turkiye,TUR,1990,-22662.0
Net migration,Turkmenistan,TKM,2020,-4502.0
Net migration,Turkmenistan,TKM,2019,-9612.0
Net migration,Turkmenistan,TKM,2018,-9614.0
Net migration,Turkmenistan,TKM,2017,-9616.0
Net migration,Turkmenistan,TKM,2016,-9616.0
Net migration,Turkmenistan,TKM,2015,-9612.0
Net migration,Turkmenistan,TKM,2014,-9609.0
Net migration,Turkmenistan,TKM,2013,-9603.0
Net migration,Turkmenistan,TKM,2012,-9598.0
Net migration,Turkmenistan,TKM,2011,-9636.0
Net migration,Turkmenistan,TKM,2010,-9627.0
Net migration,Turkmenistan,TKM,2009,-9615.0
Net migration,Turkmenistan,TKM,2008,-9605.0
Net migration,Turkmenistan,TKM,2007,-9637.0
Net migration,Turkmenistan,TKM,2006,-9619.0
Net migration,Turkmenistan,TKM,2005,-8252.0
Net migration,Turkmenistan,TKM,2004,-9254.0
Net migration,Turkmenistan,TKM,2003,-15713.0
Net migration,Turkmenistan,TKM,2002,-8595.0
Net migration,Turkmenistan,TKM,2001,-9062.0
Net migration,Turkmenistan,TKM,2000,-9473.0
Net migration,Turkmenistan,TKM,1999,-9212.0
Net migration,Turkmenistan,TKM,1998,-9721.0
Net migration,Turkmenistan,TKM,1997,-16799.0
Net migration,Turkmenistan,TKM,1996,-25893.0
Net migration,Turkmenistan,TKM,1995,-462.0
Net migration,Turkmenistan,TKM,1994,4802.0
Net migration,Turkmenistan,TKM,1993,8183.0
Net migration,Turkmenistan,TKM,1992,8347.0
Net migration,Turkmenistan,TKM,1991,5400.0
Net migration,Turkmenistan,TKM,1990,798.0
Net migration,Turks and Caicos Islands,TCA,2020,682.0
Net migration,Turks and Caicos Islands,TCA,2019,1358.0
Net migration,Turks and Caicos Islands,TCA,2018,1403.0
Net migration,Turks and Caicos Islands,TCA,2017,1425.0
