Region,Location code,Year,Numero de Migrantes,Género
 NORTHERN AMERICA,905,2020,2021487,Hombres
   Bermuda*,60,2020,10312,Hombres
   Canada,124,2020,499038,Hombres
   Greenland*,304,2020,7658,Hombres
   Saint Pierre and Miquelon*,666,2020,242,Hombres
   United States of America*,840,2020,1504237,Hombres
 OCEANIA ,909,2020,967645,Hombres
  Australia and New Zealand,927,2020,693842,Hombres
   Australia*,36,2020,287109,Hombres
   New Zealand*,554,2020,406733,Hombres
  Melanesia,928,2020,121526,Hombres
   Fiji,242,2020,110816,Hombres
   New Caledonia*,540,2020,2855,Hombres
   Papua New Guinea,598,2020,2353,Hombres
   Solomon Islands,90,2020,2072,Hombres
   Vanuatu,548,2020,3430,Hombres
  Micronesia,954,2020,25179,Hombres
   Guam*,316,2020,1007,Hombres
   Kiribati,296,2020,2495,Hombres
   Marshall Islands,584,2020,5315,Hombres
   Micronesia (Fed. States of),583,2020,12361,Hombres
   Nauru,520,2020,1214,Hombres
   Northern Mariana Islands*,580,2020,1401,Hombres
   Palau,585,2020,1386,Hombres
  Polynesia*,957,2020,127098,Hombres
   American Samoa*,16,2020,924,Hombres
   Cook Islands*,184,2020,10453,Hombres
   French Polynesia*,258,2020,1187,Hombres
   Niue*,570,2020,2555,Hombres
   Samoa,882,2020,66671,Hombres
   Tokelau*,772,2020,1068,Hombres
   Tonga,776,2020,36751,Hombres
   Tuvalu,798,2020,1816,Hombres
   Wallis and Futuna Islands*,876,2020,5673,Hombres
OTHER,2003,2020,6533198,Hombres
WORLD,900,1990,75422690,Mujeres
  Sub-Saharan Africa,947,1990,7197963,Mujeres
  Northern Africa and Western Asia,1833,1990,7535205,Mujeres
  Central and Southern Asia,921,1990,14049348,Mujeres
  Eastern and South-Eastern Asia,1832,1990,7359668,Mujeres
  Latin America and the Caribbean,1830,1990,7728710,Mujeres
  Oceania (excluding Australia and New Zealand),1835,1990,138894,Mujeres
  Australia and New Zealand,927,1990,353679,Mujeres
  Europe and Northern America,1829,1990,26827879,Mujeres
  Developed regions,901,1990,27487262,Mujeres
  Less developed regions,902,1990,43704084,Mujeres
" Less developed regions, excluding least developed countries",934,1990,30123697,Mujeres
" Less developed regions, excluding China",948,1990,41348697,Mujeres
  Least developed countries,941,1990,13580387,Mujeres
  Land-locked Developing Countries (LLDC),1636,1990,12207376,Mujeres
  Small island developing States (SIDS),1637,1990,2847230,Mujeres
  High-income countries,1503,1990,17618279,Mujeres
  Middle-income countries,1517,1990,43669259,Mujeres
 Upper-middle-income countries,1502,1990,23751382,Mujeres
 Lower-middle-income countries,1501,1990,19917877,Mujeres
  Low-income countries,1500,1990,9794055,Mujeres
 AFRICA,903,1990,9405618,Mujeres
  Eastern Africa,910,1990,3727757,Mujeres
   Burundi,108,1990,163208,Mujeres
   Comoros,174,1990,18019,Mujeres
   Djibouti,262,1990,2418,Mujeres
   Eritrea,232,1990,80985,Mujeres
   Ethiopia,231,1990,833647,Mujeres
   Kenya,404,1990,127288,Mujeres
   Madagascar,450,1990,33824,Mujeres
   Malawi,454,1990,58994,Mujeres
   Mauritius*,480,1990,59243,Mujeres
   Mayotte*,175,1990,849,Mujeres
   Mozambique,508,1990,1020308,Mujeres
   Réunion*,638,1990,1516,Mujeres
   Rwanda,646,1990,270885,Mujeres
   Seychelles,690,1990,18412,Mujeres
   Somalia,706,1990,399204,Mujeres
   South Sudan,728,1990,248149,Mujeres
   Uganda,800,1990,153726,Mujeres
   United Republic of Tanzania*,834,1990,95871,Mujeres
   Zambia,894,1990,42603,Mujeres
   Zimbabwe,716,1990,98608,Mujeres
  Middle Africa,911,1990,963516,Mujeres
   Angola,24,1990,419421,Mujeres
   Cameroon,120,1990,55777,Mujeres
   Central African Republic,140,1990,22152,Mujeres
   Chad,148,1990,168697,Mujeres
   Congo,178,1990,44855,Mujeres
   Democratic Republic of the Congo,180,1990,219303,Mujeres
   Equatorial Guinea,226,1990,18467,Mujeres
   Gabon,266,1990,7615,Mujeres
   Sao Tome and Principe,678,1990,7229,Mujeres
  Northern Africa,912,1990,2207655,Mujeres
   Algeria,12,1990,400363,Mujeres
   Egypt,818,1990,499127,Mujeres
   Libya,434,1990,36158,Mujeres
   Morocco,504,1990,763517,Mujeres
   Sudan,729,1990,248809,Mujeres
   Tunisia,788,1990,184098,Mujeres
   Western Sahara,732,1990,75583,Mujeres
  Southern Africa,913,1990,226519,Mujeres
   Botswana,72,1990,6815,Mujeres
   Eswatini,748,1990,9590,Mujeres
   Lesotho,426,1990,45418,Mujeres
   Namibia,516,1990,6717,Mujeres
   South Africa,710,1990,157979,Mujeres
  Western Africa,914,1990,2280171,Mujeres
   Benin,204,1990,107062,Mujeres
   Burkina Faso,854,1990,448036,Mujeres
   Cabo Verde,132,1990,48682,Mujeres
   Côte d'Ivoire,384,1990,180707,Mujeres
   Gambia,270,1990,15472,Mujeres
   Ghana,288,1990,183782,Mujeres
   Guinea,324,1990,151233,Mujeres
   Guinea-Bissau,624,1990,27977,Mujeres
   Liberia,430,1990,256239,Mujeres
   Mali,466,1990,286885,Mujeres
   Mauritania,478,1990,59311,Mujeres
   Niger,562,1990,54991,Mujeres
   Nigeria,566,1990,191396,Mujeres
   Saint Helena*,654,1990,498,Mujeres
   Senegal,686,1990,139426,Mujeres
   Sierra Leone,694,1990,29886,Mujeres
   Togo,768,1990,98588,Mujeres
 ASIA,935,1990,26736566,Mujeres
  Central Asia,5500,1990,2962145,Mujeres
   Kazakhstan,398,1990,1544153,Mujeres
   Kyrgyzstan,417,1990,269937,Mujeres
   Tajikistan,762,1990,273274,Mujeres
   Turkmenistan,795,1990,132576,Mujeres
   Uzbekistan,860,1990,742205,Mujeres
  Eastern Asia,906,1990,3460551,Mujeres
   China*,156,1990,2034060,Mujeres
"   China, Hong Kong SAR*",344,1990,278229,Mujeres
"   China, Macao SAR*",446,1990,43098,Mujeres
"   China, Taiwan Province of China*",158,1990,0,Mujeres
   Dem. People's Republic of Korea,408,1990,20327,Mujeres
   Japan,392,1990,305704,Mujeres
   Mongolia,496,1990,12704,Mujeres
   Republic of Korea,410,1990,766429,Mujeres
  South-Eastern Asia,920,1990,3899117,Mujeres
   Brunei Darussalam,96,1990,10718,Mujeres
   Cambodia,116,1990,180679,Mujeres
   Indonesia,360,1990,674001,Mujeres
   Lao People's Democratic Republic,418,1990,245696,Mujeres
   Malaysia*,458,1990,285001,Mujeres
   Myanmar,104,1990,309200,Mujeres
   Philippines,608,1990,1185865,Mujeres
   Singapore,702,1990,81895,Mujeres
   Thailand,764,1990,185853,Mujeres
   Timor-Leste,626,1990,5340,Mujeres
   Viet Nam,704,1990,734869,Mujeres
  Southern Asia,5501,1990,11087203,Mujeres
   Afghanistan,4,1990,3546350,Mujeres
   Bangladesh,50,1990,2287989,Mujeres
   Bhutan,64,1990,14540,Mujeres
   India,356,1990,2812985,Mujeres
   Iran (Islamic Republic of),364,1990,269045,Mujeres
   Maldives,462,1990,495,Mujeres
   Nepal,524,1990,358761,Mujeres
   Pakistan,586,1990,1371772,Mujeres
   Sri Lanka,144,1990,425266,Mujeres
  Western Asia,922,1990,5327550,Mujeres
   Armenia,51,1990,462865,Mujeres
   Azerbaijan*,31,1990,866252,Mujeres
   Bahrain,48,1990,6699,Mujeres
   Cyprus*,196,1990,83641,Mujeres
   Georgia*,268,1990,472938,Mujeres
   Iraq,368,1990,299805,Mujeres
   Israel,376,1990,141360,Mujeres
   Jordan,400,1990,126435,Mujeres
   Kuwait,414,1990,36364,Mujeres
   Lebanon,422,1990,216044,Mujeres
   Oman,512,1990,6073,Mujeres
   Qatar,634,1990,6157,Mujeres
   Saudi Arabia,682,1990,49361,Mujeres
   State of Palestine*,275,1990,924577,Mujeres
   Syrian Arab Republic,760,1990,265703,Mujeres
   Turkey,792,1990,1163269,Mujeres
   United Arab Emirates,784,1990,34828,Mujeres
   Yemen,887,1990,165179,Mujeres
 EUROPE,908,1990,25291380,Mujeres
  Eastern Europe,923,1990,13550943,Mujeres
   Belarus,112,1990,952053,Mujeres
   Bulgaria,100,1990,312610,Mujeres
   Czechia,203,1990,292321,Mujeres
   Hungary,348,1990,195024,Mujeres
   Poland,616,1990,910509,Mujeres
   Republic of Moldova*,498,1990,335071,Mujeres
   Romania,642,1990,435063,Mujeres
   Russian Federation,643,1990,7140383,Mujeres
   Slovakia,703,1990,67062,Mujeres
   Ukraine*,804,1990,2910847,Mujeres
  Northern Europe,924,1990,3268068,Mujeres
   Channel Islands*,830,1990,9971,Mujeres
   Denmark*,208,1990,110006,Mujeres
   Estonia,233,1990,59566,Mujeres
   Faroe Islands*,234,1990,4529,Mujeres
   Finland*,246,1990,148777,Mujeres
   Iceland,352,1990,8984,Mujeres
   Ireland,372,1990,503978,Mujeres
   Isle of Man*,833,1990,5637,Mujeres
   Latvia,428,1990,115153,Mujeres
   Lithuania,440,1990,188405,Mujeres
   Norway*,578,1990,78517,Mujeres
   Sweden,752,1990,118537,Mujeres
   United Kingdom*,826,1990,1916008,Mujeres
  Southern Europe,925,1990,5197043,Mujeres
   Albania,8,1990,70790,Mujeres
   Andorra,20,1990,2003,Mujeres
   Bosnia and Herzegovina,70,1990,434393,Mujeres
   Croatia,191,1990,211435,Mujeres
   Gibraltar*,292,1990,6319,Mujeres
   Greece,300,1990,488712,Mujeres
   Holy See*,336,1990,5,Mujeres
   Italy,380,1990,1611594,Mujeres
   Malta,470,1990,54248,Mujeres
   Montenegro,499,1990,38565,Mujeres
   North Macedonia,807,1990,215073,Mujeres
   Portugal,620,1990,907691,Mujeres
   San Marino,674,1990,845,Mujeres
   Serbia*,688,1990,348680,Mujeres
   Slovenia,705,1990,51491,Mujeres
   Spain*,724,1990,755199,Mujeres
  Western Europe,926,1990,3275326,Mujeres
   Austria,40,1990,270895,Mujeres
   Belgium,56,1990,207488,Mujeres
   France*,250,1990,643356,Mujeres
   Germany,276,1990,1588365,Mujeres
   Liechtenstein,438,1990,1979,Mujeres
   Luxembourg,442,1990,17566,Mujeres
   Monaco,492,1990,2220,Mujeres
   Netherlands*,528,1990,363077,Mujeres
   Switzerland,756,1990,180380,Mujeres
 LATIN AMERICA AND THE CARIBBEAN,904,1990,7728710,Mujeres
  Caribbean,915,1990,2166251,Mujeres
   Anguilla*,660,1990,879,Mujeres
   Antigua and Barbuda,28,1990,11726,Mujeres
   Aruba*,533,1990,3281,Mujeres
   Bahamas,44,1990,14531,Mujeres
   Barbados,52,1990,44666,Mujeres
"   Bonaire, Sint Eustatius and Saba*",535,1990,219,Mujeres
   British Virgin Islands*,92,1990,1754,Mujeres
   Cayman Islands*,136,1990,169,Mujeres
   Cuba,192,1990,436142,Mujeres
   Curaçao*,531,1990,1079,Mujeres
   Dominica,212,1990,21987,Mujeres
   Dominican Republic,214,1990,261853,Mujeres
   Grenada,308,1990,23638,Mujeres
   Guadeloupe*,312,1990,3207,Mujeres
   Haiti,332,1990,232024,Mujeres
   Jamaica,388,1990,320505,Mujeres
   Martinique*,474,1990,5429,Mujeres
   Montserrat*,500,1990,3815,Mujeres
   Puerto Rico*,630,1990,625666,Mujeres
   Saint Barthélemy*,652,1990,0,Mujeres
   Saint Kitts and Nevis,659,1990,9916,Mujeres
   Saint Lucia,662,1990,11949,Mujeres
   Saint Martin (French part)*,663,1990,0,Mujeres
   Saint Vincent and the Grenadines,670,1990,19121,Mujeres
   Sint Maarten (Dutch part)*,534,1990,363,Mujeres
   Trinidad and Tobago,780,1990,109869,Mujeres
   Turks and Caicos Islands*,796,1990,1304,Mujeres
   United States Virgin Islands*,850,1990,1159,Mujeres
  Central America,916,1990,3283815,Mujeres
   Belize,84,1990,21017,Mujeres
   Costa Rica,188,1990,40231,Mujeres
   El Salvador,222,1990,633376,Mujeres
   Guatemala,320,1990,172375,Mujeres
   Honduras,340,1990,89578,Mujeres
   Mexico,484,1990,2037244,Mujeres
   Nicaragua,558,1990,221984,Mujeres
   Panama,591,1990,68010,Mujeres
  South America,931,1990,2278644,Mujeres
   Argentina,32,1990,226575,Mujeres
   Bolivia (Plurinational State of),68,1990,109247,Mujeres
   Brazil,76,1990,269965,Mujeres
   Chile,152,1990,244595,Mujeres
   Colombia,170,1990,550509,Mujeres
   Ecuador,218,1990,108362,Mujeres
   Falkland Islands (Malvinas)*,238,1990,116,Mujeres
   French Guiana*,254,1990,1590,Mujeres
   Guyana,328,1990,122727,Mujeres
   Paraguay,600,1990,166268,Mujeres
   Peru,604,1990,163773,Mujeres
   Suriname,740,1990,91247,Mujeres
   Uruguay,858,1990,120987,Mujeres
   Venezuela (Bolivarian Republic of),862,1990,102683,Mujeres
 NORTHERN AMERICA,905,1990,1536499,Mujeres
   Bermuda*,60,1990,36990,Mujeres
   Canada,124,1990,629424,Mujeres
   Greenland*,304,1990,5733,Mujeres
   Saint Pierre and Miquelon*,666,1990,245,Mujeres
   United States of America*,840,1990,864107,Mujeres
 OCEANIA ,909,1990,492573,Mujeres
  Australia and New Zealand,927,1990,353679,Mujeres
   Australia*,36,1990,161777,Mujeres
   New Zealand*,554,1990,191902,Mujeres
  Melanesia,928,1990,53683,Mujeres
   Fiji,242,1990,46535,Mujeres
   New Caledonia*,540,1990,2221,Mujeres
   Papua New Guinea,598,1990,1537,Mujeres
   Solomon Islands,90,1990,1078,Mujeres
   Vanuatu,548,1990,2312,Mujeres
  Micronesia,954,1990,10993,Mujeres
   Guam*,316,1990,682,Mujeres
   Kiribati,296,1990,2116,Mujeres
   Marshall Islands,584,1990,719,Mujeres
   Micronesia (Fed. States of),583,1990,3778,Mujeres
   Nauru,520,1990,792,Mujeres
   Northern Mariana Islands*,580,1990,1318,Mujeres
   Palau,585,1990,1588,Mujeres
  Polynesia*,957,1990,74218,Mujeres
   American Samoa*,16,1990,992,Mujeres
   Cook Islands*,184,1990,9108,Mujeres
   French Polynesia*,258,1990,1549,Mujeres
   Niue*,570,1990,3026,Mujeres
   Samoa,882,1990,38259,Mujeres
   Tokelau*,772,1990,848,Mujeres
   Tonga,776,1990,16469,Mujeres
   Tuvalu,798,1990,1147,Mujeres
   Wallis and Futuna Islands*,876,1990,2820,Mujeres
OTHER,2003,1990,4231344,Mujeres
WORLD,900,1995,79708475,Mujeres
  Sub-Saharan Africa,947,1995,7811167,Mujeres
  Northern Africa and Western Asia,1833,1995,8240176,Mujeres
  Central and Southern Asia,921,1995,13027520,Mujeres
  Eastern and South-Eastern Asia,1832,1995,8999164,Mujeres
  Latin America and the Caribbean,1830,1995,9943541,Mujeres
  Oceania (excluding Australia and New Zealand),1835,1995,160703,Mujeres
  Australia and New Zealand,927,1995,391525,Mujeres
  Europe and Northern America,1829,1995,27433406,Mujeres
  Developed regions,901,1995,28158769,Mujeres
  Less developed regions,902,1995,47848433,Mujeres
" Less developed regions, excluding least developed countries",934,1995,35037054,Mujeres
" Less developed regions, excluding China",948,1995,45014671,Mujeres
  Least developed countries,941,1995,12811379,Mujeres
  Land-locked Developing Countries (LLDC),1636,1995,11652173,Mujeres
  Small island developing States (SIDS),1637,1995,3487257,Mujeres
  High-income countries,1503,1995,18538014,Mujeres
  Middle-income countries,1517,1995,48578813,Mujeres
 Upper-middle-income countries,1502,1995,27189324,Mujeres
 Lower-middle-income countries,1501,1995,21389489,Mujeres
  Low-income countries,1500,1995,8773978,Mujeres
 AFRICA,903,1995,10267916,Mujeres
  Eastern Africa,910,1995,3732528,Mujeres
   Burundi,108,1995,263134,Mujeres
   Comoros,174,1995,23421,Mujeres
   Djibouti,262,1995,3060,Mujeres
   Eritrea,232,1995,177844,Mujeres
   Ethiopia,231,1995,403406,Mujeres
   Kenya,404,1995,142297,Mujeres
   Madagascar,450,1995,38713,Mujeres
   Malawi,454,1995,61953,Mujeres
   Mauritius*,480,1995,62126,Mujeres
   Mayotte*,175,1995,1989,Mujeres
   Mozambique,508,1995,327422,Mujeres
   Réunion*,638,1995,1366,Mujeres
   Rwanda,646,1995,1038889,Mujeres
   Seychelles,690,1995,14527,Mujeres
   Somalia,706,1995,461138,Mujeres
   South Sudan,728,1995,204343,Mujeres
   Uganda,800,1995,184091,Mujeres
   United Republic of Tanzania*,834,1995,109709,Mujeres
   Zambia,894,1995,73159,Mujeres
   Zimbabwe,716,1995,139941,Mujeres
  Middle Africa,911,1995,923898,Mujeres
   Angola,24,1995,343818,Mujeres
   Cameroon,120,1995,67061,Mujeres
   Central African Republic,140,1995,24170,Mujeres
   Chad,148,1995,110130,Mujeres
   Congo,178,1995,54866,Mujeres
   Democratic Republic of the Congo,180,1995,281515,Mujeres
   Equatorial Guinea,226,1995,23941,Mujeres
   Gabon,266,1995,8287,Mujeres
   Sao Tome and Principe,678,1995,10110,Mujeres
  Northern Africa,912,1995,2456749,Mujeres
   Algeria,12,1995,429431,Mujeres
   Egypt,818,1995,541352,Mujeres
   Libya,434,1995,36623,Mujeres
   Morocco,504,1995,843549,Mujeres
   Sudan,729,1995,335549,Mujeres
   Tunisia,788,1995,194961,Mujeres
   Western Sahara,732,1995,75284,Mujeres
  Southern Africa,913,1995,271227,Mujeres
   Botswana,72,1995,7631,Mujeres
   Eswatini,748,1995,10493,Mujeres
   Lesotho,426,1995,42491,Mujeres
   Namibia,516,1995,13246,Mujeres
   South Africa,710,1995,197366,Mujeres
  Western Africa,914,1995,2883514,Mujeres
   Benin,204,1995,126927,Mujeres
   Burkina Faso,854,1995,534295,Mujeres
   Cabo Verde,132,1995,56577,Mujeres
   Côte d'Ivoire,384,1995,220918,Mujeres
   Gambia,270,1995,16237,Mujeres
   Ghana,288,1995,212256,Mujeres
   Guinea,324,1995,158119,Mujeres
   Guinea-Bissau,624,1995,33011,Mujeres
   Liberia,430,1995,274705,Mujeres
   Mali,466,1995,368784,Mujeres
   Mauritania,478,1995,66449,Mujeres
   Niger,562,1995,65690,Mujeres
   Nigeria,566,1995,222381,Mujeres
   Saint Helena*,654,1995,1320,Mujeres
   Senegal,686,1995,137523,Mujeres
   Sierra Leone,694,1995,227586,Mujeres
   Togo,768,1995,160736,Mujeres
 ASIA,935,1995,27810111,Mujeres
  Central Asia,5500,1995,3181190,Mujeres
   Kazakhstan,398,1995,1737963,Mujeres
   Kyrgyzstan,417,1995,283979,Mujeres
   Tajikistan,762,1995,265717,Mujeres
   Turkmenistan,795,1995,124005,Mujeres
   Uzbekistan,860,1995,769526,Mujeres
  Eastern Asia,906,1995,4058047,Mujeres
   China*,156,1995,2475118,Mujeres
"   China, Hong Kong SAR*",344,1995,313702,Mujeres
"   China, Macao SAR*",446,1995,44942,Mujeres
"   China, Taiwan Province of China*",158,1995,0,Mujeres
   Dem. People's Republic of Korea,408,1995,27317,Mujeres
   Japan,392,1995,333838,Mujeres
   Mongolia,496,1995,14822,Mujeres
   Republic of Korea,410,1995,848308,Mujeres
  South-Eastern Asia,920,1995,4941117,Mujeres
   Brunei Darussalam,96,1995,14017,Mujeres
   Cambodia,116,1995,212335,Mujeres
   Indonesia,360,1995,833946,Mujeres
   Lao People's Democratic Republic,418,1995,277571,Mujeres
   Malaysia*,458,1995,460043,Mujeres
   Myanmar,104,1995,416837,Mujeres
   Philippines,608,1995,1440029,Mujeres
   Singapore,702,1995,88306,Mujeres
   Thailand,764,1995,256093,Mujeres
   Timor-Leste,626,1995,39216,Mujeres
   Viet Nam,704,1995,902724,Mujeres
  Southern Asia,5501,1995,9846330,Mujeres
   Afghanistan,4,1995,1974495,Mujeres
   Bangladesh,50,1995,2261760,Mujeres
   Bhutan,64,1995,58116,Mujeres
   India,356,1995,3039756,Mujeres
   Iran (Islamic Republic of),364,1995,326976,Mujeres
   Maldives,462,1995,472,Mujeres
   Nepal,524,1995,402510,Mujeres
   Pakistan,586,1995,1346722,Mujeres
   Sri Lanka,144,1995,435523,Mujeres
  Western Asia,922,1995,5783427,Mujeres
   Armenia,51,1995,445500,Mujeres
   Azerbaijan*,31,1995,869156,Mujeres
   Bahrain,48,1995,12761,Mujeres
   Cyprus*,196,1995,79801,Mujeres
   Georgia*,268,1995,472450,Mujeres
   Iraq,368,1995,341236,Mujeres
   Israel,376,1995,146152,Mujeres
   Jordan,400,1995,133451,Mujeres
   Kuwait,414,1995,41523,Mujeres
   Lebanon,422,1995,229081,Mujeres
   Oman,512,1995,6616,Mujeres
   Qatar,634,1995,6612,Mujeres
   Saudi Arabia,682,1995,56707,Mujeres
   State of Palestine*,275,1995,1145310,Mujeres
   Syrian Arab Republic,760,1995,282104,Mujeres
   Turkey,792,1995,1301075,Mujeres
   United Arab Emirates,784,1995,40513,Mujeres
   Yemen,887,1995,173379,Mujeres
 EUROPE,908,1995,25819829,Mujeres
  Eastern Europe,923,1995,13311350,Mujeres
   Belarus,112,1995,956274,Mujeres
   Bulgaria,100,1995,336473,Mujeres
   Czechia,203,1995,330447,Mujeres
   Hungary,348,1995,202745,Mujeres
   Poland,616,1995,983415,Mujeres
   Republic of Moldova*,498,1995,322162,Mujeres
   Romania,642,1995,517245,Mujeres
   Russian Federation,643,1995,6603260,Mujeres
   Slovakia,703,1995,96414,Mujeres
   Ukraine*,804,1995,2962915,Mujeres
  Northern Europe,924,1995,3256622,Mujeres
   Channel Islands*,830,1995,8149,Mujeres
   Denmark*,208,1995,113046,Mujeres
   Estonia,233,1995,69065,Mujeres
   Faroe Islands*,234,1995,5890,Mujeres
   Finland*,246,1995,172506,Mujeres
   Iceland,352,1995,10999,Mujeres
   Ireland,372,1995,478208,Mujeres
   Isle of Man*,833,1995,4640,Mujeres
   Latvia,428,1995,123578,Mujeres
   Lithuania,440,1995,191627,Mujeres
   Norway*,578,1995,85771,Mujeres
   Sweden,752,1995,128615,Mujeres
   United Kingdom*,826,1995,1864528,Mujeres
  Southern Europe,925,1995,5861724,Mujeres
   Albania,8,1995,219100,Mujeres
   Andorra,20,1995,2203,Mujeres
   Bosnia and Herzegovina,70,1995,703806,Mujeres
   Croatia,191,1995,372266,Mujeres
   Gibraltar*,292,1995,5241,Mujeres
   Greece,300,1995,483622,Mujeres
   Holy See*,336,1995,9,Mujeres
   Italy,380,1995,1543857,Mujeres
   Malta,470,1995,54315,Mujeres
   Montenegro,499,1995,74123,Mujeres
   North Macedonia,807,1995,246158,Mujeres
   Portugal,620,1995,934396,Mujeres
   San Marino,674,1995,1324,Mujeres
   Serbia*,688,1995,433194,Mujeres
   Slovenia,705,1995,61115,Mujeres
   Spain*,724,1995,726995,Mujeres
  Western Europe,926,1995,3390133,Mujeres
   Austria,40,1995,262083,Mujeres
   Belgium,56,1995,213358,Mujeres
   France*,250,1995,707904,Mujeres
   Germany,276,1995,1632010,Mujeres
   Liechtenstein,438,1995,1714,Mujeres
   Luxembourg,442,1995,18635,Mujeres
   Monaco,492,1995,2396,Mujeres
   Netherlands*,528,1995,365604,Mujeres
   Switzerland,756,1995,186429,Mujeres
 LATIN AMERICA AND THE CARIBBEAN,904,1995,9943541,Mujeres
  Caribbean,915,1995,2688569,Mujeres
   Anguilla*,660,1995,1050,Mujeres
   Antigua and Barbuda,28,1995,14771,Mujeres
   Aruba*,533,1995,3739,Mujeres
   Bahamas,44,1995,16996,Mujeres
   Barbados,52,1995,47189,Mujeres
"   Bonaire, Sint Eustatius and Saba*",535,1995,266,Mujeres
   British Virgin Islands*,92,1995,1906,Mujeres
   Cayman Islands*,136,1995,431,Mujeres
   Cuba,192,1995,488522,Mujeres
   Curaçao*,531,1995,1439,Mujeres
   Dominica,212,1995,23811,Mujeres
   Dominican Republic,214,1995,383156,Mujeres
   Grenada,308,1995,29549,Mujeres
   Guadeloupe*,312,1995,3855,Mujeres
   Haiti,332,1995,299506,Mujeres
   Jamaica,388,1995,393961,Mujeres
   Martinique*,474,1995,6458,Mujeres
   Montserrat*,500,1995,6393,Mujeres
   Puerto Rico*,630,1995,768026,Mujeres
   Saint Barthélemy*,652,1995,0,Mujeres
   Saint Kitts and Nevis,659,1995,13196,Mujeres
   Saint Lucia,662,1995,16850,Mujeres
   Saint Martin (French part)*,663,1995,0,Mujeres
   Saint Vincent and the Grenadines,670,1995,23424,Mujeres
   Sint Maarten (Dutch part)*,534,1995,468,Mujeres
   Trinidad and Tobago,780,1995,141374,Mujeres
   Turks and Caicos Islands*,796,1995,854,Mujeres
   United States Virgin Islands*,850,1995,1379,Mujeres
  Central America,916,1995,4401982,Mujeres
   Belize,84,1995,24310,Mujeres
   Costa Rica,188,1995,49354,Mujeres
   El Salvador,222,1995,470099,Mujeres
   Guatemala,320,1995,227085,Mujeres
   Honduras,340,1995,140262,Mujeres
   Mexico,484,1995,3202402,Mujeres
   Nicaragua,558,1995,221310,Mujeres
   Panama,591,1995,67160,Mujeres
  South America,931,1995,2852990,Mujeres
   Argentina,32,1995,251701,Mujeres
   Bolivia (Plurinational State of),68,1995,139074,Mujeres
   Brazil,76,1995,407474,Mujeres
   Chile,152,1995,253225,Mujeres
   Colombia,170,1995,659841,Mujeres
   Ecuador,218,1995,166565,Mujeres
   Falkland Islands (Malvinas)*,238,1995,424,Mujeres
   French Guiana*,254,1995,1831,Mujeres
   Guyana,328,1995,155452,Mujeres
   Paraguay,600,1995,188819,Mujeres
   Peru,604,1995,274041,Mujeres
   Suriname,740,1995,100218,Mujeres
   Uruguay,858,1995,119425,Mujeres
   Venezuela (Bolivarian Republic of),862,1995,134900,Mujeres
 NORTHERN AMERICA,905,1995,1613577,Mujeres
   Bermuda*,60,1995,21882,Mujeres
   Canada,124,1995,670494,Mujeres
   Greenland*,304,1995,6809,Mujeres
   Saint Pierre and Miquelon*,666,1995,231,Mujeres
   United States of America*,840,1995,914161,Mujeres
 OCEANIA ,909,1995,552228,Mujeres
  Australia and New Zealand,927,1995,391525,Mujeres
   Australia*,36,1995,184048,Mujeres
   New Zealand*,554,1995,207477,Mujeres
  Melanesia,928,1995,64079,Mujeres
   Fiji,242,1995,55633,Mujeres
   New Caledonia*,540,1995,2466,Mujeres
   Papua New Guinea,598,1995,2024,Mujeres
   Solomon Islands,90,1995,1261,Mujeres
   Vanuatu,548,1995,2695,Mujeres
  Micronesia,954,1995,14698,Mujeres
   Guam*,316,1995,763,Mujeres
   Kiribati,296,1995,2213,Mujeres
   Marshall Islands,584,1995,2074,Mujeres
   Micronesia (Fed. States of),583,1995,5988,Mujeres
   Nauru,520,1995,813,Mujeres
   Northern Mariana Islands*,580,1995,1373,Mujeres
   Palau,585,1995,1474,Mujeres
  Polynesia*,957,1995,81926,Mujeres
   American Samoa*,16,1995,1273,Mujeres
   Cook Islands*,184,1995,8860,Mujeres
   French Polynesia*,258,1995,1870,Mujeres
   Niue*,570,1995,2923,Mujeres
   Samoa,882,1995,42111,Mujeres
   Tokelau*,772,1995,910,Mujeres
   Tonga,776,1995,19393,Mujeres
   Tuvalu,798,1995,1358,Mujeres
   Wallis and Futuna Islands*,876,1995,3228,Mujeres
OTHER,2003,1995,3701273,Mujeres
WORLD,900,2000,85510752,Mujeres
  Sub-Saharan Africa,947,2000,7391439,Mujeres
  Northern Africa and Western Asia,1833,2000,8700647,Mujeres
  Central and Southern Asia,921,2000,13718322,Mujeres
  Eastern and South-Eastern Asia,1832,2000,10940422,Mujeres
  Latin America and the Caribbean,1830,2000,12446161,Mujeres
  Oceania (excluding Australia and New Zealand),1835,2000,191857,Mujeres
  Australia and New Zealand,927,2000,450533,Mujeres
  Europe and Northern America,1829,2000,28201599,Mujeres
  Developed regions,901,2000,29020262,Mujeres
  Less developed regions,902,2000,53020718,Mujeres
" Less developed regions, excluding least developed countries",934,2000,40317436,Mujeres
" Less developed regions, excluding China",948,2000,49664535,Mujeres
  Least developed countries,941,2000,12703282,Mujeres
  Land-locked Developing Countries (LLDC),1636,2000,11152992,Mujeres
  Small island developing States (SIDS),1637,2000,4185315,Mujeres
  High-income countries,1503,2000,19873544,Mujeres
  Middle-income countries,1517,2000,53834190,Mujeres
