Region,Notes,Location code,Type of data,Year,Tasa de Cambio Anual,Género
   Ireland,0,372,B,1995-2000.2,8.0,Mujeres
   Isle of Man*,9.0,833,B,1995-2000.2,0.9,Mujeres
   Latvia,0,428,B,1995-2000.2,-3.7,Mujeres
   Lithuania,0,440,B,1995-2000.2,-4.8,Mujeres
   Norway*,0,578,B,1995-2000.2,4.8,Mujeres
   Sweden,0,752,B,1995-2000.2,1.5,Mujeres
   United Kingdom*,10.0,826,B,1995-2000.2,2.8,Mujeres
   Albania,0,8,B,1995-2000.2,1.3,Mujeres
   Andorra,0,20,C,1995-2000.2,-0.6,Mujeres
   Bosnia and Herzegovina,0,70,I R,1995-2000.2,3.5,Mujeres
   Croatia,0,191,B,1995-2000.2,-2.9,Mujeres
   Gibraltar*,11.0,292,B,1995-2000.2,0.0,Mujeres
   Greece,0,300,B,1995-2000.2,5.8,Mujeres
   Holy See*,0,336,I,1995-2000.2,0.6,Mujeres
   Italy,0,380,B,1995-2000.2,3.4,Mujeres
   Malta,0,470,B,1995-2000.2,3.6,Mujeres
   Montenegro,0,499,B,1995-2000.2,0.0,Mujeres
   North Macedonia,0,807,B,1995-2000.2,2.8,Mujeres
   Portugal,0,620,B,1995-2000.2,3.8,Mujeres
   San Marino,0,674,C,1995-2000.2,1.7,Mujeres
   Serbia*,0,688,B,1995-2000.2,2.3,Mujeres
   Slovenia,0,705,B,1995-2000.2,3.4,Mujeres
   Spain*,0,724,B,1995-2000.2,9.1,Mujeres
   Austria,0,40,B,1995-2000.2,1.9,Mujeres
   Belgium,0,56,B,1995-2000.2,-0.1,Mujeres
   France*,12.0,250,B,1995-2000.2,0.9,Mujeres
   Germany,0,276,B,1995-2000.2,4.6,Mujeres
   Liechtenstein,0,438,B,1995-2000.2,3.7,Mujeres
   Luxembourg,0,442,B,1995-2000.2,2.0,Mujeres
   Monaco,0,492,B,1995-2000.2,0.4,Mujeres
   Netherlands*,13.0,528,B,1995-2000.2,3.1,Mujeres
   Switzerland,0,756,B,1995-2000.2,0.5,Mujeres
   Anguilla*,14.0,660,B R,1995-2000.2,4.3,Mujeres
   Antigua and Barbuda,0,28,B R,1995-2000.2,5.9,Mujeres
   Aruba*,15.0,533,B R,1995-2000.2,6.0,Mujeres
   Bahamas,0,44,B R,1995-2000.2,2.5,Mujeres
   Barbados,0,52,B R,1995-2000.2,1.3,Mujeres
"   Bonaire, Sint Eustatius and Saba*",16.0,535,B,1995-2000.2,0.0,Mujeres
   British Virgin Islands*,18.0,92,B R,1995-2000.2,5.4,Mujeres
   Cayman Islands*,19.0,136,C R,1995-2000.2,8.1,Mujeres
   Cuba,0,192,B,1995-2000.2,-5.5,Mujeres
   Curaçao*,20.0,531,B R,1995-2000.2,0.0,Mujeres
   Dominica,0,212,B,1995-2000.2,3.3,Mujeres
   Dominican Republic,0,214,B R,1995-2000.2,2.3,Mujeres
   Grenada,0,308,B,1995-2000.2,4.1,Mujeres
   Guadeloupe*,21.0,312,B,1995-2000.2,2.5,Mujeres
   Haiti,0,332,B R,1995-2000.2,-1.0,Mujeres
   Jamaica,0,388,B R,1995-2000.2,1.6,Mujeres
   Martinique*,22.0,474,B R,1995-2000.2,3.5,Mujeres
   Montserrat*,23.0,500,B,1995-2000.2,-5.8,Mujeres
   Puerto Rico*,24.0,630,B,1995-2000.2,1.0,Mujeres
   Saint Barthélemy*,0,652,0,1995-2000.2,0.0,Mujeres
   Saint Kitts and Nevis,0,659,B R,1995-2000.2,6.2,Mujeres
   Saint Lucia,0,662,B R,1995-2000.2,6.3,Mujeres
   Saint Martin (French part)*,0,663,0,1995-2000.2,0.0,Mujeres
   Saint Vincent and the Grenadines,0,670,B R,1995-2000.2,0.8,Mujeres
   Sint Maarten (Dutch part)*,25.0,534,B R,1995-2000.2,0.0,Mujeres
   Trinidad and Tobago,0,780,B R,1995-2000.2,-1.9,Mujeres
   Turks and Caicos Islands*,26.0,796,B R,1995-2000.2,5.0,Mujeres
   United States Virgin Islands*,27.0,850,B,1995-2000.2,1.0,Mujeres
   Belize,0,84,B R ,1995-2000.2,2.3,Mujeres
   Costa Rica,0,188,B R,1995-2000.2,-3.1,Mujeres
   El Salvador,0,222,B R,1995-2000.2,-4.4,Mujeres
   Guatemala,0,320,B R,1995-2000.2,-24.0,Mujeres
   Honduras,0,340,B R,1995-2000.2,-33.3,Mujeres
   Mexico,0,484,B R,1995-2000.2,3.1,Mujeres
   Nicaragua,0,558,B R,1995-2000.2,2.4,Mujeres
   Panama,0,591,B R,1995-2000.2,3.7,Mujeres
   Argentina,0,32,B R,1995-2000.2,-0.5,Mujeres
   Bolivia (Plurinational State of),0,68,B R,1995-2000.2,2.0,Mujeres
   Brazil,0,76,B R,1995-2000.2,-1.6,Mujeres
   Chile,0,152,B,1995-2000.2,4.8,Mujeres
   Colombia,0,170,B,1995-2000.2,0.4,Mujeres
   Ecuador,0,218,B R,1995-2000.2,5.2,Mujeres
   Falkland Islands (Malvinas)*,28.0,238,B,1995-2000.2,3.7,Mujeres
   French Guiana*,29.0,254,B R,1995-2000.2,2.5,Mujeres
   Guyana,0,328,B R,1995-2000.2,6.1,Mujeres
   Paraguay,0,600,B R,1995-2000.2,-1.0,Mujeres
   Peru,0,604,B R,1995-2000.2,3.1,Mujeres
   Suriname,0,740,C R,1995-2000.2,4.1,Mujeres
   Uruguay,0,858,B R,1995-2000.2,-0.9,Mujeres
   Venezuela (Bolivarian Republic of),0,862,B R,1995-2000.2,-0.1,Mujeres
   Bermuda*,30.0,60,B,1995-2000.2,1.2,Mujeres
   Canada,0,124,B,1995-2000.2,2.6,Mujeres
   Greenland*,31.0,304,B,1995-2000.2,-2.5,Mujeres
   Saint Pierre and Miquelon*,32.0,666,B,1995-2000.2,1.9,Mujeres
   United States of America*,33.0,840,B,1995-2000.2,3.9,Mujeres
   Australia*,0,36,B,1995-2000.2,1.3,Mujeres
   New Zealand*,34.0,554,B,1995-2000.2,3.1,Mujeres
   Fiji,0,242,B R,1995-2000.2,-0.5,Mujeres
   New Caledonia*,0,540,B,1995-2000.2,2.8,Mujeres
   Papua New Guinea,0,598,C R,1995-2000.2,-5.4,Mujeres
   Solomon Islands,0,90,B R,1995-2000.2,-1.0,Mujeres
   Vanuatu,0,548,B R,1995-2000.2,2.3,Mujeres
   Guam*,35.0,316,B,1995-2000.2,1.6,Mujeres
   Kiribati,0,296,B,1995-2000.2,0.2,Mujeres
   Marshall Islands,0,584,B,1995-2000.2,5.1,Mujeres
   Micronesia (Fed. States of),0,583,B,1995-2000.2,2.6,Mujeres
   Nauru,0,520,C R,1995-2000.2,-1.7,Mujeres
   Northern Mariana Islands*,36.0,580,B,1995-2000.2,6.4,Mujeres
   Palau,0,585,B,1995-2000.2,4.3,Mujeres
  Polynesia*,0,957,0,1995-2000.2,2.0,Mujeres
   American Samoa*,0,16,B,1995-2000.2,1.7,Mujeres
   Cook Islands*,37.0,184,B R,1995-2000.2,0.7,Mujeres
   French Polynesia*,38.0,258,B R,1995-2000.2,1.7,Mujeres
   Niue*,39.0,570,B,1995-2000.2,0.6,Mujeres
   Samoa,0,882,B R,1995-2000.2,5.1,Mujeres
   Tokelau*,40.0,772,B R,1995-2000.2,7.5,Mujeres
   Tonga,0,776,B R,1995-2000.2,1.8,Mujeres
   Tuvalu,0,798,C,1995-2000.2,-3.4,Mujeres
   Wallis and Futuna Islands*,41.0,876,B R,1995-2000.2,3.6,Mujeres
   Burundi,0,108,B R,2000-2005.2,8.4,Mujeres
   Comoros,0,174,B,2000-2005.2,-1.0,Mujeres
   Djibouti,0,262,B R,2000-2005.2,-3.1,Mujeres
   Eritrea,0,232,I R,2000-2005.2,3.6,Mujeres
   Ethiopia,0,231,B R,2000-2005.2,-3.3,Mujeres
   Kenya,0,404,B R,2000-2005.2,1.0,Mujeres
   Madagascar,0,450,C R,2000-2005.2,1.9,Mujeres
   Malawi,0,454,B R,2000-2005.2,-0.9,Mujeres
   Mauritius*,0,480,C,2000-2005.2,1.7,Mujeres
   Mayotte*,1.0,175,B R,2000-2005.2,7.4,Mujeres
   Mozambique,0,508,B R,2000-2005.2,8.1,Mujeres
   Réunion*,2.0,638,B,2000-2005.2,2.9,Mujeres
   Rwanda,0,646,B R,2000-2005.2,4.1,Mujeres
   Seychelles,0,690,B,2000-2005.2,3.0,Mujeres
   Somalia,0,706,I R,2000-2005.2,0.4,Mujeres
   South Sudan,0,728,B R,2000-2005.2,0.0,Mujeres
   Uganda,0,800,B R,2000-2005.2,0.5,Mujeres
   United Republic of Tanzania*,0,834,B R,2000-2005.2,-10.0,Mujeres
   Zambia,0,894,B R,2000-2005.2,-6.1,Mujeres
   Zimbabwe,0,716,B R,2000-2005.2,-0.4,Mujeres
   Angola,0,24,B R,2000-2005.2,6.6,Mujeres
   Cameroon,0,120,B R,2000-2005.2,2.9,Mujeres
   Central African Republic,0,140,C R,2000-2005.2,-5.0,Mujeres
   Chad,0,148,B R,2000-2005.2,27.6,Mujeres
   Congo,0,178,B R,2000-2005.2,-1.0,Mujeres
   Democratic Republic of the Congo,0,180,B R,2000-2005.2,-3.4,Mujeres
   Equatorial Guinea,0,226,C,2000-2005.2,7.1,Mujeres
   Gabon,0,266,C R,2000-2005.2,1.5,Mujeres
   Sao Tome and Principe,0,678,C,2000-2005.2,-4.7,Mujeres
   Algeria,0,12,B R,2000-2005.2,-4.7,Mujeres
   Egypt,0,818,B R,2000-2005.2,6.5,Mujeres
   Libya,0,434,C R,2000-2005.2,-2.0,Mujeres
   Morocco,0,504,C R,2000-2005.2,1.4,Mujeres
   Sudan,3.0,729,B R,2000-2005.2,-8.0,Mujeres
   Tunisia,0,788,C R,2000-2005.2,-1.1,Mujeres
   Western Sahara,0,732,I,2000-2005.2,2.8,Mujeres
   Botswana,0,72,B R,2000-2005.2,2.7,Mujeres
   Eswatini,0,748,B R,2000-2005.2,-0.2,Mujeres
   Lesotho,0,426,C R,2000-2005.2,0.4,Mujeres
   Namibia,0,516,B R,2000-2005.2,-4.5,Mujeres
   Benin,0,204,C B R,2000-2005.2,14.0,Mujeres
   Burkina Faso,0,854,B R,2000-2005.2,2.9,Mujeres
   Cabo Verde,0,132,B R,2000-2005.2,3.2,Mujeres
   Côte d'Ivoire,0,384,C B R,2000-2005.2,0.9,Mujeres
   Gambia,0,270,B R,2000-2005.2,0.1,Mujeres
   Ghana,0,288,B R,2000-2005.2,9.3,Mujeres
   Guinea,0,324,C B R,2000-2005.2,-17.0,Mujeres
   Guinea-Bissau,0,624,B R,2000-2005.2,0.4,Mujeres
   Liberia,0,430,B R,2000-2005.2,-13.2,Mujeres
   Mali,0,466,B R,2000-2005.2,6.2,Mujeres
   Mauritania,0,478,C R,2000-2005.2,-0.5,Mujeres
   Niger,0,562,B R,2000-2005.2,0.4,Mujeres
   Nigeria,0,566,C R,2000-2005.2,12.4,Mujeres
   Saint Helena*,4.0,654,C,2000-2005.2,10.1,Mujeres
   Senegal,0,686,B R,2000-2005.2,0.5,Mujeres
   Sierra Leone,0,694,B R,2000-2005.2,9.2,Mujeres
   Togo,0,768,C R,2000-2005.2,7.7,Mujeres
   Kazakhstan,0,398,B R,2000-2005.2,1.0,Mujeres
   Kyrgyzstan,0,417,B R,2000-2005.2,-4.5,Mujeres
   Tajikistan,0,762,B R,2000-2005.2,-1.1,Mujeres
   Turkmenistan,0,795,B R,2000-2005.2,-0.8,Mujeres
   Uzbekistan,0,860,B R,2000-2005.2,-1.6,Mujeres
   China*,0,156,C,2000-2005.2,3.3,Mujeres
"   China, Hong Kong SAR*",0,344,B R,2000-2005.2,1.2,Mujeres
"   China, Macao SAR*",0,446,B,2000-2005.2,2.5,Mujeres
"   China, Taiwan Province of China*",0,158,0,2000-2005.2,0.0,Mujeres
   Dem. People's Republic of Korea,0,408,I,2000-2005.2,2.0,Mujeres
   Japan,0,392,C,2000-2005.2,3.9,Mujeres
   Mongolia,0,496,C R,2000-2005.2,1.4,Mujeres
   Republic of Korea,0,410,C R,2000-2005.2,13.8,Mujeres
   Brunei Darussalam,0,96,B,2000-2005.2,0.3,Mujeres
   Cambodia,0,116,B R,2000-2005.2,-5.5,Mujeres
   Indonesia,0,360,B R,2000-2005.2,-2.3,Mujeres
   Lao People's Democratic Republic,0,418,C R,2000-2005.2,-1.9,Mujeres
   Malaysia*,0,458,C R,2000-2005.2,4.1,Mujeres
   Myanmar,0,104,C,2000-2005.2,-3.5,Mujeres
   Philippines,0,608,C R,2000-2005.2,-4.5,Mujeres
   Singapore,0,702,B,2000-2005.2,4.8,Mujeres
   Thailand,0,764,B R,2000-2005.2,11.7,Mujeres
   Timor-Leste,0,626,B R,2000-2005.2,0.7,Mujeres
   Viet Nam,0,704,C R,2000-2005.2,-2.9,Mujeres
   Afghanistan,0,4,B R,2000-2005.2,2.8,Mujeres
   Bangladesh,0,50,B R,2000-2005.2,1.4,Mujeres
   Bhutan,0,64,B,2000-2005.2,4.8,Mujeres
   India,0,356,B R,2000-2005.2,-0.7,Mujeres
   Iran (Islamic Republic of),0,364,C R,2000-2005.2,0.7,Mujeres
   Maldives,0,462,C,2000-2005.2,7.8,Mujeres
   Nepal,0,524,B R,2000-2005.2,-1.3,Mujeres
   Pakistan,0,586,B R,2000-2005.2,-5.5,Mujeres
   Sri Lanka,0,144,B R,2000-2005.2,0.1,Mujeres
   Armenia,0,51,B R,2000-2005.2,-6.7,Mujeres
   Azerbaijan*,0,31,B R,2000-2005.2,-2.2,Mujeres
   Bahrain,0,48,C R,2000-2005.2,8.9,Mujeres
   Cyprus*,0,196,B,2000-2005.2,8.5,Mujeres
   Georgia*,0,268,B R,2000-2005.2,-1.3,Mujeres
   Iraq,0,368,C R,2000-2005.2,-10.6,Mujeres
   Israel,0,376,B R,2000-2005.2,0.5,Mujeres
   Jordan,0,400,C R,2000-2005.2,2.7,Mujeres
   Kuwait,0,414,C R,2000-2005.2,2.5,Mujeres
   Lebanon,0,422,B R,2000-2005.2,1.1,Mujeres
   Oman,0,512,C R,2000-2005.2,0.5,Mujeres
   Qatar,0,634,C,2000-2005.2,10.9,Mujeres
   Saudi Arabia,0,682,C R,2000-2005.2,3.0,Mujeres
   State of Palestine*,5.0,275,B,2000-2005.2,-0.1,Mujeres
   Syrian Arab Republic,0,760,C R,2000-2005.2,1.1,Mujeres
   Turkey,0,792,B R,2000-2005.2,1.1,Mujeres
   United Arab Emirates,0,784,C R,2000-2005.2,5.2,Mujeres
   Yemen,0,887,C R,2000-2005.2,2.5,Mujeres
   Belarus,0,112,B,2000-2005.2,-0.3,Mujeres
   Bulgaria,0,100,B,2000-2005.2,6.3,Mujeres
   Czechia,0,203,C,2000-2005.2,6.5,Mujeres
   Hungary,0,348,B,2000-2005.2,3.9,Mujeres
   Poland,0,616,B,2000-2005.2,-2.7,Mujeres
   Republic of Moldova*,0,498,B,2000-2005.2,-7.0,Mujeres
   Romania,0,642,B,2000-2005.2,1.1,Mujeres
   Russian Federation,0,643,B,2000-2005.2,-0.2,Mujeres
   Slovakia,0,703,B,2000-2005.2,1.9,Mujeres
   Ukraine*,0,804,B,2000-2005.2,-1.8,Mujeres
   Channel Islands*,6.0,830,B,2000-2005.2,1.8,Mujeres
   Denmark*,7.0,208,B,2000-2005.2,3.5,Mujeres
   Estonia,0,233,B,2000-2005.2,-1.3,Mujeres
   Faroe Islands*,8.0,234,B,2000-2005.2,4.9,Mujeres
   Finland*,0,246,B,2000-2005.2,6.6,Mujeres
   Iceland,0,352,B,2000-2005.2,8.2,Mujeres
   Ireland,0,372,B,2000-2005.2,9.0,Mujeres
   Isle of Man*,9.0,833,B,2000-2005.2,0.9,Mujeres
   Latvia,0,428,B,2000-2005.2,-2.6,Mujeres
   Lithuania,0,440,B,2000-2005.2,-1.2,Mujeres
   Norway*,0,578,B,2000-2005.2,4.5,Mujeres
   Sweden,0,752,B,2000-2005.2,2.3,Mujeres
   United Kingdom*,10.0,826,B,2000-2005.2,4.3,Mujeres
   Albania,0,8,B,2000-2005.2,-5.0,Mujeres
   Andorra,0,20,C,2000-2005.2,3.5,Mujeres
   Bosnia and Herzegovina,0,70,I R,2000-2005.2,-11.1,Mujeres
   Croatia,0,191,B,2000-2005.2,-0.2,Mujeres
   Gibraltar*,11.0,292,B,2000-2005.2,2.3,Mujeres
   Greece,0,300,B,2000-2005.2,1.8,Mujeres
   Holy See*,0,336,I,2000-2005.2,0.3,Mujeres
   Italy,0,380,B,2000-2005.2,12.5,Mujeres
   Malta,0,470,B,2000-2005.2,2.4,Mujeres
   Montenegro,0,499,B,2000-2005.2,0.0,Mujeres
   North Macedonia,0,807,B,2000-2005.2,0.3,Mujeres
   Portugal,0,620,B,2000-2005.2,3.5,Mujeres
   San Marino,0,674,C,2000-2005.2,0.5,Mujeres
   Serbia*,0,688,B,2000-2005.2,-2.7,Mujeres
   Slovenia,0,705,B,2000-2005.2,0.1,Mujeres
   Spain*,0,724,B,2000-2005.2,17.5,Mujeres
   Austria,0,40,B,2000-2005.2,2.5,Mujeres
   Belgium,0,56,B,2000-2005.2,-0.1,Mujeres
   France*,12.0,250,B,2000-2005.2,1.5,Mujeres
   Germany,0,276,B,2000-2005.2,1.0,Mujeres
   Liechtenstein,0,438,B,2000-2005.2,4.6,Mujeres
   Luxembourg,0,442,B,2000-2005.2,1.4,Mujeres
   Monaco,0,492,B,2000-2005.2,-0.6,Mujeres
   Netherlands*,13.0,528,B,2000-2005.2,2.4,Mujeres
   Switzerland,0,756,B,2000-2005.2,3.8,Mujeres
   Anguilla*,14.0,660,B R,2000-2005.2,2.8,Mujeres
   Antigua and Barbuda,0,28,B R,2000-2005.2,1.4,Mujeres
   Aruba*,15.0,533,B R,2000-2005.2,1.6,Mujeres
   Bahamas,0,44,B R,2000-2005.2,5.0,Mujeres
   Barbados,0,52,B R,2000-2005.2,1.2,Mujeres
"   Bonaire, Sint Eustatius and Saba*",16.0,535,B,2000-2005.2,0.0,Mujeres
   British Virgin Islands*,18.0,92,B R,2000-2005.2,2.9,Mujeres
   Cayman Islands*,19.0,136,C R,2000-2005.2,1.3,Mujeres
   Cuba,0,192,B,2000-2005.2,-9.1,Mujeres
   Curaçao*,20.0,531,B R,2000-2005.2,0.0,Mujeres
   Dominica,0,212,B,2000-2005.2,4.8,Mujeres
   Dominican Republic,0,214,B R,2000-2005.2,1.1,Mujeres
   Grenada,0,308,B,2000-2005.2,0.2,Mujeres
   Guadeloupe*,21.0,312,B,2000-2005.2,1.9,Mujeres
   Haiti,0,332,B R,2000-2005.2,-1.0,Mujeres
   Jamaica,0,388,B R,2000-2005.2,-0.7,Mujeres
   Martinique*,22.0,474,B R,2000-2005.2,1.4,Mujeres
   Montserrat*,23.0,500,B,2000-2005.2,0.5,Mujeres
   Puerto Rico*,24.0,630,B,2000-2005.2,-0.1,Mujeres
   Saint Barthélemy*,0,652,0,2000-2005.2,0.0,Mujeres
   Saint Kitts and Nevis,0,659,B R,2000-2005.2,2.5,Mujeres
   Saint Lucia,0,662,B R,2000-2005.2,0.4,Mujeres
   Saint Martin (French part)*,0,663,0,2000-2005.2,0.0,Mujeres
   Saint Vincent and the Grenadines,0,670,B R,2000-2005.2,0.3,Mujeres
   Sint Maarten (Dutch part)*,25.0,534,B R,2000-2005.2,0.0,Mujeres
   Trinidad and Tobago,0,780,B R,2000-2005.2,1.5,Mujeres
   Turks and Caicos Islands*,26.0,796,B R,2000-2005.2,7.5,Mujeres
   United States Virgin Islands*,27.0,850,B,2000-2005.2,0.0,Mujeres
   Belize,0,84,B R ,2000-2005.2,2.6,Mujeres
   Costa Rica,0,188,B R,2000-2005.2,3.3,Mujeres
   El Salvador,0,222,B R,2000-2005.2,2.5,Mujeres
   Guatemala,0,320,B R,2000-2005.2,2.9,Mujeres
   Honduras,0,340,B R,2000-2005.2,-0.6,Mujeres
   Mexico,0,484,B R,2000-2005.2,5.6,Mujeres
   Nicaragua,0,558,B R,2000-2005.2,2.7,Mujeres
   Panama,0,591,B R,2000-2005.2,5.5,Mujeres
   Argentina,0,32,B R,2000-2005.2,1.8,Mujeres
   Bolivia (Plurinational State of),0,68,B R,2000-2005.2,2.8,Mujeres
   Brazil,0,76,B R,2000-2005.2,-1.5,Mujeres
   Chile,0,152,B,2000-2005.2,9.0,Mujeres
   Colombia,0,170,B,2000-2005.2,-0.7,Mujeres
   Ecuador,0,218,B R,2000-2005.2,4.4,Mujeres
   Falkland Islands (Malvinas)*,28.0,238,B,2000-2005.2,2.6,Mujeres
   French Guiana*,29.0,254,B R,2000-2005.2,2.9,Mujeres
   Guyana,0,328,B R,2000-2005.2,4.7,Mujeres
   Paraguay,0,600,B R,2000-2005.2,-1.0,Mujeres
   Peru,0,604,B R,2000-2005.2,3.0,Mujeres
   Suriname,0,740,C R,2000-2005.2,4.0,Mujeres
   Uruguay,0,858,B R,2000-2005.2,-1.4,Mujeres
   Venezuela (Bolivarian Republic of),0,862,B R,2000-2005.2,1.3,Mujeres
   Bermuda*,30.0,60,B,2000-2005.2,0.4,Mujeres
   Canada,0,124,B,2000-2005.2,2.1,Mujeres
   Greenland*,31.0,304,B,2000-2005.2,1.1,Mujeres
   Saint Pierre and Miquelon*,32.0,666,B,2000-2005.2,-4.9,Mujeres
   United States of America*,33.0,840,B,2000-2005.2,2.3,Mujeres
   Australia*,0,36,B,2000-2005.2,2.3,Mujeres
   New Zealand*,34.0,554,B,2000-2005.2,4.3,Mujeres
   Fiji,0,242,B R,2000-2005.2,-0.8,Mujeres
   New Caledonia*,0,540,B,2000-2005.2,2.3,Mujeres
   Papua New Guinea,0,598,C R,2000-2005.2,3.0,Mujeres
   Solomon Islands,0,90,B R,2000-2005.2,-4.0,Mujeres
   Vanuatu,0,548,B R,2000-2005.2,1.4,Mujeres
   Guam*,35.0,316,B,2000-2005.2,0.2,Mujeres
   Kiribati,0,296,B,2000-2005.2,1.4,Mujeres
   Marshall Islands,0,584,B,2000-2005.2,5.0,Mujeres
   Micronesia (Fed. States of),0,583,B,2000-2005.2,-0.8,Mujeres
   Nauru,0,520,C R,2000-2005.2,-1.2,Mujeres
   Northern Mariana Islands*,36.0,580,B,2000-2005.2,-1.1,Mujeres
   Palau,0,585,B,2000-2005.2,0.1,Mujeres
  Polynesia*,0,957,0,2000-2005.2,1.0,Mujeres
   American Samoa*,0,16,B,2000-2005.2,-0.5,Mujeres
   Cook Islands*,37.0,184,B R,2000-2005.2,4.6,Mujeres
   French Polynesia*,38.0,258,B R,2000-2005.2,1.7,Mujeres
   Niue*,39.0,570,B,2000-2005.2,0.9,Mujeres
   Samoa,0,882,B R,2000-2005.2,-0.6,Mujeres
   Tokelau*,40.0,772,B R,2000-2005.2,7.5,Mujeres
   Tonga,0,776,B R,2000-2005.2,3.0,Mujeres
   Tuvalu,0,798,C,2000-2005.2,-0.6,Mujeres
   Wallis and Futuna Islands*,41.0,876,B R,2000-2005.2,1.7,Mujeres
   Burundi,0,108,B R,2005-2010.2,4.9,Mujeres
   Comoros,0,174,B,2005-2010.2,-1.1,Mujeres
   Djibouti,0,262,B R,2005-2010.2,3.5,Mujeres
   Eritrea,0,232,I R,2005-2010.2,-0.5,Mujeres
   Ethiopia,0,231,B R,2005-2010.2,2.0,Mujeres
   Kenya,0,404,B R,2005-2010.2,5.1,Mujeres
   Madagascar,0,450,C R,2005-2010.2,2.0,Mujeres
   Malawi,0,454,B R,2005-2010.2,-0.3,Mujeres
   Mauritius*,0,480,C,2005-2010.2,1.7,Mujeres
   Mayotte*,1.0,175,B R,2005-2010.2,3.7,Mujeres
   Mozambique,0,508,B R,2005-2010.2,2.7,Mujeres
   Réunion*,2.0,638,B,2005-2010.2,1.5,Mujeres
   Rwanda,0,646,B R,2005-2010.2,0.3,Mujeres
   Seychelles,0,690,B,2005-2010.2,2.6,Mujeres
   Somalia,0,706,I R,2005-2010.2,17.2,Mujeres
   South Sudan,0,728,B R,2005-2010.2,0.0,Mujeres
   Uganda,0,800,B R,2005-2010.2,-3.6,Mujeres
   United Republic of Tanzania*,0,834,B R,2005-2010.2,-12.1,Mujeres
   Zambia,0,894,B R,2005-2010.2,-10.4,Mujeres
   Zimbabwe,0,716,B R,2005-2010.2,-0.2,Mujeres
   Angola,0,24,B R,2005-2010.2,34.1,Mujeres
   Cameroon,0,120,B R,2005-2010.2,1.7,Mujeres
   Central African Republic,0,140,C R,2005-2010.2,-0.4,Mujeres
   Chad,0,148,B R,2005-2010.2,3.6,Mujeres
   Congo,0,178,B R,2005-2010.2,5.8,Mujeres
   Democratic Republic of the Congo,0,180,B R,2005-2010.2,-1.0,Mujeres
   Equatorial Guinea,0,226,C,2005-2010.2,5.2,Mujeres
   Gabon,0,266,C R,2005-2010.2,2.6,Mujeres
   Sao Tome and Principe,0,678,C,2005-2010.2,-4.7,Mujeres
   Algeria,0,12,B R,2005-2010.2,2.7,Mujeres
   Egypt,0,818,B R,2005-2010.2,2.5,Mujeres
   Libya,0,434,C R,2005-2010.2,1.7,Mujeres
   Morocco,0,504,C R,2005-2010.2,4.8,Mujeres
   Sudan,3.0,729,B R,2005-2010.2,2.5,Mujeres
   Tunisia,0,788,C R,2005-2010.2,4.1,Mujeres
   Western Sahara,0,732,I,2005-2010.2,2.4,Mujeres
   Botswana,0,72,B R,2005-2010.2,2.8,Mujeres
   Eswatini,0,748,B R,2005-2010.2,-0.2,Mujeres
   Lesotho,0,426,C R,2005-2010.2,0.4,Mujeres
   Namibia,0,516,B R,2005-2010.2,-0.7,Mujeres
   Benin,0,204,C B R,2005-2010.2,5.5,Mujeres
   Burkina Faso,0,854,B R,2005-2010.2,2.5,Mujeres
   Cabo Verde,0,132,B R,2005-2010.2,2.7,Mujeres
   Côte d'Ivoire,0,384,C B R,2005-2010.2,0.9,Mujeres
   Gambia,0,270,B R,2005-2010.2,0.5,Mujeres
   Ghana,0,288,B R,2005-2010.2,1.0,Mujeres
   Guinea,0,324,C B R,2005-2010.2,-6.8,Mujeres
   Guinea-Bissau,0,624,B R,2005-2010.2,0.8,Mujeres
   Liberia,0,430,B R,2005-2010.2,3.2,Mujeres
   Mali,0,466,B R,2005-2010.2,5.9,Mujeres
   Mauritania,0,478,C R,2005-2010.2,6.9,Mujeres
   Niger,0,562,B R,2005-2010.2,0.3,Mujeres
   Nigeria,0,566,C R,2005-2010.2,0.4,Mujeres
   Saint Helena*,4.0,654,C,2005-2010.2,7.2,Mujeres
   Senegal,0,686,B R,2005-2010.2,1.2,Mujeres
   Sierra Leone,0,694,B R,2005-2010.2,-13.4,Mujeres
   Togo,0,768,C R,2005-2010.2,4.4,Mujeres
   Kazakhstan,0,398,B R,2005-2010.2,1.0,Mujeres
   Kyrgyzstan,0,417,B R,2005-2010.2,-5.5,Mujeres
   Tajikistan,0,762,B R,2005-2010.2,-0.1,Mujeres
   Turkmenistan,0,795,B R,2005-2010.2,-0.8,Mujeres
   Uzbekistan,0,860,B R,2005-2010.2,-2.2,Mujeres
   China*,0,156,C,2005-2010.2,2.8,Mujeres
"   China, Hong Kong SAR*",0,344,B R,2005-2010.2,1.2,Mujeres
"   China, Macao SAR*",0,446,B,2005-2010.2,2.9,Mujeres
"   China, Taiwan Province of China*",0,158,0,2005-2010.2,0.0,Mujeres
   Dem. People's Republic of Korea,0,408,I,2005-2010.2,1.8,Mujeres
   Japan,0,392,C,2005-2010.2,1.5,Mujeres
   Mongolia,0,496,C R,2005-2010.2,1.4,Mujeres
   Republic of Korea,0,410,C R,2005-2010.2,13.9,Mujeres
   Brunei Darussalam,0,96,B,2005-2010.2,0.3,Mujeres
   Cambodia,0,116,B R,2005-2010.2,-7.6,Mujeres
   Indonesia,0,360,B R,2005-2010.2,1.1,Mujeres
   Lao People's Democratic Republic,0,418,C R,2005-2010.2,6.1,Mujeres
