Region,Notes,Location code,Type of data,Year,Tasa de Cambio Anual,Género
   Gambia,0.0,270,B R,2015-2020.1,2.30%,Hombres
   Ghana,0.0,288,B R,2015-2020.1,2.80%,Hombres
   Guinea,0.0,324,C B R,2015-2020.1,-0.80%,Hombres
   Guinea-Bissau,0.0,624,B R,2015-2020.1,-4.00%,Hombres
   Liberia,0.0,430,B R,2015-2020.1,-4.70%,Hombres
   Mali,0.0,466,B R,2015-2020.1,2.90%,Hombres
   Mauritania,0.0,478,C R,2015-2020.1,1.90%,Hombres
   Niger,0.0,562,B R,2015-2020.1,6.00%,Hombres
   Nigeria,0.0,566,C R,2015-2020.1,1.60%,Hombres
   Saint Helena*,4.0,654,C,2015-2020.1,4.00%,Hombres
   Senegal,0.0,686,B R,2015-2020.1,0.60%,Hombres
   Sierra Leone,0.0,694,B R,2015-2020.1,-1.70%,Hombres
   Togo,0.0,768,C R,2015-2020.1,0.30%,Hombres
   Kazakhstan,0.0,398,B R,2015-2020.1,1.00%,Hombres
   Kyrgyzstan,0.0,417,B R,2015-2020.1,-0.50%,Hombres
   Tajikistan,0.0,762,B R,2015-2020.1,0.10%,Hombres
   Turkmenistan,0.0,795,B R,2015-2020.1,0.20%,Hombres
   Uzbekistan,0.0,860,B R,2015-2020.1,-0.10%,Hombres
   China*,0.0,156,C,2015-2020.1,1.20%,Hombres
"   China, Hong Kong SAR*",0.0,344,B R,2015-2020.1,-0.20%,Hombres
"   China, Macao SAR*",0.0,446,B,2015-2020.1,1.40%,Hombres
   Dem. People's Republic of Korea,0.0,408,I,2015-2020.1,0.40%,Hombres
   Japan,0.0,392,C,2015-2020.1,5.00%,Hombres
   Mongolia,0.0,496,C R,2015-2020.1,1.40%,Hombres
   Republic of Korea,0.0,410,C R,2015-2020.1,4.60%,Hombres
   Brunei Darussalam,0.0,96,B,2015-2020.1,1.70%,Hombres
   Cambodia,0.0,116,B R,2015-2020.1,1.40%,Hombres
   Indonesia,0.0,360,B R,2015-2020.1,1.00%,Hombres
   Lao People's Democratic Republic,0.0,418,C R,2015-2020.1,1.40%,Hombres
   Malaysia*,0.0,458,C R,2015-2020.1,1.50%,Hombres
   Myanmar,0.0,104,C,2015-2020.1,0.80%,Hombres
   Philippines,0.0,608,C R,2015-2020.1,1.30%,Hombres
   Singapore,0.0,702,B,2015-2020.1,0.30%,Hombres
   Thailand,0.0,764,B R,2015-2020.1,0.90%,Hombres
   Timor-Leste,0.0,626,B R,2015-2020.1,-0.30%,Hombres
   Viet Nam,0.0,704,C R,2015-2020.1,1.10%,Hombres
   Afghanistan,0.0,4,B R,2015-2020.1,-18.20%,Hombres
   Bangladesh,0.0,50,B R,2015-2020.1,7.50%,Hombres
   Bhutan,0.0,64,B,2015-2020.1,1.00%,Hombres
   India,0.0,356,B R,2015-2020.1,-1.70%,Hombres
   Iran (Islamic Republic of),0.0,364,C R,2015-2020.1,0.40%,Hombres
   Maldives,0.0,462,C,2015-2020.1,1.70%,Hombres
   Nepal,0.0,524,B R,2015-2020.1,-1.20%,Hombres
   Pakistan,0.0,586,B R,2015-2020.1,-0.40%,Hombres
   Sri Lanka,0.0,144,B R,2015-2020.1,0.40%,Hombres
   Armenia,0.0,51,B R,2015-2020.1,0.20%,Hombres
   Azerbaijan*,0.0,31,B R,2015-2020.1,-0.90%,Hombres
   Bahrain,0.0,48,C R,2015-2020.1,5.40%,Hombres
   Cyprus*,0.0,196,B,2015-2020.1,2.00%,Hombres
   Georgia*,0.0,268,B R,2015-2020.1,0.80%,Hombres
   Iraq,0.0,368,C R,2015-2020.1,-0.80%,Hombres
   Israel,0.0,376,B R,2015-2020.1,-0.60%,Hombres
   Jordan,0.0,400,C R,2015-2020.1,1.90%,Hombres
   Kuwait,0.0,414,C R,2015-2020.1,1.60%,Hombres
   Lebanon,0.0,422,B R,2015-2020.1,-1.90%,Hombres
   Oman,0.0,512,C R,2015-2020.1,4.90%,Hombres
   Qatar,0.0,634,C,2015-2020.1,5.30%,Hombres
   Saudi Arabia,0.0,682,C R,2015-2020.1,4.30%,Hombres
   State of Palestine*,5.0,275,B,2015-2020.1,0.00%,Hombres
   Syrian Arab Republic,0.0,760,C R,2015-2020.1,0.20%,Hombres
   Turkey,0.0,792,B R,2015-2020.1,5.40%,Hombres
   United Arab Emirates,0.0,784,C R,2015-2020.1,1.70%,Hombres
   Yemen,0.0,887,C R,2015-2020.1,2.30%,Hombres
   Belarus,0.0,112,B,2015-2020.1,-0.30%,Hombres
   Bulgaria,0.0,100,B,2015-2020.1,8.40%,Hombres
   Czechia,0.0,203,C,2015-2020.1,5.40%,Hombres
   Hungary,0.0,348,B,2015-2020.1,5.00%,Hombres
   Poland,0.0,616,B,2015-2020.1,8.40%,Hombres
   Republic of Moldova*,0.0,498,B,2015-2020.1,-0.30%,Hombres
   Romania,0.0,642,B,2015-2020.1,19.40%,Hombres
   Russian Federation,0.0,643,B,2015-2020.1,0.00%,Hombres
   Slovakia,0.0,703,B,2015-2020.1,2.40%,Hombres
   Ukraine*,0.0,804,B,2015-2020.1,0.30%,Hombres
   Channel Islands*,6.0,830,B,2015-2020.1,0.40%,Hombres
   Denmark*,7.0,208,B,2015-2020.1,3.90%,Hombres
   Estonia,0.0,233,B,2015-2020.1,1.60%,Hombres
   Faroe Islands*,8.0,234,B,2015-2020.1,4.80%,Hombres
   Finland*,0.0,246,B,2015-2020.1,4.40%,Hombres
   Iceland,0.0,352,B,2015-2020.1,12.50%,Hombres
   Ireland,0.0,372,B,2015-2020.1,2.90%,Hombres
   Isle of Man*,9.0,833,B,2015-2020.1,0.40%,Hombres
   Latvia,0.0,428,B,2015-2020.1,-1.40%,Hombres
   Lithuania,0.0,440,B,2015-2020.1,4.80%,Hombres
   Norway*,0.0,578,B,2015-2020.1,2.40%,Hombres
   Sweden,0.0,752,B,2015-2020.1,5.00%,Hombres
   United Kingdom*,10.0,826,B,2015-2020.1,2.10%,Hombres
   Albania,0.0,8,B,2015-2020.1,-1.30%,Hombres
   Andorra,0.0,20,C,2015-2020.1,1.70%,Hombres
   Bosnia and Herzegovina,0.0,70,I R,2015-2020.1,-1.70%,Hombres
   Croatia,0.0,191,B,2015-2020.1,-1.20%,Hombres
   Gibraltar*,11.0,292,B,2015-2020.1,0.20%,Hombres
   Greece,0.0,300,B,2015-2020.1,2.40%,Hombres
   Holy See*,0.0,336,I,2015-2020.1,-0.20%,Hombres
   Italy,0.0,380,B,2015-2020.1,2.30%,Hombres
   Malta,0.0,470,B,2015-2020.1,16.90%,Hombres
   Montenegro,0.0,499,B,2015-2020.1,-0.10%,Hombres
   North Macedonia,0.0,807,B,2015-2020.1,0.10%,Hombres
   Portugal,0.0,620,B,2015-2020.1,3.70%,Hombres
   San Marino,0.0,674,C,2015-2020.1,0.80%,Hombres
   Serbia*,0.0,688,B,2015-2020.1,0.40%,Hombres
   Slovenia,0.0,705,B,2015-2020.1,3.80%,Hombres
   Spain*,0.0,724,B,2015-2020.1,2.50%,Hombres
   Austria,0.0,40,B,2015-2020.1,3.40%,Hombres
   Belgium,0.0,56,B,2015-2020.1,2.50%,Hombres
   France*,12.0,250,B,2015-2020.1,1.60%,Hombres
   Germany,0.0,276,B,2015-2020.1,9.00%,Hombres
   Liechtenstein,0.0,438,B,2015-2020.1,1.70%,Hombres
   Luxembourg,0.0,442,B,2015-2020.1,3.70%,Hombres
   Monaco,0.0,492,B,2015-2020.1,0.50%,Hombres
   Netherlands*,13.0,528,B,2015-2020.1,3.50%,Hombres
   Switzerland,0.0,756,B,2015-2020.1,2.00%,Hombres
   Anguilla*,14.0,660,B R,2015-2020.1,0.80%,Hombres
   Antigua and Barbuda,0.0,28,B R,2015-2020.1,0.90%,Hombres
   Aruba*,15.0,533,B R,2015-2020.1,8.20%,Hombres
   Bahamas,0.0,44,B R,2015-2020.1,1.40%,Hombres
   Barbados,0.0,52,B R,2015-2020.1,0.20%,Hombres
"   Bonaire, Sint Eustatius and Saba*",16.0,535,B,2015-2020.1,0.00%,Hombres
   British Virgin Islands*,18.0,92,B R,2015-2020.1,2.50%,Hombres
   Cayman Islands*,19.0,136,C R,2015-2020.1,2.30%,Hombres
   Cuba,0.0,192,B,2015-2020.1,-8.70%,Hombres
   Curaçao*,20.0,531,B R,2015-2020.1,9.60%,Hombres
   Dominica,0.0,212,B,2015-2020.1,0.50%,Hombres
   Dominican Republic,0.0,214,B R,2015-2020.1,1.60%,Hombres
   Grenada,0.0,308,B,2015-2020.1,-1.20%,Hombres
   Guadeloupe*,21.0,312,B,2015-2020.1,-0.40%,Hombres
   Haiti,0.0,332,B R,2015-2020.1,0.90%,Hombres
   Jamaica,0.0,388,B R,2015-2020.1,0.40%,Hombres
   Martinique*,22.0,474,B R,2015-2020.1,-0.20%,Hombres
   Montserrat*,23.0,500,B,2015-2020.1,0.40%,Hombres
   Puerto Rico*,24.0,630,B,2015-2020.1,-2.60%,Hombres
   Saint Kitts and Nevis,0.0,659,B R,2015-2020.1,0.80%,Hombres
   Saint Lucia,0.0,662,B R,2015-2020.1,-0.90%,Hombres
   Saint Vincent and the Grenadines,0.0,670,B R,2015-2020.1,0.70%,Hombres
   Sint Maarten (Dutch part)*,25.0,534,B R,2015-2020.1,1.10%,Hombres
   Trinidad and Tobago,0.0,780,B R,2015-2020.1,9.40%,Hombres
   Turks and Caicos Islands*,26.0,796,B R,2015-2020.1,2.50%,Hombres
   United States Virgin Islands*,27.0,850,B,2015-2020.1,0.00%,Hombres
   Belize,0.0,84,B R ,2015-2020.1,2.60%,Hombres
   Costa Rica,0.0,188,B R,2015-2020.1,5.80%,Hombres
   El Salvador,0.0,222,B R,2015-2020.1,0.30%,Hombres
   Guatemala,0.0,320,B R,2015-2020.1,2.20%,Hombres
   Honduras,0.0,340,B R,2015-2020.1,0.40%,Hombres
   Mexico,0.0,484,B R,2015-2020.1,3.40%,Hombres
   Nicaragua,0.0,558,B R,2015-2020.1,0.90%,Hombres
   Panama,0.0,591,B R,2015-2020.1,11.30%,Hombres
   Argentina,0.0,32,B R,2015-2020.1,2.00%,Hombres
   Bolivia (Plurinational State of),0.0,68,B R,2015-2020.1,2.70%,Hombres
   Brazil,0.0,76,B R,2015-2020.1,8.40%,Hombres
   Chile,0.0,152,B,2015-2020.1,19.10%,Hombres
   Colombia,0.0,170,B,2015-2020.1,48.30%,Hombres
   Ecuador,0.0,218,B R,2015-2020.1,14.20%,Hombres
   Falkland Islands (Malvinas)*,28.0,238,B,2015-2020.1,4.40%,Hombres
   French Guiana*,29.0,254,B R,2015-2020.1,2.30%,Hombres
   Guyana,0.0,328,B R,2015-2020.1,22.10%,Hombres
   Paraguay,0.0,600,B R,2015-2020.1,1.70%,Hombres
   Peru,0.0,604,B R,2015-2020.1,39.10%,Hombres
   Suriname,0.0,740,C R,2015-2020.1,2.20%,Hombres
   Uruguay,0.0,858,B R,2015-2020.1,7.10%,Hombres
   Venezuela (Bolivarian Republic of),0.0,862,B R,2015-2020.1,-1.50%,Hombres
   Bermuda*,30.0,60,B,2015-2020.1,0.60%,Hombres
   Canada,0.0,124,B,2015-2020.1,1.60%,Hombres
   Greenland*,31.0,304,B,2015-2020.1,-0.70%,Hombres
   Saint Pierre and Miquelon*,32.0,666,B,2015-2020.1,0.30%,Hombres
   United States of America*,33.0,840,B,2015-2020.1,0.90%,Hombres
   Australia*,0.0,36,B,2015-2020.1,2.60%,Hombres
   New Zealand*,34.0,554,B,2015-2020.1,5.70%,Hombres
   Fiji,0.0,242,B R,2015-2020.1,0.50%,Hombres
   New Caledonia*,0.0,540,B,2015-2020.1,1.10%,Hombres
   Papua New Guinea,0.0,598,C R,2015-2020.1,0.20%,Hombres
   Solomon Islands,0.0,90,B R,2015-2020.1,-0.50%,Hombres
   Vanuatu,0.0,548,B R,2015-2020.1,0.40%,Hombres
   Guam*,35.0,316,B,2015-2020.1,1.10%,Hombres
   Kiribati,0.0,296,B,2015-2020.1,1.40%,Hombres
   Marshall Islands,0.0,584,B,2015-2020.1,0.10%,Hombres
   Micronesia (Fed. States of),0.0,583,B,2015-2020.1,0.60%,Hombres
   Nauru,0.0,520,C R,2015-2020.1,4.50%,Hombres
   Northern Mariana Islands*,36.0,580,B,2015-2020.1,0.20%,Hombres
   Palau,0.0,585,B,2015-2020.1,-0.70%,Hombres
   American Samoa*,0.0,16,B,2015-2020.1,0.10%,Hombres
   Cook Islands*,37.0,184,B R,2015-2020.1,1.80%,Hombres
   French Polynesia*,38.0,258,B R,2015-2020.1,0.00%,Hombres
   Niue*,39.0,570,B,2015-2020.1,0.00%,Hombres
   Samoa,0.0,882,B R,2015-2020.1,-1.10%,Hombres
   Tokelau*,40.0,772,B R,2015-2020.1,0.80%,Hombres
   Tonga,0.0,776,B R,2015-2020.1,-1.10%,Hombres
   Tuvalu,0.0,798,C,2015-2020.1,0.90%,Hombres
   Wallis and Futuna Islands*,41.0,876,B R,2015-2020.1,-0.10%,Hombres
   Burundi,0.0,108,B R,1990-1995.2,-5.20%,Mujeres
   Comoros,0.0,174,B,1990-1995.2,-0.10%,Mujeres
   Djibouti,0.0,262,B R,1990-1995.2,-4.10%,Mujeres
   Eritrea,0.0,232,I R,1990-1995.2,0.80%,Mujeres
   Ethiopia,0.0,231,B R,1990-1995.2,-7.20%,Mujeres
   Kenya,0.0,404,B R,1990-1995.2,15.50%,Mujeres
   Madagascar,0.0,450,C R,1990-1995.2,-2.60%,Mujeres
   Malawi,0.0,454,B R,1990-1995.2,-30.70%,Mujeres
   Mauritius*,0.0,480,C,1990-1995.2,16.70%,Mujeres
   Mayotte*,1.0,175,B R,1990-1995.2,11.80%,Mujeres
   Mozambique,0.0,508,B R,1990-1995.2,6.30%,Mujeres
   Réunion*,2.0,638,B,1990-1995.2,6.40%,Mujeres
   Rwanda,0.0,646,B R,1990-1995.2,5.80%,Mujeres
   Seychelles,0.0,690,B,1990-1995.2,6.80%,Mujeres
   Somalia,0.0,706,I R,1990-1995.2,-64.60%,Mujeres
   South Sudan,0.0,728,B R,1990-1995.2,0.00%,Mujeres
   Uganda,0.0,800,B R,1990-1995.2,2.70%,Mujeres
   United Republic of Tanzania*,0.0,834,B R,1990-1995.2,13.10%,Mujeres
   Zambia,0.0,894,B R,1990-1995.2,-2.70%,Mujeres
   Zimbabwe,0.0,716,B R,1990-1995.2,-8.10%,Mujeres
   Angola,0.0,24,B R,1990-1995.2,4.30%,Mujeres
   Cameroon,0.0,120,B R,1990-1995.2,-1.60%,Mujeres
   Central African Republic,0.0,140,C R,1990-1995.2,7.90%,Mujeres
   Chad,0.0,148,B R,1990-1995.2,3.80%,Mujeres
   Congo,0.0,178,B R,1990-1995.2,7.70%,Mujeres
   Democratic Republic of the Congo,0.0,180,B R,1990-1995.2,17.00%,Mujeres
   Equatorial Guinea,0.0,226,C,1990-1995.2,5.70%,Mujeres
   Gabon,0.0,266,C R,1990-1995.2,5.80%,Mujeres
   Sao Tome and Principe,0.0,678,C,1990-1995.2,-1.90%,Mujeres
   Algeria,0.0,12,B R,1990-1995.2,-0.90%,Mujeres
   Egypt,0.0,818,B R,1990-1995.2,-0.90%,Mujeres
   Libya,0.0,434,C R,1990-1995.2,-0.70%,Mujeres
   Morocco,0.0,504,C R,1990-1995.2,-1.40%,Mujeres
   Sudan,3.0,729,B R,1990-1995.2,-5.80%,Mujeres
   Tunisia,0.0,788,C R,1990-1995.2,-0.30%,Mujeres
   Western Sahara,0.0,732,I,1990-1995.2,1.80%,Mujeres
   Botswana,0.0,72,B R,1990-1995.2,8.50%,Mujeres
   Eswatini,0.0,748,B R,1990-1995.2,-15.10%,Mujeres
   Lesotho,0.0,426,C R,1990-1995.2,-3.00%,Mujeres
   Namibia,0.0,516,B R,1990-1995.2,-1.00%,Mujeres
   South Africa,0.0,710,B R,1990-1995.2,-2.60%,Mujeres
   Benin,0.0,204,C B R,1990-1995.2,6.10%,Mujeres
   Burkina Faso,0.0,854,B R,1990-1995.2,5.60%,Mujeres
   Cabo Verde,0.0,132,B R,1990-1995.2,1.60%,Mujeres
   Côte d'Ivoire,0.0,384,C B R,1990-1995.2,2.80%,Mujeres
   Gambia,0.0,270,B R,1990-1995.2,5.70%,Mujeres
   Ghana,0.0,288,B R,1990-1995.2,8.50%,Mujeres
   Guinea,0.0,324,C B R,1990-1995.2,13.00%,Mujeres
   Guinea-Bissau,0.0,624,B R,1990-1995.2,12.20%,Mujeres
   Liberia,0.0,430,B R,1990-1995.2,17.20%,Mujeres
   Mali,0.0,466,B R,1990-1995.2,1.60%,Mujeres
   Mauritania,0.0,478,C R,1990-1995.2,-4.80%,Mujeres
   Niger,0.0,562,B R,1990-1995.2,4.70%,Mujeres
   Nigeria,0.0,566,C R,1990-1995.2,0.40%,Mujeres
   Saint Helena*,4.0,654,C,1990-1995.2,-7.40%,Mujeres
   Senegal,0.0,686,B R,1990-1995.2,1.30%,Mujeres
   Sierra Leone,0.0,694,B R,1990-1995.2,-16.90%,Mujeres
   Togo,0.0,768,C R,1990-1995.2,3.90%,Mujeres
   Kazakhstan,0.0,398,B R,1990-1995.2,-2.10%,Mujeres
   Kyrgyzstan,0.0,417,B R,1990-1995.2,-3.70%,Mujeres
   Tajikistan,0.0,762,B R,1990-1995.2,-4.10%,Mujeres
   Turkmenistan,0.0,795,B R,1990-1995.2,-3.90%,Mujeres
   Uzbekistan,0.0,860,B R,1990-1995.2,-1.70%,Mujeres
   China*,0.0,156,C,1990-1995.2,3.50%,Mujeres
"   China, Hong Kong SAR*",0.0,344,B R,1990-1995.2,3.00%,Mujeres
"   China, Macao SAR*",0.0,446,B,1990-1995.2,2.20%,Mujeres
   Dem. People's Republic of Korea,0.0,408,I,1990-1995.2,1.00%,Mujeres
   Japan,0.0,392,C,1990-1995.2,4.80%,Mujeres
   Mongolia,0.0,496,C R,1990-1995.2,1.00%,Mujeres
   Republic of Korea,0.0,410,C R,1990-1995.2,20.70%,Mujeres
   Brunei Darussalam,0.0,96,B,1990-1995.2,3.30%,Mujeres
   Cambodia,0.0,116,B R,1990-1995.2,17.80%,Mujeres
   Indonesia,0.0,360,B R,1990-1995.2,-4.60%,Mujeres
   Lao People's Democratic Republic,0.0,418,C R,1990-1995.2,0.50%,Mujeres
   Malaysia*,0.0,458,C R,1990-1995.2,6.50%,Mujeres
   Myanmar,0.0,104,C,1990-1995.2,-3.20%,Mujeres
   Philippines,0.0,608,C R,1990-1995.2,6.30%,Mujeres
   Singapore,0.0,702,B,1990-1995.2,6.80%,Mujeres
   Thailand,0.0,764,B R,1990-1995.2,8.90%,Mujeres
   Timor-Leste,0.0,626,B R,1990-1995.2,2.00%,Mujeres
   Viet Nam,0.0,704,C R,1990-1995.2,11.60%,Mujeres
   Afghanistan,0.0,4,B R,1990-1995.2,5.10%,Mujeres
   Bangladesh,0.0,50,B R,1990-1995.2,1.20%,Mujeres
   Bhutan,0.0,64,B,1990-1995.2,3.20%,Mujeres
   India,0.0,356,B R,1990-1995.2,-1.60%,Mujeres
   Iran (Islamic Republic of),0.0,364,C R,1990-1995.2,-7.40%,Mujeres
   Maldives,0.0,462,C,1990-1995.2,17.20%,Mujeres
   Nepal,0.0,524,B R,1990-1995.2,8.80%,Mujeres
   Pakistan,0.0,586,B R,1990-1995.2,-10.80%,Mujeres
   Sri Lanka,0.0,144,B R,1990-1995.2,0.00%,Mujeres
   Armenia,0.0,51,B R,1990-1995.2,1.00%,Mujeres
   Azerbaijan*,0.0,31,B R,1990-1995.2,-0.80%,Mujeres
   Bahrain,0.0,48,C R,1990-1995.2,4.00%,Mujeres
   Cyprus*,0.0,196,B,1990-1995.2,7.70%,Mujeres
   Georgia*,0.0,268,B R,1990-1995.2,-13.90%,Mujeres
   Iraq,0.0,368,C R,1990-1995.2,22.20%,Mujeres
   Israel,0.0,376,B R,1990-1995.2,2.20%,Mujeres
   Jordan,0.0,400,C R,1990-1995.2,5.90%,Mujeres
   Kuwait,0.0,414,C R,1990-1995.2,-4.80%,Mujeres
   Lebanon,0.0,422,B R,1990-1995.2,3.00%,Mujeres
   Oman,0.0,512,C R,1990-1995.2,13.70%,Mujeres
   Qatar,0.0,634,C,1990-1995.2,1.80%,Mujeres
   Saudi Arabia,0.0,682,C R,1990-1995.2,0.40%,Mujeres
   State of Palestine*,5.0,275,B,1990-1995.2,-0.40%,Mujeres
   Syrian Arab Republic,0.0,760,C R,1990-1995.2,3.00%,Mujeres
   Turkey,0.0,792,B R,1990-1995.2,1.20%,Mujeres
   United Arab Emirates,0.0,784,C R,1990-1995.2,6.30%,Mujeres
   Yemen,0.0,887,C R,1990-1995.2,2.50%,Mujeres
   Belarus,0.0,112,B,1990-1995.2,-1.00%,Mujeres
   Bulgaria,0.0,100,B,1990-1995.2,8.20%,Mujeres
   Czechia,0.0,203,C,1990-1995.2,7.50%,Mujeres
   Hungary,0.0,348,B,1990-1995.2,-1.80%,Mujeres
   Poland,0.0,616,B,1990-1995.2,-2.80%,Mujeres
   Republic of Moldova*,0.0,498,B,1990-1995.2,-7.40%,Mujeres
   Romania,0.0,642,B,1990-1995.2,-1.00%,Mujeres
   Russian Federation,0.0,643,B,1990-1995.2,0.50%,Mujeres
   Slovakia,0.0,703,B,1990-1995.2,10.40%,Mujeres
   Ukraine*,0.0,804,B,1990-1995.2,-2.20%,Mujeres
   Channel Islands*,6.0,830,B,1990-1995.2,-0.40%,Mujeres
   Denmark*,7.0,208,B,1990-1995.2,5.10%,Mujeres
   Estonia,0.0,233,B,1990-1995.2,-3.20%,Mujeres
   Faroe Islands*,8.0,234,B,1990-1995.2,-6.60%,Mujeres
   Finland*,0.0,246,B,1990-1995.2,9.30%,Mujeres
   Iceland,0.0,352,B,1990-1995.2,5.50%,Mujeres
   Ireland,0.0,372,B,1990-1995.2,0.50%,Mujeres
   Isle of Man*,9.0,833,B,1990-1995.2,1.00%,Mujeres
   Latvia,0.0,428,B,1990-1995.2,-3.10%,Mujeres
   Lithuania,0.0,440,B,1990-1995.2,-4.80%,Mujeres
   Norway*,0.0,578,B,1990-1995.2,4.40%,Mujeres
   Sweden,0.0,752,B,1990-1995.2,3.60%,Mujeres
   United Kingdom*,10.0,826,B,1990-1995.2,2.80%,Mujeres
   Albania,0.0,8,B,1990-1995.2,1.40%,Mujeres
   Andorra,0.0,20,C,1990-1995.2,2.80%,Mujeres
   Bosnia and Herzegovina,0.0,70,I R,1990-1995.2,4.20%,Mujeres
   Croatia,0.0,191,B,1990-1995.2,7.00%,Mujeres
   Gibraltar*,11.0,292,B,1990-1995.2,0.00%,Mujeres
   Greece,0.0,300,B,1990-1995.2,7.20%,Mujeres
   Holy See*,0.0,336,I,1990-1995.2,0.70%,Mujeres
   Italy,0.0,380,B,1990-1995.2,4.10%,Mujeres
   Malta,0.0,470,B,1990-1995.2,3.00%,Mujeres
   Montenegro,0.0,499,B,1990-1995.2,0.00%,Mujeres
   North Macedonia,0.0,807,B,1990-1995.2,2.80%,Mujeres
   Portugal,0.0,620,B,1990-1995.2,3.80%,Mujeres
   San Marino,0.0,674,C,1990-1995.2,1.70%,Mujeres
   Serbia*,0.0,688,B,1990-1995.2,44.30%,Mujeres
   Slovenia,0.0,705,B,1990-1995.2,-1.00%,Mujeres
   Spain*,0.0,724,B,1990-1995.2,3.80%,Mujeres
   Austria,0.0,40,B,1990-1995.2,2.10%,Mujeres
   Belgium,0.0,56,B,1990-1995.2,0.30%,Mujeres
   France*,12.0,250,B,1990-1995.2,1.00%,Mujeres
   Germany,0.0,276,B,1990-1995.2,6.00%,Mujeres
   Liechtenstein,0.0,438,B,1990-1995.2,4.60%,Mujeres
   Luxembourg,0.0,442,B,1990-1995.2,2.00%,Mujeres
   Monaco,0.0,492,B,1990-1995.2,0.40%,Mujeres
   Netherlands*,13.0,528,B,1990-1995.2,2.80%,Mujeres
   Switzerland,0.0,756,B,1990-1995.2,0.50%,Mujeres
   Anguilla*,14.0,660,B R,1990-1995.2,5.60%,Mujeres
   Antigua and Barbuda,0.0,28,B R,1990-1995.2,8.40%,Mujeres
   Aruba*,15.0,533,B R,1990-1995.2,8.60%,Mujeres
   Bahamas,0.0,44,B R,1990-1995.2,2.90%,Mujeres
   Barbados,0.0,52,B R,1990-1995.2,1.40%,Mujeres
"   Bonaire, Sint Eustatius and Saba*",16.0,535,B,1990-1995.2,0.00%,Mujeres
   British Virgin Islands*,18.0,92,B R,1990-1995.2,5.00%,Mujeres
   Cayman Islands*,19.0,136,C R,1990-1995.2,5.80%,Mujeres
   Cuba,0.0,192,B,1990-1995.2,-4.70%,Mujeres
   Curaçao*,20.0,531,B R,1990-1995.2,0.00%,Mujeres
   Dominica,0.0,212,B,1990-1995.2,4.30%,Mujeres
   Dominican Republic,0.0,214,B R,1990-1995.2,2.60%,Mujeres
   Grenada,0.0,308,B,1990-1995.2,5.20%,Mujeres
   Guadeloupe*,21.0,312,B,1990-1995.2,2.90%,Mujeres
   Haiti,0.0,332,B R,1990-1995.2,-1.00%,Mujeres
   Jamaica,0.0,388,B R,1990-1995.2,1.80%,Mujeres
   Martinique*,22.0,474,B R,1990-1995.2,4.30%,Mujeres
   Montserrat*,23.0,500,B,1990-1995.2,-4.50%,Mujeres
   Puerto Rico*,24.0,630,B,1990-1995.2,1.00%,Mujeres
   Saint Kitts and Nevis,0.0,659,B R,1990-1995.2,5.40%,Mujeres
   Saint Lucia,0.0,662,B R,1990-1995.2,5.80%,Mujeres
   Saint Vincent and the Grenadines,0.0,670,B R,1990-1995.2,0.80%,Mujeres
   Sint Maarten (Dutch part)*,25.0,534,B R,1990-1995.2,0.00%,Mujeres
   Trinidad and Tobago,0.0,780,B R,1990-1995.2,-1.90%,Mujeres
   Turks and Caicos Islands*,26.0,796,B R,1990-1995.2,6.60%,Mujeres
   United States Virgin Islands*,27.0,850,B,1990-1995.2,1.00%,Mujeres
   Belize,0.0,84,B R ,1990-1995.2,2.60%,Mujeres
   Costa Rica,0.0,188,B R,1990-1995.2,-2.70%,Mujeres
   El Salvador,0.0,222,B R,1990-1995.2,-3.60%,Mujeres
   Guatemala,0.0,320,B R,1990-1995.2,-10.60%,Mujeres
   Honduras,0.0,340,B R,1990-1995.2,-11.90%,Mujeres
   Mexico,0.0,484,B R,1990-1995.2,-8.30%,Mujeres
   Nicaragua,0.0,558,B R,1990-1995.2,-8.80%,Mujeres
   Panama,0.0,591,B R,1990-1995.2,2.80%,Mujeres
   Argentina,0.0,32,B R,1990-1995.2,-0.50%,Mujeres
   Bolivia (Plurinational State of),0.0,68,B R,1990-1995.2,2.40%,Mujeres
   Brazil,0.0,76,B R,1990-1995.2,-1.50%,Mujeres
   Chile,0.0,152,B,1990-1995.2,6.40%,Mujeres
   Colombia,0.0,170,B,1990-1995.2,0.40%,Mujeres
   Ecuador,0.0,218,B R,1990-1995.2,7.10%,Mujeres
   Falkland Islands (Malvinas)*,28.0,238,B,1990-1995.2,-0.50%,Mujeres
   French Guiana*,29.0,254,B R,1990-1995.2,2.90%,Mujeres
   Guyana,0.0,328,B R,1990-1995.2,8.80%,Mujeres
   Paraguay,0.0,600,B R,1990-1995.2,-1.00%,Mujeres
   Peru,0.0,604,B R,1990-1995.2,0.30%,Mujeres
   Suriname,0.0,740,C R,1990-1995.2,4.10%,Mujeres
   Uruguay,0.0,858,B R,1990-1995.2,-0.90%,Mujeres
   Venezuela (Bolivarian Republic of),0.0,862,B R,1990-1995.2,0.00%,Mujeres
   Bermuda*,30.0,60,B,1990-1995.2,1.20%,Mujeres
   Canada,0.0,124,B,1990-1995.2,2.40%,Mujeres
   Greenland*,31.0,304,B,1990-1995.2,-4.50%,Mujeres
   Saint Pierre and Miquelon*,32.0,666,B,1990-1995.2,3.40%,Mujeres
   United States of America*,33.0,840,B,1990-1995.2,3.90%,Mujeres
