"Region, development group, country or area",Notes,Location code,Type of data,Year,Numero de Migrantes,Género
   Croatia,0,191,B,2000M,13.5,Mujeres
   Gibraltar*,11.0,292,B,2000M,0.0,Mujeres
   Greece,0,300,B,2000M,9.9,Mujeres
   Holy See*,0,336,I,2000M,0.0,Mujeres
   Italy,0,380,B,2000M,3.9,Mujeres
   Malta,0,470,B,2000M,5.7,Mujeres
   Montenegro,0,499,B,2000M,0.0,Mujeres
   North Macedonia,0,807,B,2000M,7.2,Mujeres
   Portugal,0,620,B,2000M,6.2,Mujeres
   San Marino,0,674,C,2000M,0.0,Mujeres
   Serbia*,0,688,B,2000M,11.2,Mujeres
   Slovenia,0,705,B,2000M,9.8,Mujeres
   Spain*,0,724,B,2000M,3.9,Mujeres
  Western Europe,0,926,0,2000M,11.2,Mujeres
   Austria,0,40,B,2000M,12.5,Mujeres
   Belgium,0,56,B,2000M,12.0,Mujeres
   France*,12.0,250,B,2000M,10.5,Mujeres
   Germany,0,276,B,2000M,10.7,Mujeres
   Liechtenstein,0,438,B,2000M,0.0,Mujeres
   Luxembourg,0,442,B,2000M,31.8,Mujeres
   Monaco,0,492,B,2000M,0.0,Mujeres
   Netherlands*,13.0,528,B,2000M,9.8,Mujeres
   Switzerland,0,756,B,2000M,20.0,Mujeres
 LATIN AMERICA AND THE CARIBBEAN,0,904,0,2000M,1.2,Mujeres
  Caribbean,0,915,0,2000M,3.1,Mujeres
   Anguilla*,14.0,660,B R,2000M,0.0,Mujeres
   Antigua and Barbuda,0,28,B R,2000M,31.7,Mujeres
   Aruba*,15.0,533,B R,2000M,35.3,Mujeres
   Bahamas,0,44,B R,2000M,11.1,Mujeres
   Barbados,0,52,B R,2000M,11.4,Mujeres
"   Bonaire, Sint Eustatius and Saba*",16.0,535,B,2000M,0.0,Mujeres
   British Virgin Islands*,18.0,92,B R,2000M,0.0,Mujeres
   Cayman Islands*,19.0,136,C R,2000M,0.0,Mujeres
   Cuba,0,192,B,2000M,0.2,Mujeres
   Curaçao*,20.0,531,B R,2000M,0.0,Mujeres
   Dominica,0,212,B,2000M,0.0,Mujeres
   Dominican Republic,0,214,B R,2000M,3.3,Mujeres
   Grenada,0,308,B,2000M,6.7,Mujeres
   Guadeloupe*,21.0,312,B,2000M,19.9,Mujeres
   Haiti,0,332,B R,2000M,0.2,Mujeres
   Jamaica,0,388,B R,2000M,0.9,Mujeres
   Martinique*,22.0,474,B R,2000M,14.2,Mujeres
   Montserrat*,23.0,500,B,2000M,0.0,Mujeres
   Puerto Rico*,24.0,630,B,2000M,9.8,Mujeres
   Saint Barthélemy*,0,652,0,2000M,0.0,Mujeres
   Saint Kitts and Nevis,0,659,B R,2000M,0.0,Mujeres
   Saint Lucia,0,662,B R,2000M,6.1,Mujeres
   Saint Martin (French part)*,0,663,0,2000M,0.0,Mujeres
   Saint Vincent and the Grenadines,0,670,B R,2000M,4.1,Mujeres
   Sint Maarten (Dutch part)*,25.0,534,B R,2000M,0.0,Mujeres
   Trinidad and Tobago,0,780,B R,2000M,3.5,Mujeres
   Turks and Caicos Islands*,26.0,796,B R,2000M,0.0,Mujeres
   United States Virgin Islands*,27.0,850,B,2000M,53.1,Mujeres
  Central America,0,916,0,2000M,0.8,Mujeres
   Belize,0,84,B R ,2000M,14.5,Mujeres
   Costa Rica,0,188,B R,2000M,7.8,Mujeres
   El Salvador,0,222,B R,2000M,0.6,Mujeres
   Guatemala,0,320,B R,2000M,0.5,Mujeres
   Honduras,0,340,B R,2000M,0.4,Mujeres
   Mexico,0,484,B R,2000M,0.5,Mujeres
   Nicaragua,0,558,B R,2000M,0.6,Mujeres
   Panama,0,591,B R,2000M,2.7,Mujeres
  South America,0,931,0,2000M,1.2,Mujeres
   Argentina,0,32,B R,2000M,4.3,Mujeres
   Bolivia (Plurinational State of),0,68,B R,2000M,1.1,Mujeres
   Brazil,0,76,B R,2000M,0.4,Mujeres
   Chile,0,152,B,2000M,1.2,Mujeres
   Colombia,0,170,B,2000M,0.3,Mujeres
   Ecuador,0,218,B R,2000M,1.2,Mujeres
   Falkland Islands (Malvinas)*,28.0,238,B,2000M,0.0,Mujeres
   French Guiana*,29.0,254,B R,2000M,47.8,Mujeres
   Guyana,0,328,B R,2000M,1.1,Mujeres
   Paraguay,0,600,B R,2000M,3.2,Mujeres
   Peru,0,604,B R,2000M,0.3,Mujeres
   Suriname,0,740,C R,2000M,5.4,Mujeres
   Uruguay,0,858,B R,2000M,2.8,Mujeres
   Venezuela (Bolivarian Republic of),0,862,B R,2000M,4.2,Mujeres
 NORTHERN AMERICA,0,905,0,2000M,12.9,Mujeres
   Bermuda*,30.0,60,B,2000M,0.0,Mujeres
   Canada,0,124,B,2000M,18.5,Mujeres
   Greenland*,31.0,304,B,2000M,0.0,Mujeres
   Saint Pierre and Miquelon*,32.0,666,B,2000M,0.0,Mujeres
   United States of America*,33.0,840,B,2000M,12.2,Mujeres
 OCEANIA ,0,909,0,2000M,17.1,Mujeres
   Australia*,0,36,B,2000M,23.1,Mujeres
   New Zealand*,34.0,554,B,2000M,17.8,Mujeres
  Melanesia,0,928,0,2000M,1.2,Mujeres
   Fiji,0,242,B R,2000M,1.5,Mujeres
   New Caledonia*,0,540,B,2000M,21.1,Mujeres
   Papua New Guinea,0,598,C R,2000M,0.4,Mujeres
   Solomon Islands,0,90,B R,2000M,0.9,Mujeres
   Vanuatu,0,548,B R,2000M,1.4,Mujeres
  Micronesia,0,954,0,2000M,27.1,Mujeres
   Guam*,35.0,316,B,2000M,47.2,Mujeres
   Kiribati,0,296,B,2000M,2.6,Mujeres
   Marshall Islands,0,584,B,2000M,0.0,Mujeres
   Micronesia (Fed. States of),0,583,B,2000M,2.6,Mujeres
   Nauru,0,520,C R,2000M,0.0,Mujeres
   Northern Mariana Islands*,36.0,580,B,2000M,0.0,Mujeres
   Palau,0,585,B,2000M,0.0,Mujeres
  Polynesia*,0,957,0,2000M,10.8,Mujeres
   American Samoa*,0,16,B,2000M,0.0,Mujeres
   Cook Islands*,37.0,184,B R,2000M,0.0,Mujeres
   French Polynesia*,38.0,258,B R,2000M,10.9,Mujeres
   Niue*,39.0,570,B,2000M,0.0,Mujeres
   Samoa,0,882,B R,2000M,3.5,Mujeres
   Tokelau*,40.0,772,B R,2000M,0.0,Mujeres
   Tonga,0,776,B R,2000M,3.5,Mujeres
   Tuvalu,0,798,C,2000M,0.0,Mujeres
   Wallis and Futuna Islands*,41.0,876,B R,2000M,0.0,Mujeres
   Burundi,0,108,B R,2005M,2.6,Mujeres
   Comoros,0,174,B,2005M,2.3,Mujeres
   Djibouti,0,262,B R,2005M,10.5,Mujeres
   Eritrea,0,232,I R,2005M,0.5,Mujeres
   Ethiopia,0,231,B R,2005M,0.6,Mujeres
   Kenya,0,404,B R,2005M,2.0,Mujeres
   Madagascar,0,450,C R,2005M,0.1,Mujeres
   Malawi,0,454,B R,2005M,1.8,Mujeres
   Mauritius*,0,480,C,2005M,1.7,Mujeres
   Mayotte*,1.0,175,B R,2005M,35.2,Mujeres
   Mozambique,0,508,B R,2005M,1.3,Mujeres
   Réunion*,2.0,638,B,2005M,13.9,Mujeres
   Rwanda,0,646,B R,2005M,4.6,Mujeres
   Seychelles,0,690,B,2005M,7.2,Mujeres
   Somalia,0,706,I R,2005M,0.2,Mujeres
   South Sudan,0,728,B R,2005M,0.0,Mujeres
   Uganda,0,800,B R,2005M,2.1,Mujeres
   United Republic of Tanzania*,0,834,B R,2005M,1.5,Mujeres
   Zambia,0,894,B R,2005M,2.1,Mujeres
   Zimbabwe,0,716,B R,2005M,2.7,Mujeres
  Middle Africa,0,911,0,2005M,1.7,Mujeres
   Angola,0,24,B R,2005M,0.3,Mujeres
   Cameroon,0,120,B R,2005M,1.3,Mujeres
   Central African Republic,0,140,C R,2005M,2.2,Mujeres
   Chad,0,148,B R,2005M,3.8,Mujeres
   Congo,0,178,B R,2005M,8.0,Mujeres
   Democratic Republic of the Congo,0,180,B R,2005M,1.2,Mujeres
   Equatorial Guinea,0,226,C,2005M,0.9,Mujeres
   Gabon,0,266,C R,2005M,14.2,Mujeres
   Sao Tome and Principe,0,678,C,2005M,2.1,Mujeres
  Northern Africa,0,912,0,2005M,0.8,Mujeres
   Algeria,0,12,B R,2005M,0.5,Mujeres
   Egypt,0,818,B R,2005M,0.3,Mujeres
   Libya,0,434,C R,2005M,6.4,Mujeres
   Morocco,0,504,C R,2005M,0.2,Mujeres
   Sudan,3.0,729,B R,2005M,1.7,Mujeres
   Tunisia,0,788,C R,2005M,0.3,Mujeres
   Western Sahara,0,732,I,2005M,0.8,Mujeres
  Southern Africa,0,913,0,2005M,2.4,Mujeres
   Botswana,0,72,B R,2005M,3.8,Mujeres
   Eswatini,0,748,B R,2005M,3.0,Mujeres
   Lesotho,0,426,C R,2005M,0.3,Mujeres
   Namibia,0,516,B R,2005M,5.0,Mujeres
   South Africa,0,710,B R,2005M,2.3,Mujeres
  Western Africa,0,914,0,2005M,2.1,Mujeres
   Benin,0,204,C B R,2005M,3.1,Mujeres
   Burkina Faso,0,854,B R,2005M,4.6,Mujeres
   Cabo Verde,0,132,B R,2005M,2.6,Mujeres
   Côte d'Ivoire,0,384,C B R,2005M,11.3,Mujeres
   Gambia,0,270,B R,2005M,11.0,Mujeres
   Ghana,0,288,B R,2005M,1.4,Mujeres
   Guinea,0,324,C B R,2005M,2.5,Mujeres
   Guinea-Bissau,0,624,B R,2005M,1.5,Mujeres
   Liberia,0,430,B R,2005M,2.2,Mujeres
   Mali,0,466,B R,2005M,2.0,Mujeres
   Mauritania,0,478,C R,2005M,1.7,Mujeres
   Niger,0,562,B R,2005M,1.0,Mujeres
   Nigeria,0,566,C R,2005M,0.6,Mujeres
   Saint Helena*,4.0,654,C,2005M,0.0,Mujeres
   Senegal,0,686,B R,2005M,2.0,Mujeres
   Sierra Leone,0,694,B R,2005M,2.4,Mujeres
   Togo,0,768,C R,2005M,3.6,Mujeres
 ASIA,0,935,0,2005M,1.2,Mujeres
  Central Asia,0,5500,0,2005M,9.5,Mujeres
   Kazakhstan,0,398,B R,2005M,20.4,Mujeres
   Kyrgyzstan,0,417,B R,2005M,7.1,Mujeres
   Tajikistan,0,762,B R,2005M,4.7,Mujeres
   Turkmenistan,0,795,B R,2005M,4.6,Mujeres
   Uzbekistan,0,860,B R,2005M,5.6,Mujeres
  Eastern Asia,0,906,0,2005M,0.4,Mujeres
   China*,0,156,C,2005M,0.0,Mujeres
"   China, Hong Kong SAR*",0,344,B R,2005M,43.7,Mujeres
"   China, Macao SAR*",0,446,B,2005M,58.8,Mujeres
"   China, Taiwan Province of China*",0,158,0,2005M,0.0,Mujeres
   Dem. People's Republic of Korea,0,408,I,2005M,0.2,Mujeres
   Japan,0,392,C,2005M,1.7,Mujeres
   Mongolia,0,496,C R,2005M,0.3,Mujeres
   Republic of Korea,0,410,C R,2005M,0.8,Mujeres
  South-Eastern Asia,0,920,0,2005M,1.2,Mujeres
   Brunei Darussalam,0,96,B,2005M,24.2,Mujeres
   Cambodia,0,116,B R,2005M,0.8,Mujeres
   Indonesia,0,360,B R,2005M,0.1,Mujeres
   Lao People's Democratic Republic,0,418,C R,2005M,0.3,Mujeres
   Malaysia*,0,458,C R,2005M,6.3,Mujeres
   Myanmar,0,104,C,2005M,0.2,Mujeres
   Philippines,0,608,C R,2005M,0.3,Mujeres
   Singapore,0,702,B,2005M,45.1,Mujeres
   Thailand,0,764,B R,2005M,3.3,Mujeres
   Timor-Leste,0,626,B R,2005M,1.2,Mujeres
   Viet Nam,0,704,C R,2005M,0.0,Mujeres
  Southern Asia,0,5501,0,2005M,0.9,Mujeres
   Afghanistan,0,4,B R,2005M,0.3,Mujeres
   Bangladesh,0,50,B R,2005M,0.7,Mujeres
   Bhutan,0,64,B,2005M,2.4,Mujeres
   India,0,356,B R,2005M,0.5,Mujeres
   Iran (Islamic Republic of),0,364,C R,2005M,3.4,Mujeres
   Maldives,0,462,C,2005M,11.8,Mujeres
   Nepal,0,524,B R,2005M,3.4,Mujeres
   Pakistan,0,586,B R,2005M,1.9,Mujeres
   Sri Lanka,0,144,B R,2005M,0.2,Mujeres
  Western Asia,0,922,0,2005M,8.2,Mujeres
   Armenia,0,51,B R,2005M,17.6,Mujeres
   Azerbaijan*,0,31,B R,2005M,3.8,Mujeres
   Bahrain,0,48,C R,2005M,32.5,Mujeres
   Cyprus*,0,196,B,2005M,13.7,Mujeres
   Georgia*,0,268,B R,2005M,1.8,Mujeres
   Iraq,0,368,C R,2005M,0.4,Mujeres
   Israel,0,376,B R,2005M,30.9,Mujeres
   Jordan,0,400,C R,2005M,38.7,Mujeres
   Kuwait,0,414,C R,2005M,44.6,Mujeres
   Lebanon,0,422,B R,2005M,15.6,Mujeres
   Oman,0,512,C R,2005M,12.7,Mujeres
   Qatar,0,634,C,2005M,52.6,Mujeres
   Saudi Arabia,0,682,C R,2005M,19.3,Mujeres
   State of Palestine*,5.0,275,B,2005M,8.5,Mujeres
   Syrian Arab Republic,0,760,C R,2005M,4.8,Mujeres
   Turkey,0,792,B R,2005M,2.0,Mujeres
   United Arab Emirates,0,784,C R,2005M,65.7,Mujeres
   Yemen,0,887,C R,2005M,0.7,Mujeres
 EUROPE,0,908,0,2005M,8.7,Mujeres
  Eastern Europe,0,923,0,2005M,6.6,Mujeres
   Belarus,0,112,B,2005M,11.8,Mujeres
   Bulgaria,0,100,B,2005M,0.9,Mujeres
   Czechia,0,203,C,2005M,2.7,Mujeres
   Hungary,0,348,B,2005M,3.6,Mujeres
   Poland,0,616,B,2005M,2.1,Mujeres
   Republic of Moldova*,0,498,B,2005M,4.8,Mujeres
   Romania,0,642,B,2005M,0.7,Mujeres
   Russian Federation,0,643,B,2005M,7.6,Mujeres
   Slovakia,0,703,B,2005M,2.6,Mujeres
   Ukraine*,0,804,B,2005M,11.5,Mujeres
  Northern Europe,0,924,0,2005M,10.2,Mujeres
   Channel Islands*,6.0,830,B,2005M,48.3,Mujeres
   Denmark*,7.0,208,B,2005M,8.3,Mujeres
   Estonia,0,233,B,2005M,19.2,Mujeres
   Faroe Islands*,8.0,234,B,2005M,0.0,Mujeres
   Finland*,0,246,B,2005M,3.6,Mujeres
   Iceland,0,352,B,2005M,8.9,Mujeres
   Ireland,0,372,B,2005M,13.5,Mujeres
   Isle of Man*,9.0,833,B,2005M,0.0,Mujeres
   Latvia,0,428,B,2005M,18.2,Mujeres
   Lithuania,0,440,B,2005M,6.0,Mujeres
   Norway*,0,578,B,2005M,7.9,Mujeres
   Sweden,0,752,B,2005M,12.9,Mujeres
   United Kingdom*,10.0,826,B,2005M,10.1,Mujeres
  Southern Europe,0,925,0,2005M,8.0,Mujeres
   Albania,0,8,B,2005M,2.1,Mujeres
   Andorra,0,20,C,2005M,0.0,Mujeres
   Bosnia and Herzegovina,0,70,I R,2005M,1.3,Mujeres
   Croatia,0,191,B,2005M,13.6,Mujeres
   Gibraltar*,11.0,292,B,2005M,0.0,Mujeres
   Greece,0,300,B,2005M,10.6,Mujeres
   Holy See*,0,336,I,2005M,0.0,Mujeres
   Italy,0,380,B,2005M,7.1,Mujeres
   Malta,0,470,B,2005M,6.2,Mujeres
   Montenegro,0,499,B,2005M,0.0,Mujeres
   North Macedonia,0,807,B,2005M,7.2,Mujeres
   Portugal,0,620,B,2005M,7.3,Mujeres
   San Marino,0,674,C,2005M,0.0,Mujeres
   Serbia*,0,688,B,2005M,10.1,Mujeres
   Slovenia,0,705,B,2005M,9.9,Mujeres
   Spain*,0,724,B,2005M,8.8,Mujeres
  Western Europe,0,926,0,2005M,11.8,Mujeres
   Austria,0,40,B,2005M,13.9,Mujeres
   Belgium,0,56,B,2005M,11.7,Mujeres
   France*,12.0,250,B,2005M,10.9,Mujeres
   Germany,0,276,B,2005M,11.3,Mujeres
   Liechtenstein,0,438,B,2005M,0.0,Mujeres
   Luxembourg,0,442,B,2005M,32.6,Mujeres
   Monaco,0,492,B,2005M,0.0,Mujeres
   Netherlands*,13.0,528,B,2005M,10.8,Mujeres
   Switzerland,0,756,B,2005M,23.4,Mujeres
 LATIN AMERICA AND THE CARIBBEAN,0,904,0,2005M,1.3,Mujeres
  Caribbean,0,915,0,2005M,3.1,Mujeres
   Anguilla*,14.0,660,B R,2005M,0.0,Mujeres
   Antigua and Barbuda,0,28,B R,2005M,32.0,Mujeres
   Aruba*,15.0,533,B R,2005M,34.3,Mujeres
   Bahamas,0,44,B R,2005M,13.1,Mujeres
   Barbados,0,52,B R,2005M,11.9,Mujeres
"   Bonaire, Sint Eustatius and Saba*",16.0,535,B,2005M,0.0,Mujeres
   British Virgin Islands*,18.0,92,B R,2005M,0.0,Mujeres
   Cayman Islands*,19.0,136,C R,2005M,0.0,Mujeres
   Cuba,0,192,B,2005M,0.1,Mujeres
   Curaçao*,20.0,531,B R,2005M,0.0,Mujeres
   Dominica,0,212,B,2005M,0.0,Mujeres
   Dominican Republic,0,214,B R,2005M,3.3,Mujeres
   Grenada,0,308,B,2005M,6.7,Mujeres
   Guadeloupe*,21.0,312,B,2005M,22.5,Mujeres
   Haiti,0,332,B R,2005M,0.2,Mujeres
   Jamaica,0,388,B R,2005M,0.9,Mujeres
   Martinique*,22.0,474,B R,2005M,14.7,Mujeres
   Montserrat*,23.0,500,B,2005M,0.0,Mujeres
   Puerto Rico*,24.0,630,B,2005M,9.8,Mujeres
   Saint Barthélemy*,0,652,0,2005M,0.0,Mujeres
   Saint Kitts and Nevis,0,659,B R,2005M,0.0,Mujeres
   Saint Lucia,0,662,B R,2005M,6.0,Mujeres
   Saint Martin (French part)*,0,663,0,2005M,0.0,Mujeres
   Saint Vincent and the Grenadines,0,670,B R,2005M,4.2,Mujeres
   Sint Maarten (Dutch part)*,25.0,534,B R,2005M,0.0,Mujeres
   Trinidad and Tobago,0,780,B R,2005M,3.7,Mujeres
   Turks and Caicos Islands*,26.0,796,B R,2005M,0.0,Mujeres
   United States Virgin Islands*,27.0,850,B,2005M,53.7,Mujeres
  Central America,0,916,0,2005M,0.9,Mujeres
   Belize,0,84,B R ,2005M,14.4,Mujeres
   Costa Rica,0,188,B R,2005M,8.5,Mujeres
   El Salvador,0,222,B R,2005M,0.6,Mujeres
   Guatemala,0,320,B R,2005M,0.5,Mujeres
   Honduras,0,340,B R,2005M,0.4,Mujeres
   Mexico,0,484,B R,2005M,0.7,Mujeres
   Nicaragua,0,558,B R,2005M,0.6,Mujeres
   Panama,0,591,B R,2005M,3.3,Mujeres
  South America,0,931,0,2005M,1.2,Mujeres
   Argentina,0,32,B R,2005M,4.5,Mujeres
   Bolivia (Plurinational State of),0,68,B R,2005M,1.1,Mujeres
   Brazil,0,76,B R,2005M,0.3,Mujeres
   Chile,0,152,B,2005M,1.8,Mujeres
   Colombia,0,170,B,2005M,0.2,Mujeres
   Ecuador,0,218,B R,2005M,1.3,Mujeres
   Falkland Islands (Malvinas)*,28.0,238,B,2005M,0.0,Mujeres
   French Guiana*,29.0,254,B R,2005M,42.7,Mujeres
   Guyana,0,328,B R,2005M,1.4,Mujeres
   Paraguay,0,600,B R,2005M,2.8,Mujeres
   Peru,0,604,B R,2005M,0.3,Mujeres
   Suriname,0,740,C R,2005M,6.2,Mujeres
   Uruguay,0,858,B R,2005M,2.6,Mujeres
   Venezuela (Bolivarian Republic of),0,862,B R,2005M,4.1,Mujeres
 NORTHERN AMERICA,0,905,0,2005M,13.8,Mujeres
   Bermuda*,30.0,60,B,2005M,0.0,Mujeres
   Canada,0,124,B,2005M,19.5,Mujeres
   Greenland*,31.0,304,B,2005M,0.0,Mujeres
   Saint Pierre and Miquelon*,32.0,666,B,2005M,0.0,Mujeres
   United States of America*,33.0,840,B,2005M,13.1,Mujeres
 OCEANIA ,0,909,0,2005M,18.0,Mujeres
   Australia*,0,36,B,2005M,24.3,Mujeres
   New Zealand*,34.0,554,B,2005M,20.5,Mujeres
  Melanesia,0,928,0,2005M,1.1,Mujeres
   Fiji,0,242,B R,2005M,1.5,Mujeres
   New Caledonia*,0,540,B,2005M,21.7,Mujeres
   Papua New Guinea,0,598,C R,2005M,0.4,Mujeres
   Solomon Islands,0,90,B R,2005M,0.6,Mujeres
   Vanuatu,0,548,B R,2005M,1.4,Mujeres
  Micronesia,0,954,0,2005M,26.2,Mujeres
   Guam*,35.0,316,B,2005M,46.5,Mujeres
   Kiribati,0,296,B,2005M,2.5,Mujeres
   Marshall Islands,0,584,B,2005M,0.0,Mujeres
   Micronesia (Fed. States of),0,583,B,2005M,2.6,Mujeres
   Nauru,0,520,C R,2005M,0.0,Mujeres
   Northern Mariana Islands*,36.0,580,B,2005M,0.0,Mujeres
   Palau,0,585,B,2005M,0.0,Mujeres
  Polynesia*,0,957,0,2005M,10.7,Mujeres
   American Samoa*,0,16,B,2005M,0.0,Mujeres
   Cook Islands*,37.0,184,B R,2005M,0.0,Mujeres
   French Polynesia*,38.0,258,B R,2005M,11.0,Mujeres
   Niue*,39.0,570,B,2005M,0.0,Mujeres
   Samoa,0,882,B R,2005M,3.2,Mujeres
   Tokelau*,40.0,772,B R,2005M,0.0,Mujeres
   Tonga,0,776,B R,2005M,3.9,Mujeres
   Tuvalu,0,798,C,2005M,0.0,Mujeres
   Wallis and Futuna Islands*,41.0,876,B R,2005M,0.0,Mujeres
   Burundi,0,108,B R,2010M,2.9,Mujeres
   Comoros,0,174,B,2010M,1.9,Mujeres
   Djibouti,0,262,B R,2010M,12.4,Mujeres
   Eritrea,0,232,I R,2010M,0.4,Mujeres
   Ethiopia,0,231,B R,2010M,0.6,Mujeres
   Kenya,0,404,B R,2010M,2.3,Mujeres
   Madagascar,0,450,C R,2010M,0.1,Mujeres
   Malawi,0,454,B R,2010M,1.5,Mujeres
   Mauritius*,0,480,C,2010M,1.9,Mujeres
   Mayotte*,1.0,175,B R,2010M,35.9,Mujeres
   Mozambique,0,508,B R,2010M,1.3,Mujeres
   Réunion*,2.0,638,B,2010M,14.1,Mujeres
   Rwanda,0,646,B R,2010M,4.2,Mujeres
   Seychelles,0,690,B,2010M,8.2,Mujeres
   Somalia,0,706,I R,2010M,0.4,Mujeres
   South Sudan,0,728,B R,2010M,2.3,Mujeres
   Uganda,0,800,B R,2010M,1.5,Mujeres
   United Republic of Tanzania*,0,834,B R,2010M,0.7,Mujeres
   Zambia,0,894,B R,2010M,1.1,Mujeres
   Zimbabwe,0,716,B R,2010M,2.6,Mujeres
  Middle Africa,0,911,0,2010M,1.8,Mujeres
   Angola,0,24,B R,2010M,1.5,Mujeres
   Cameroon,0,120,B R,2010M,1.3,Mujeres
   Central African Republic,0,140,C R,2010M,2.0,Mujeres
   Chad,0,148,B R,2010M,3.8,Mujeres
   Congo,0,178,B R,2010M,9.0,Mujeres
   Democratic Republic of the Congo,0,180,B R,2010M,0.9,Mujeres
   Equatorial Guinea,0,226,C,2010M,0.9,Mujeres
   Gabon,0,266,C R,2010M,14.0,Mujeres
   Sao Tome and Principe,0,678,C,2010M,1.5,Mujeres
  Northern Africa,0,912,0,2010M,0.8,Mujeres
   Algeria,0,12,B R,2010M,0.6,Mujeres
   Egypt,0,818,B R,2010M,0.3,Mujeres
   Libya,0,434,C R,2010M,6.5,Mujeres
   Morocco,0,504,C R,2010M,0.2,Mujeres
   Sudan,3.0,729,B R,2010M,1.8,Mujeres
   Tunisia,0,788,C R,2010M,0.4,Mujeres
   Western Sahara,0,732,I,2010M,0.8,Mujeres
  Southern Africa,0,913,0,2010M,3.4,Mujeres
   Botswana,0,72,B R,2010M,4.0,Mujeres
   Eswatini,0,748,B R,2010M,2.8,Mujeres
   Lesotho,0,426,C R,2010M,0.3,Mujeres
   Namibia,0,516,B R,2010M,4.4,Mujeres
   South Africa,0,710,B R,2010M,3.4,Mujeres
  Western Africa,0,914,0,2010M,1.9,Mujeres
   Benin,0,204,C B R,2010M,3.6,Mujeres
   Burkina Faso,0,854,B R,2010M,4.5,Mujeres
   Cabo Verde,0,132,B R,2010M,2.9,Mujeres
   Côte d'Ivoire,0,384,C B R,2010M,10.4,Mujeres
   Gambia,0,270,B R,2010M,9.7,Mujeres
   Ghana,0,288,B R,2010M,1.3,Mujeres
   Guinea,0,324,C B R,2010M,1.6,Mujeres
   Guinea-Bissau,0,624,B R,2010M,1.4,Mujeres
   Liberia,0,430,B R,2010M,2.2,Mujeres
   Mali,0,466,B R,2010M,2.2,Mujeres
   Mauritania,0,478,C R,2010M,2.1,Mujeres
   Niger,0,562,B R,2010M,0.8,Mujeres
   Nigeria,0,566,C R,2010M,0.5,Mujeres
   Saint Helena*,4.0,654,C,2010M,0.0,Mujeres
   Senegal,0,686,B R,2010M,1.8,Mujeres
   Sierra Leone,0,694,B R,2010M,1.1,Mujeres
   Togo,0,768,C R,2010M,3.9,Mujeres
 ASIA,0,935,0,2010M,1.4,Mujeres
  Central Asia,0,5500,0,2010M,8.7,Mujeres
   Kazakhstan,0,398,B R,2010M,20.4,Mujeres
   Kyrgyzstan,0,417,B R,2010M,5.0,Mujeres
   Tajikistan,0,762,B R,2010M,4.2,Mujeres
   Turkmenistan,0,795,B R,2010M,4.2,Mujeres
   Uzbekistan,0,860,B R,2010M,4.6,Mujeres
  Eastern Asia,0,906,0,2010M,0.5,Mujeres
   China*,0,156,C,2010M,0.1,Mujeres
"   China, Hong Kong SAR*",0,344,B R,2010M,44.2,Mujeres
"   China, Macao SAR*",0,446,B,2010M,61.5,Mujeres
"   China, Taiwan Province of China*",0,158,0,2010M,0.0,Mujeres
   Dem. People's Republic of Korea,0,408,I,2010M,0.2,Mujeres
   Japan,0,392,C,2010M,1.8,Mujeres
   Mongolia,0,496,C R,2010M,0.3,Mujeres
   Republic of Korea,0,410,C R,2010M,1.6,Mujeres
  South-Eastern Asia,0,920,0,2010M,1.4,Mujeres
   Brunei Darussalam,0,96,B,2010M,23.3,Mujeres
   Cambodia,0,116,B R,2010M,0.5,Mujeres
   Indonesia,0,360,B R,2010M,0.1,Mujeres
   Lao People's Democratic Republic,0,418,C R,2010M,0.4,Mujeres
   Malaysia*,0,458,C R,2010M,6.9,Mujeres
   Myanmar,0,104,C,2010M,0.1,Mujeres
   Philippines,0,608,C R,2010M,0.2,Mujeres
   Singapore,0,702,B,2010M,49.2,Mujeres
   Thailand,0,764,B R,2010M,4.7,Mujeres
   Timor-Leste,0,626,B R,2010M,1.1,Mujeres
   Viet Nam,0,704,C R,2010M,0.1,Mujeres
  Southern Asia,0,5501,0,2010M,0.9,Mujeres
   Afghanistan,0,4,B R,2010M,0.3,Mujeres
   Bangladesh,0,50,B R,2010M,0.9,Mujeres
   Bhutan,0,64,B,2010M,2.8,Mujeres
   India,0,356,B R,2010M,0.5,Mujeres
   Iran (Islamic Republic of),0,364,C R,2010M,3.4,Mujeres
   Maldives,0,462,C,2010M,7.8,Mujeres
   Nepal,0,524,B R,2010M,2.8,Mujeres
   Pakistan,0,586,B R,2010M,2.1,Mujeres
   Sri Lanka,0,144,B R,2010M,0.2,Mujeres
  Western Asia,0,922,0,2010M,9.6,Mujeres
   Armenia,0,51,B R,2010M,8.2,Mujeres
   Azerbaijan*,0,31,B R,2010M,3.2,Mujeres
   Bahrain,0,48,C R,2010M,39.6,Mujeres
   Cyprus*,0,196,B,2010M,19.0,Mujeres
   Georgia*,0,268,B R,2010M,1.9,Mujeres
   Iraq,0,368,C R,2010M,0.3,Mujeres
   Israel,0,376,B R,2010M,28.6,Mujeres
   Jordan,0,400,C R,2010M,38.5,Mujeres
   Kuwait,0,414,C R,2010M,44.6,Mujeres
   Lebanon,0,422,B R,2010M,15.6,Mujeres
   Oman,0,512,C R,2010M,13.0,Mujeres
   Qatar,0,634,C,2010M,57.2,Mujeres
   Saudi Arabia,0,682,C R,2010M,20.8,Mujeres
